sites,arm,seed,hash,occupancy,final_population,extinct,frozen,births,deaths,plant_count,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seed_investment_founder,seed_investment_final,seed_investment_delta,water_efficiency_founder,water_efficiency_final,water_efficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisture_tolerance_founder,moisture_tolerance_final,moisture_tolerance_delta,temperature_tolerance_founder,temperature_tolerance_final,temperature_tolerance_delta,nutrient_uptake_founder,nutrient_uptake_final,nutrient_uptake_delta,seedling_resilience_founder,seedling_resilience_final,seedling_resilience_delta,seed_production_rate_founder,seed_production_rate_final,seed_production_rate_delta
24site,drift,155,898657276766584230,0.672917,48,false,false,139,103,15,97,12,0.500000,0.237927,-0.262073,0.500000,0.370378,-0.129622,0.500000,0.480473,-0.019527,0.500000,0.534513,0.034513,0.500000,0.621912,0.121912,0.500000,0.723416,0.223416,0.500000,0.298256,-0.201744,0.500000,0.484672,-0.015328,0.500000,0.280502,-0.219498,0.500000,0.581374,0.081374,0.500000,0.497672,-0.002328
24site,drift,156,1123932266184904607,0.712153,48,false,false,134,98,17,108,13,0.500000,0.447346,-0.052654,0.500000,0.339471,-0.160529,0.500000,0.421846,-0.078154,0.500000,0.530809,0.030809,0.500000,0.638538,0.138538,0.500000,0.663517,0.163517,0.500000,0.475494,-0.024506,0.500000,0.438588,-0.061412,0.500000,0.470437,-0.029563,0.500000,0.464542,-0.035458,0.500000,0.564816,0.064816
24site,drift,157,14876781208525909191,0.722570,48,false,false,162,126,15,114,16,0.500000,0.651975,0.151975,0.500000,0.235992,-0.264008,0.500000,0.376532,-0.123468,0.500000,0.476850,-0.023150,0.500000,0.514777,0.014777,0.500000,0.573711,0.073711,0.500000,0.691725,0.191725,0.500000,0.591686,0.091686,0.500000,0.312130,-0.187870,0.500000,0.432325,-0.067675,0.500000,0.520011,0.020011
24site,drift,158,10565205835526083142,0.734028,48,false,false,140,104,16,114,17,0.500000,0.656595,0.156595,0.500000,0.291313,-0.208687,0.500000,0.240938,-0.259062,0.500000,0.478183,-0.021817,0.500000,0.618872,0.118872,0.500000,0.796552,0.296552,0.500000,0.595651,0.095651,0.500000,0.152762,-0.347238,0.500000,0.436314,-0.063686,0.500000,0.369315,-0.130685,0.500000,0.559165,0.059165
24site,drift,159,17410034439256512303,0.733333,48,false,false,135,99,18,111,13,0.500000,0.481443,-0.018557,0.500000,0.283253,-0.216747,0.500000,0.610402,0.110402,0.500000,0.431400,-0.068600,0.500000,0.664905,0.164905,0.500000,0.697495,0.197495,0.500000,0.341424,-0.158576,0.500000,0.391122,-0.108878,0.500000,0.492155,-0.007845,0.500000,0.516857,0.016857,0.500000,0.526714,0.026714
24site,drift,160,17970080907287126395,0.665972,48,false,false,140,104,17,101,18,0.500000,0.609962,0.109962,0.500000,0.786342,0.286342,0.500000,0.115263,-0.384737,0.500000,0.449393,-0.050607,0.500000,0.319282,-0.180718,0.500000,0.693635,0.193635,0.500000,0.623104,0.123104,0.500000,0.685719,0.185719,0.500000,0.276992,-0.223008,0.500000,0.450605,-0.049395,0.500000,0.298902,-0.201098
24site,drift,161,6419117982154812674,0.679861,48,false,false,142,106,15,95,12,0.500000,0.289304,-0.210696,0.500000,0.392242,-0.107758,0.500000,0.527062,0.027062,0.500000,0.493843,-0.006157,0.500000,0.552754,0.052754,0.500000,0.593984,0.093984,0.500000,0.386198,-0.113802,0.500000,0.424010,-0.075990,0.500000,0.481564,-0.018436,0.500000,0.580613,0.080613,0.500000,0.547280,0.047280
168site,contest-off,42,4444018805397251708,0.831796,48,false,false,156,120,162,1360,18,0.500000,0.567708,0.067708,0.500000,0.697773,0.197773,0.500000,0.373983,-0.126017,0.500000,0.422902,-0.077098,0.500000,0.490937,-0.009063,0.500000,0.613389,0.113389,0.500000,0.618262,0.118262,0.500000,0.625103,0.125103,0.500000,0.360999,-0.139001,0.500000,0.373622,-0.126378,0.500000,0.502216,0.002216
168site,contest-off,43,6709516424842353229,0.842758,47,false,false,160,125,153,1407,20,0.500000,0.644796,0.144796,0.500000,0.682748,0.182748,0.500000,0.482531,-0.017469,0.500000,0.275131,-0.224869,0.500000,0.403815,-0.096185,0.500000,0.657525,0.157525,0.500000,0.527301,0.027301,0.500000,0.587288,0.087288,0.500000,0.520796,0.020796,0.500000,0.418569,-0.081431,0.500000,0.385666,-0.114334
168site,contest-off,44,9860225050788121601,0.834077,48,false,false,159,123,159,1441,21,0.500000,0.642286,0.142286,0.500000,0.577841,0.077841,0.500000,0.395885,-0.104115,0.500000,0.451203,-0.048797,0.500000,0.517849,0.017849,0.500000,0.664559,0.164559,0.500000,0.638850,0.138850,0.500000,0.466694,-0.033306,0.500000,0.397144,-0.102856,0.500000,0.440794,-0.059206,0.500000,0.405264,-0.094736
168site,contest-off,45,8981341489891691133,0.832391,48,false,false,146,110,159,1437,22,0.500000,0.643557,0.143557,0.500000,0.555804,0.055804,0.500000,0.363422,-0.136578,0.500000,0.434640,-0.065360,0.500000,0.522442,0.022442,0.500000,0.689710,0.189710,0.500000,0.634054,0.134054,0.500000,0.505568,0.005568,0.500000,0.404599,-0.095401,0.500000,0.405411,-0.094589,0.500000,0.511133,0.011133
168site,contest-off,46,4973898773271033523,0.846974,48,false,false,134,98,156,1489,18,0.500000,0.609665,0.109665,0.500000,0.506218,0.006218,0.500000,0.446982,-0.053018,0.500000,0.452713,-0.047287,0.500000,0.527341,0.027341,0.500000,0.652501,0.152501,0.500000,0.547112,0.047112,0.500000,0.464374,-0.035626,0.500000,0.417518,-0.082482,0.500000,0.433082,-0.066918,0.500000,0.561302,0.061302
168site,contest-off,47,5427204759366665038,0.837202,48,false,false,142,106,157,1455,19,0.500000,0.466954,-0.033046,0.500000,0.441542,-0.058458,0.500000,0.383174,-0.116826,0.500000,0.466857,-0.033143,0.500000,0.481662,-0.018338,0.500000,0.727248,0.227248,0.500000,0.460893,-0.039107,0.500000,0.367838,-0.132162,0.500000,0.470953,-0.029047,0.500000,0.440311,-0.059689,0.500000,0.637889,0.137889
168site,contest-off,48,13325692418487976887,0.832589,48,false,false,137,101,156,1388,19,0.500000,0.625181,0.125181,0.500000,0.555862,0.055862,0.500000,0.439927,-0.060073,0.500000,0.383023,-0.116977,0.500000,0.456471,-0.043529,0.500000,0.631967,0.131967,0.500000,0.592309,0.092309,0.500000,0.518183,0.018183,0.500000,0.392966,-0.107034,0.500000,0.382636,-0.117364,0.500000,0.464564,-0.035436
168site,contest-off,49,5956238018292418716,0.834573,48,false,false,151,115,159,1396,18,0.500000,0.677514,0.177514,0.500000,0.649177,0.149177,0.500000,0.411542,-0.088458,0.500000,0.431233,-0.068767,0.500000,0.451592,-0.048408,0.500000,0.668383,0.168383,0.500000,0.609238,0.109238,0.500000,0.594798,0.094798,0.500000,0.319845,-0.180155,0.500000,0.430496,-0.069504,0.500000,0.456428,-0.043572
168site,contest-off,50,13361567479494715174,0.840873,48,false,false,153,117,157,1450,20,0.500000,0.613066,0.113066,0.500000,0.571189,0.071189,0.500000,0.451451,-0.048549,0.500000,0.394053,-0.105947,0.500000,0.448391,-0.051609,0.500000,0.593927,0.093927,0.500000,0.564358,0.064358,0.500000,0.579784,0.079784,0.500000,0.382593,-0.117407,0.500000,0.319740,-0.180260,0.500000,0.430863,-0.069137
168site,contest-off,51,5029884518193960843,0.842758,48,false,false,147,111,161,1567,20,0.500000,0.733664,0.233664,0.500000,0.519629,0.019629,0.500000,0.362838,-0.137162,0.500000,0.447609,-0.052391,0.500000,0.503991,0.003991,0.500000,0.780852,0.280852,0.500000,0.716777,0.216777,0.500000,0.327377,-0.172623,0.500000,0.394294,-0.105706,0.500000,0.400641,-0.099359,0.500000,0.583806,0.083806
168site,contest-off,52,13191453484693187662,0.842857,48,false,false,133,97,161,1546,19,0.500000,0.571153,0.071153,0.500000,0.393680,-0.106320,0.500000,0.402680,-0.097320,0.500000,0.511508,0.011508,0.500000,0.561046,0.061046,0.500000,0.751936,0.251936,0.500000,0.614139,0.114139,0.500000,0.368642,-0.131358,0.500000,0.383583,-0.116417,0.500000,0.380031,-0.119969,0.500000,0.545321,0.045321
168site,contest-off,53,8252115451338170594,0.840972,47,false,false,146,111,159,1471,20,0.500000,0.610597,0.110597,0.500000,0.578615,0.078615,0.500000,0.437968,-0.062032,0.500000,0.367734,-0.132266,0.500000,0.452150,-0.047850,0.500000,0.668461,0.168461,0.500000,0.662992,0.162992,0.500000,0.533328,0.033328,0.500000,0.395822,-0.104178,0.500000,0.423596,-0.076404,0.500000,0.525527,0.025527
168site,contest-off,54,8217213816994493336,0.835913,48,false,false,155,119,158,1439,19,0.500000,0.613901,0.113901,0.500000,0.533484,0.033484,0.500000,0.490673,-0.009327,0.500000,0.399551,-0.100449,0.500000,0.466088,-0.033912,0.500000,0.655683,0.155683,0.500000,0.551725,0.051725,0.500000,0.597348,0.097348,0.500000,0.398159,-0.101841,0.500000,0.396722,-0.103278,0.500000,0.453872,-0.046128
168site,contest-off,55,17243742752257291435,0.849057,48,false,false,136,100,156,1405,21,0.500000,0.484482,-0.015518,0.500000,0.595448,0.095448,0.500000,0.424675,-0.075325,0.500000,0.443118,-0.056882,0.500000,0.470701,-0.029299,0.500000,0.592428,0.092428,0.500000,0.505711,0.005711,0.500000,0.630182,0.130182,0.500000,0.449879,-0.050121,0.500000,0.395823,-0.104177,0.500000,0.508923,0.008923
168site,contest-off,56,8274473679306734793,0.841319,48,false,false,153,117,157,1422,21,0.500000,0.574631,0.074631,0.500000,0.497083,-0.002917,0.500000,0.456847,-0.043153,0.500000,0.410032,-0.089968,0.500000,0.413880,-0.086120,0.500000,0.664087,0.164087,0.500000,0.631839,0.131839,0.500000,0.493649,-0.006351,0.500000,0.454646,-0.045354,0.500000,0.409692,-0.090308,0.500000,0.499123,-0.000877
168site,contest-off,57,54942248867289089,0.844742,48,false,false,146,110,163,1435,18,0.500000,0.617418,0.117418,0.500000,0.696856,0.196856,0.500000,0.362402,-0.137598,0.500000,0.386189,-0.113811,0.500000,0.416849,-0.083151,0.500000,0.630586,0.130586,0.500000,0.615722,0.115722,0.500000,0.671147,0.171147,0.500000,0.407309,-0.092691,0.500000,0.319922,-0.180078,0.500000,0.409948,-0.090052
168site,contest-off,58,14118425879793216499,0.833829,48,false,false,142,106,157,1434,20,0.500000,0.617346,0.117346,0.500000,0.620436,0.120436,0.500000,0.449866,-0.050134,0.500000,0.399084,-0.100916,0.500000,0.490455,-0.009545,0.500000,0.615973,0.115973,0.500000,0.637039,0.137039,0.500000,0.591511,0.091511,0.500000,0.399497,-0.100503,0.500000,0.387872,-0.112128,0.500000,0.528518,0.028518
168site,contest-off,59,6967704272227712560,0.837897,48,false,false,136,100,161,1424,17,0.500000,0.558660,0.058660,0.500000,0.577449,0.077449,0.500000,0.328849,-0.171151,0.500000,0.450272,-0.049728,0.500000,0.514714,0.014714,0.500000,0.691456,0.191456,0.500000,0.648446,0.148446,0.500000,0.494260,-0.005740,0.500000,0.318212,-0.181788,0.500000,0.448635,-0.051365,0.500000,0.472398,-0.027602
168site,contest-off,60,5321983444199955714,0.841071,48,false,false,146,110,155,1396,20,0.500000,0.627819,0.127819,0.500000,0.695017,0.195017,0.500000,0.373016,-0.126984,0.500000,0.403847,-0.096153,0.500000,0.462836,-0.037164,0.500000,0.625612,0.125612,0.500000,0.599438,0.099438,0.500000,0.675445,0.175445,0.500000,0.397552,-0.102448,0.500000,0.429690,-0.070310,0.500000,0.486978,-0.013022
168site,contest-off,61,1366256389645467672,0.839782,48,false,false,131,95,155,1392,22,0.500000,0.595838,0.095838,0.500000,0.701162,0.201162,0.500000,0.395617,-0.104383,0.500000,0.427577,-0.072423,0.500000,0.464433,-0.035567,0.500000,0.629860,0.129860,0.500000,0.641385,0.141385,0.500000,0.591835,0.091835,0.500000,0.330426,-0.169574,0.500000,0.421027,-0.078973,0.500000,0.437491,-0.062509
168site,contest-off,62,15810817804589539093,0.838293,48,false,false,142,106,159,1373,19,0.500000,0.547926,0.047926,0.500000,0.663168,0.163168,0.500000,0.344227,-0.155773,0.500000,0.358115,-0.141885,0.500000,0.403886,-0.096114,0.500000,0.668324,0.168324,0.500000,0.534466,0.034466,0.500000,0.658809,0.158809,0.500000,0.286912,-0.213088,0.500000,0.406329,-0.093671,0.500000,0.394069,-0.105931
168site,contest-off,63,4284729119463346315,0.841468,48,false,false,157,121,154,1476,19,0.500000,0.613161,0.113161,0.500000,0.622465,0.122465,0.500000,0.420969,-0.079031,0.500000,0.376615,-0.123385,0.500000,0.443867,-0.056133,0.500000,0.660667,0.160667,0.500000,0.605827,0.105827,0.500000,0.612962,0.112962,0.500000,0.356352,-0.143648,0.500000,0.354845,-0.145155,0.500000,0.465798,-0.034202
168site,contest-off,64,17079684659242253381,0.840129,48,false,false,138,102,160,1389,18,0.500000,0.553892,0.053892,0.500000,0.648539,0.148539,0.500000,0.516770,0.016770,0.500000,0.408643,-0.091357,0.500000,0.400453,-0.099547,0.500000,0.639898,0.139898,0.500000,0.597036,0.097036,0.500000,0.628318,0.128318,0.500000,0.443804,-0.056196,0.500000,0.350800,-0.149200,0.500000,0.484536,-0.015464
168site,contest-off,65,6801903960862321268,0.830060,47,false,false,172,137,161,1434,22,0.500000,0.619513,0.119513,0.500000,0.667824,0.167824,0.500000,0.298846,-0.201154,0.500000,0.395694,-0.104306,0.500000,0.410427,-0.089573,0.500000,0.673313,0.173313,0.500000,0.549577,0.049577,0.500000,0.686989,0.186989,0.500000,0.276138,-0.223862,0.500000,0.347723,-0.152277,0.500000,0.407728,-0.092272
168site,contest-off,66,5508632522723481079,0.836756,48,false,false,134,98,156,1485,23,0.500000,0.606499,0.106499,0.500000,0.495831,-0.004169,0.500000,0.440762,-0.059238,0.500000,0.379700,-0.120300,0.500000,0.556000,0.056000,0.500000,0.685586,0.185586,0.500000,0.576104,0.076104,0.500000,0.514255,0.014255,0.500000,0.387028,-0.112972,0.500000,0.466981,-0.033019,0.500000,0.515298,0.015298
168site,contest-off,67,17534500035885244783,0.834722,48,false,false,149,113,158,1408,20,0.500000,0.571536,0.071536,0.500000,0.546157,0.046157,0.500000,0.428690,-0.071310,0.500000,0.468607,-0.031393,0.500000,0.520503,0.020503,0.500000,0.622741,0.122741,0.500000,0.531655,0.031655,0.500000,0.492994,-0.007006,0.500000,0.409893,-0.090107,0.500000,0.437611,-0.062389,0.500000,0.512660,0.012660
168site,contest-off,68,528856482634023390,0.839980,47,false,false,133,98,159,1397,20,0.500000,0.578807,0.078807,0.500000,0.621127,0.121127,0.500000,0.349605,-0.150395,0.500000,0.444679,-0.055321,0.500000,0.482563,-0.017437,0.500000,0.630369,0.130369,0.500000,0.611021,0.111021,0.500000,0.614136,0.114136,0.500000,0.340479,-0.159521,0.500000,0.417544,-0.082456,0.500000,0.474811,-0.025189
168site,contest-off,69,3042264516976344422,0.839087,48,false,false,142,106,163,1395,23,0.500000,0.633816,0.133816,0.500000,0.692521,0.192521,0.500000,0.448830,-0.051170,0.500000,0.295485,-0.204515,0.500000,0.459999,-0.040001,0.500000,0.702057,0.202057,0.500000,0.608750,0.108750,0.500000,0.590486,0.090486,0.500000,0.285702,-0.214298,0.500000,0.398091,-0.101909,0.500000,0.496968,-0.003032
168site,contest-off,70,8114470789431990882,0.844494,48,false,false,144,108,166,1448,22,0.500000,0.622169,0.122169,0.500000,0.666908,0.166908,0.500000,0.447734,-0.052266,0.500000,0.303564,-0.196436,0.500000,0.382710,-0.117290,0.500000,0.649750,0.149750,0.500000,0.647419,0.147419,0.500000,0.617715,0.117715,0.500000,0.538595,0.038595,0.500000,0.344401,-0.155599,0.500000,0.501751,0.001751
168site,contest-off,71,17150122109129476874,0.846230,48,false,false,137,101,159,1442,22,0.500000,0.537594,0.037594,0.500000,0.616613,0.116613,0.500000,0.490524,-0.009476,0.500000,0.390658,-0.109342,0.500000,0.479884,-0.020116,0.500000,0.662022,0.162022,0.500000,0.580325,0.080325,0.500000,0.578517,0.078517,0.500000,0.381455,-0.118545,0.500000,0.379418,-0.120582,0.500000,0.433662,-0.066338
168site,contest-off,72,11274582787759713812,0.848661,48,false,false,135,99,161,1506,19,0.500000,0.447540,-0.052460,0.500000,0.435430,-0.064570,0.500000,0.408154,-0.091846,0.500000,0.511909,0.011909,0.500000,0.518684,0.018684,0.500000,0.760512,0.260512,0.500000,0.367911,-0.132089,0.500000,0.455866,-0.044134,0.500000,0.443513,-0.056487,0.500000,0.591128,0.091128,0.500000,0.589825,0.089825
168site,contest-off,73,7621378851816093011,0.839633,48,false,false,155,119,153,1420,20,0.500000,0.555687,0.055687,0.500000,0.572179,0.072179,0.500000,0.449045,-0.050955,0.500000,0.485951,-0.014049,0.500000,0.441280,-0.058720,0.500000,0.610400,0.110400,0.500000,0.606544,0.106544,0.500000,0.592967,0.092967,0.500000,0.426551,-0.073449,0.500000,0.466043,-0.033957,0.500000,0.451387,-0.048613
168site,contest-off,74,10045028467033092085,0.837699,48,false,false,140,104,154,1376,20,0.500000,0.564280,0.064280,0.500000,0.523253,0.023253,0.500000,0.389530,-0.110470,0.500000,0.392847,-0.107153,0.500000,0.522306,0.022306,0.500000,0.648235,0.148235,0.500000,0.496373,-0.003627,0.500000,0.491027,-0.008973,0.500000,0.424333,-0.075667,0.500000,0.430223,-0.069777,0.500000,0.550341,0.050341
168site,contest-off,75,8195287912267125103,0.843155,48,false,false,166,130,160,1485,19,0.500000,0.528125,0.028125,0.500000,0.554487,0.054487,0.500000,0.429186,-0.070814,0.500000,0.481427,-0.018573,0.500000,0.504916,0.004916,0.500000,0.723441,0.223441,0.500000,0.497451,-0.002549,0.500000,0.499737,-0.000263,0.500000,0.366289,-0.133711,0.500000,0.438733,-0.061267,0.500000,0.582032,0.082032
168site,contest-off,76,9850982521206323097,0.844494,48,false,false,143,107,158,1395,20,0.500000,0.606292,0.106292,0.500000,0.571633,0.071633,0.500000,0.412967,-0.087033,0.500000,0.412671,-0.087329,0.500000,0.438527,-0.061473,0.500000,0.640340,0.140340,0.500000,0.540568,0.040568,0.500000,0.537481,0.037481,0.500000,0.287664,-0.212336,0.500000,0.468866,-0.031134,0.500000,0.460730,-0.039270
168site,contest-off,77,6749752108365653626,0.850744,48,false,false,141,105,159,1508,17,0.500000,0.482023,-0.017977,0.500000,0.506332,0.006332,0.500000,0.512097,0.012097,0.500000,0.432758,-0.067242,0.500000,0.493855,-0.006145,0.500000,0.732525,0.232525,0.500000,0.494631,-0.005369,0.500000,0.442443,-0.057557,0.500000,0.485151,-0.014849,0.500000,0.385781,-0.114219,0.500000,0.587045,0.087045
168site,contest-off,78,2012227076203161013,0.833135,48,false,false,141,105,160,1483,19,0.500000,0.601030,0.101030,0.500000,0.593157,0.093157,0.500000,0.373743,-0.126257,0.500000,0.524366,0.024366,0.500000,0.479893,-0.020107,0.500000,0.670017,0.170017,0.500000,0.550450,0.050450,0.500000,0.504712,0.004712,0.500000,0.396376,-0.103624,0.500000,0.455784,-0.044216,0.500000,0.471394,-0.028606
168site,contest-off,79,15162443291099851628,0.847916,48,false,false,142,106,158,1516,25,0.500000,0.588841,0.088841,0.500000,0.644759,0.144759,0.500000,0.324225,-0.175775,0.500000,0.433211,-0.066789,0.500000,0.509922,0.009922,0.500000,0.812237,0.312237,0.500000,0.621436,0.121436,0.500000,0.501268,0.001268,0.500000,0.236911,-0.263089,0.500000,0.277672,-0.222328,0.500000,0.534597,0.034597
168site,contest-off,80,5549113326137079326,0.848115,47,false,false,151,116,161,1466,19,0.500000,0.544713,0.044713,0.500000,0.621571,0.121571,0.500000,0.477534,-0.022466,0.500000,0.403428,-0.096572,0.500000,0.614165,0.114165,0.500000,0.704174,0.204174,0.500000,0.494069,-0.005931,0.500000,0.417938,-0.082062,0.500000,0.393216,-0.106784,0.500000,0.458770,-0.041230,0.500000,0.553494,0.053494
168site,contest-off,81,520055389852384936,0.837946,48,false,false,151,115,156,1441,23,0.500000,0.571424,0.071424,0.500000,0.612293,0.112293,0.500000,0.443259,-0.056741,0.500000,0.411759,-0.088241,0.500000,0.486667,-0.013333,0.500000,0.630357,0.130357,0.500000,0.585046,0.085046,0.500000,0.585645,0.085645,0.500000,0.417239,-0.082761,0.500000,0.425674,-0.074326,0.500000,0.434820,-0.065180
168site,contest-off,82,17398744956676678629,0.837996,48,false,false,143,107,152,1414,21,0.500000,0.586628,0.086628,0.500000,0.625669,0.125669,0.500000,0.358438,-0.141562,0.500000,0.390005,-0.109995,0.500000,0.516917,0.016917,0.500000,0.639503,0.139503,0.500000,0.591273,0.091273,0.500000,0.642447,0.142447,0.500000,0.333816,-0.166184,0.500000,0.411508,-0.088492,0.500000,0.498404,-0.001596
168site,contest-off,83,4615549039010554571,0.836954,48,false,false,142,106,156,1369,19,0.500000,0.564188,0.064188,0.500000,0.607557,0.107557,0.500000,0.530603,0.030603,0.500000,0.341435,-0.158565,0.500000,0.452634,-0.047366,0.500000,0.634886,0.134886,0.500000,0.591809,0.091809,0.500000,0.558895,0.058895,0.500000,0.467207,-0.032793,0.500000,0.352969,-0.147031,0.500000,0.446510,-0.053490
168site,contest-off,84,2996253546264597162,0.841171,48,false,false,148,112,159,1549,20,0.500000,0.604745,0.104745,0.500000,0.593278,0.093278,0.500000,0.334095,-0.165905,0.500000,0.367808,-0.132192,0.500000,0.473356,-0.026644,0.500000,0.733055,0.233055,0.500000,0.679969,0.179969,0.500000,0.599184,0.099184,0.500000,0.312943,-0.187057,0.500000,0.344715,-0.155285,0.500000,0.471933,-0.028067
168site,contest-off,85,2051712366444122024,0.843601,48,false,false,151,115,159,1432,19,0.500000,0.571752,0.071752,0.500000,0.666310,0.166310,0.500000,0.325080,-0.174920,0.500000,0.475156,-0.024844,0.500000,0.525843,0.025843,0.500000,0.705078,0.205078,0.500000,0.616652,0.116652,0.500000,0.710712,0.210712,0.500000,0.344092,-0.155908,0.500000,0.328874,-0.171126,0.500000,0.491616,-0.008384
168site,contest-off,86,18158908732558157062,0.840228,48,false,false,155,119,160,1425,20,0.500000,0.507613,0.007613,0.500000,0.539239,0.039239,0.500000,0.474554,-0.025446,0.500000,0.467513,-0.032487,0.500000,0.528023,0.028023,0.500000,0.650983,0.150983,0.500000,0.523192,0.023192,0.500000,0.563021,0.063021,0.500000,0.443978,-0.056022,0.500000,0.426821,-0.073179,0.500000,0.569643,0.069643
168site,contest-off,87,4256302747914421820,0.842758,48,false,false,150,114,155,1411,19,0.500000,0.546319,0.046319,0.500000,0.565248,0.065248,0.500000,0.394217,-0.105783,0.500000,0.400767,-0.099233,0.500000,0.525534,0.025534,0.500000,0.638809,0.138809,0.500000,0.545177,0.045177,0.500000,0.546163,0.046163,0.500000,0.422609,-0.077391,0.500000,0.445700,-0.054300,0.500000,0.469286,-0.030714
168site,contest-off,88,16395720023868274466,0.834127,48,false,false,140,104,152,1420,20,0.500000,0.614718,0.114718,0.500000,0.594125,0.094125,0.500000,0.493961,-0.006039,0.500000,0.387656,-0.112344,0.500000,0.463060,-0.036940,0.500000,0.627798,0.127798,0.500000,0.564761,0.064761,0.500000,0.543013,0.043013,0.500000,0.487414,-0.012586,0.500000,0.351184,-0.148816,0.500000,0.488995,-0.011005
168site,contest-off,89,6024500849670211468,0.841022,48,false,false,148,112,155,1392,21,0.500000,0.583508,0.083508,0.500000,0.639758,0.139758,0.500000,0.454813,-0.045187,0.500000,0.443370,-0.056630,0.500000,0.516404,0.016404,0.500000,0.664591,0.164591,0.500000,0.529878,0.029878,0.500000,0.612488,0.112488,0.500000,0.344947,-0.155053,0.500000,0.407702,-0.092298,0.500000,0.463777,-0.036223
168site,contest-off,90,7638033037454436051,0.843254,48,false,false,160,124,160,1400,22,0.500000,0.565517,0.065517,0.500000,0.567099,0.067099,0.500000,0.480201,-0.019799,0.500000,0.410944,-0.089056,0.500000,0.452575,-0.047425,0.500000,0.639017,0.139017,0.500000,0.542795,0.042795,0.500000,0.513028,0.013028,0.500000,0.534390,0.034390,0.500000,0.379877,-0.120123,0.500000,0.442731,-0.057269
168site,contest-off,91,5575874027970581065,0.848264,48,false,false,148,112,157,1392,21,0.500000,0.572589,0.072589,0.500000,0.711900,0.211900,0.500000,0.409579,-0.090421,0.500000,0.295438,-0.204562,0.500000,0.402724,-0.097276,0.500000,0.654317,0.154317,0.500000,0.618818,0.118818,0.500000,0.668415,0.168415,0.500000,0.373406,-0.126594,0.500000,0.442257,-0.057743,0.500000,0.435050,-0.064950
168site,contest-off,92,10639518460518746166,0.838889,48,false,false,160,124,161,1426,19,0.500000,0.519675,0.019675,0.500000,0.521393,0.021393,0.500000,0.495379,-0.004621,0.500000,0.480698,-0.019302,0.500000,0.491713,-0.008287,0.500000,0.652757,0.152757,0.500000,0.551315,0.051315,0.500000,0.490637,-0.009363,0.500000,0.491081,-0.008919,0.500000,0.395912,-0.104088,0.500000,0.542373,0.042373
168site,contest-off,93,7790242493718933690,0.842212,48,false,false,148,112,160,1403,18,0.500000,0.486477,-0.013523,0.500000,0.596395,0.096395,0.500000,0.421840,-0.078160,0.500000,0.424827,-0.075173,0.500000,0.492761,-0.007239,0.500000,0.626347,0.126347,0.500000,0.532645,0.032645,0.500000,0.591814,0.091814,0.500000,0.441498,-0.058502,0.500000,0.412232,-0.087768,0.500000,0.507239,0.007239
168site,contest-off,94,8557431809489056471,0.821726,48,false,false,153,117,157,1307,21,0.500000,0.580486,0.080486,0.500000,0.680465,0.180465,0.500000,0.383888,-0.116112,0.500000,0.320172,-0.179828,0.500000,0.366879,-0.133121,0.500000,0.559732,0.059732,0.500000,0.550129,0.050129,0.500000,0.650091,0.150091,0.500000,0.400109,-0.099892,0.500000,0.379745,-0.120255,0.500000,0.441255,-0.058745
168site,contest-off,95,5327950095140194341,0.840129,47,false,false,158,123,163,1445,18,0.500000,0.525296,0.025296,0.500000,0.499627,-0.000373,0.500000,0.582531,0.082531,0.500000,0.394120,-0.105880,0.500000,0.509517,0.009517,0.500000,0.682420,0.182420,0.500000,0.565930,0.065930,0.500000,0.481508,-0.018492,0.500000,0.595705,0.095705,0.500000,0.451669,-0.048331,0.500000,0.468404,-0.031596
168site,contest-off,96,2195752610930529303,0.844395,47,false,false,168,133,155,1445,20,0.500000,0.624440,0.124440,0.500000,0.674481,0.174481,0.500000,0.426993,-0.073007,0.500000,0.383578,-0.116422,0.500000,0.483488,-0.016512,0.500000,0.683120,0.183120,0.500000,0.591342,0.091342,0.500000,0.607315,0.107315,0.500000,0.354579,-0.145421,0.500000,0.383292,-0.116708,0.500000,0.486922,-0.013078
168site,contest-off,97,12544478315761918690,0.839732,48,false,false,143,107,163,1341,17,0.500000,0.450273,-0.049727,0.500000,0.612558,0.112558,0.500000,0.507342,0.007342,0.500000,0.444994,-0.055006,0.500000,0.479661,-0.020339,0.500000,0.599674,0.099674,0.500000,0.515467,0.015467,0.500000,0.611990,0.111990,0.500000,0.468820,-0.031180,0.500000,0.384334,-0.115666,0.500000,0.392163,-0.107837
168site,contest-off,98,12597704459160762062,0.841319,48,false,false,152,116,159,1419,18,0.500000,0.474186,-0.025814,0.500000,0.526678,0.026678,0.500000,0.587750,0.087750,0.500000,0.529392,0.029392,0.500000,0.392470,-0.107530,0.500000,0.627364,0.127364,0.500000,0.471112,-0.028888,0.500000,0.520271,0.020271,0.500000,0.517482,0.017482,0.500000,0.491608,-0.008392,0.500000,0.425923,-0.074077
