sites,arm,seed,hash,occupancy,final_population,extinct,frozen,births,deaths,plant_count,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seed_investment_founder,seed_investment_final,seed_investment_delta,water_efficiency_founder,water_efficiency_final,water_efficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisture_tolerance_founder,moisture_tolerance_final,moisture_tolerance_delta,temperature_tolerance_founder,temperature_tolerance_final,temperature_tolerance_delta,nutrient_uptake_founder,nutrient_uptake_final,nutrient_uptake_delta,seedling_resilience_founder,seedling_resilience_final,seedling_resilience_delta,seed_production_rate_founder,seed_production_rate_final,seed_production_rate_delta
168site,contest-off,99,9584398918738858855,0.831448,48,false,false,145,109,153,1406,19,0.500000,0.587686,0.087686,0.500000,0.486360,-0.013640,0.500000,0.397225,-0.102775,0.500000,0.408862,-0.091138,0.500000,0.511565,0.011565,0.500000,0.630447,0.130447,0.500000,0.602931,0.102930,0.500000,0.497085,-0.002915,0.500000,0.408012,-0.091988,0.500000,0.448169,-0.051831,0.500000,0.558157,0.058157
168site,contest-off,100,16582757895218999811,0.838641,47,false,false,147,112,159,1396,18,0.500000,0.513780,0.013780,0.500000,0.508846,0.008846,0.500000,0.523851,0.023851,0.500000,0.449731,-0.050269,0.500000,0.491273,-0.008727,0.500000,0.643573,0.143573,0.500000,0.490513,-0.009487,0.500000,0.460353,-0.039647,0.500000,0.542305,0.042305,0.500000,0.445889,-0.054111,0.500000,0.518230,0.018230
168site,contest-off,101,17106150728267671994,0.851885,48,false,false,145,109,162,1500,23,0.500000,0.565819,0.065819,0.500000,0.594382,0.094382,0.500000,0.411872,-0.088128,0.500000,0.388103,-0.111897,0.500000,0.514808,0.014808,0.500000,0.772362,0.272362,0.500000,0.496573,-0.003427,0.500000,0.579706,0.079706,0.500000,0.283425,-0.216575,0.500000,0.331925,-0.168075,0.500000,0.535621,0.035621
168site,contest-off,102,15259870790972096032,0.844742,48,false,false,132,96,160,1408,17,0.500000,0.437231,-0.062769,0.500000,0.582747,0.082747,0.500000,0.467364,-0.032636,0.500000,0.452313,-0.047687,0.500000,0.538582,0.038582,0.500000,0.679592,0.179592,0.500000,0.460419,-0.039581,0.500000,0.524389,0.024389,0.500000,0.433080,-0.066920,0.500000,0.478445,-0.021555,0.500000,0.500888,0.000888
168site,contest-off,103,5374860047186062910,0.842460,48,false,false,148,112,158,1459,21,0.500000,0.612180,0.112180,0.500000,0.608226,0.108226,0.500000,0.425416,-0.074584,0.500000,0.388312,-0.111688,0.500000,0.392630,-0.107370,0.500000,0.671011,0.171011,0.500000,0.634078,0.134078,0.500000,0.573016,0.073016,0.500000,0.425313,-0.074687,0.500000,0.408933,-0.091067,0.500000,0.488637,-0.011363
168site,contest-off,104,13061572700476034830,0.837797,46,false,false,146,112,160,1409,21,0.500000,0.640008,0.140008,0.500000,0.674257,0.174257,0.500000,0.378098,-0.121902,0.500000,0.401425,-0.098575,0.500000,0.409507,-0.090493,0.500000,0.643321,0.143321,0.500000,0.634175,0.134175,0.500000,0.658521,0.158521,0.500000,0.380366,-0.119634,0.500000,0.396707,-0.103293,0.500000,0.530560,0.030560
168site,contest-off,105,362771169709502605,0.839187,48,false,false,143,107,159,1438,22,0.500000,0.552042,0.052042,0.500000,0.513665,0.013665,0.500000,0.446685,-0.053315,0.500000,0.454237,-0.045763,0.500000,0.450226,-0.049774,0.500000,0.652049,0.152049,0.500000,0.573226,0.073226,0.500000,0.481338,-0.018662,0.500000,0.444746,-0.055254,0.500000,0.475968,-0.024032,0.500000,0.490176,-0.009824
168site,contest-off,106,2269197718791736895,0.842609,48,false,false,176,140,153,1392,20,0.500000,0.633635,0.133635,0.500000,0.595570,0.095570,0.500000,0.347512,-0.152488,0.500000,0.401187,-0.098813,0.500000,0.486899,-0.013101,0.500000,0.631296,0.131296,0.500000,0.636872,0.136872,0.500000,0.574530,0.074530,0.500000,0.374650,-0.125350,0.500000,0.369661,-0.130339,0.500000,0.463809,-0.036191
168site,contest-off,107,11203876863120233274,0.840972,48,false,false,135,99,163,1342,18,0.500000,0.535746,0.035746,0.500000,0.664321,0.164321,0.500000,0.428751,-0.071249,0.500000,0.417059,-0.082941,0.500000,0.515194,0.015194,0.500000,0.589997,0.089997,0.500000,0.574767,0.074767,0.500000,0.574625,0.074625,0.500000,0.373392,-0.126608,0.500000,0.405421,-0.094579,0.500000,0.496184,-0.003816
168site,contest-off,108,11954664781051314208,0.835069,48,false,false,149,113,158,1428,19,0.500000,0.615476,0.115476,0.500000,0.578302,0.078302,0.500000,0.426386,-0.073614,0.500000,0.392054,-0.107946,0.500000,0.461886,-0.038114,0.500000,0.615747,0.115747,0.500000,0.596139,0.096138,0.500000,0.578283,0.078283,0.500000,0.382513,-0.117487,0.500000,0.415292,-0.084708,0.500000,0.458586,-0.041414
168site,contest-off,109,2840676880323785497,0.842262,48,false,false,165,129,161,1452,19,0.500000,0.578286,0.078286,0.500000,0.541346,0.041346,0.500000,0.425488,-0.074512,0.500000,0.500139,0.000139,0.500000,0.477875,-0.022125,0.500000,0.709766,0.209766,0.500000,0.566874,0.066874,0.500000,0.441901,-0.058099,0.500000,0.422911,-0.077089,0.500000,0.438918,-0.061082,0.500000,0.527365,0.027365
168site,contest-off,110,4408150435810333360,0.844296,48,false,false,140,104,160,1553,22,0.500000,0.589541,0.089541,0.500000,0.440394,-0.059606,0.500000,0.426745,-0.073255,0.500000,0.464028,-0.035972,0.500000,0.524782,0.024782,0.500000,0.705865,0.205865,0.500000,0.643792,0.143792,0.500000,0.380501,-0.119499,0.500000,0.396891,-0.103109,0.500000,0.404435,-0.095565,0.500000,0.531862,0.031862
168site,contest-off,111,2224466965218363567,0.844395,48,false,false,163,127,159,1429,21,0.500000,0.538958,0.038958,0.500000,0.622475,0.122475,0.500000,0.389881,-0.110119,0.500000,0.381539,-0.118461,0.500000,0.490309,-0.009691,0.500000,0.701977,0.201977,0.500000,0.478233,-0.021767,0.500000,0.603340,0.103340,0.500000,0.357221,-0.142779,0.500000,0.428307,-0.071693,0.500000,0.520872,0.020872
168site,contest-off,112,11146838559952344757,0.841815,48,false,false,148,112,154,1459,20,0.500000,0.610683,0.110683,0.500000,0.528704,0.028704,0.500000,0.540337,0.040337,0.500000,0.345076,-0.154924,0.500000,0.446864,-0.053136,0.500000,0.604190,0.104190,0.500000,0.539595,0.039595,0.500000,0.590805,0.090805,0.500000,0.523617,0.023617,0.500000,0.411561,-0.088439,0.500000,0.439933,-0.060067
168site,contest-off,113,10591500480120447576,0.833730,48,false,false,168,132,151,1399,18,0.500000,0.651431,0.151431,0.500000,0.620994,0.120994,0.500000,0.422923,-0.077077,0.500000,0.363124,-0.136876,0.500000,0.483326,-0.016674,0.500000,0.628668,0.128668,0.500000,0.526231,0.026231,0.500000,0.612316,0.112316,0.500000,0.393191,-0.106809,0.500000,0.360290,-0.139710,0.500000,0.562793,0.062793
168site,contest-off,114,17289725282572701801,0.841766,48,false,false,163,127,163,1565,19,0.500000,0.441740,-0.058260,0.500000,0.455667,-0.044333,0.500000,0.485164,-0.014836,0.500000,0.481287,-0.018713,0.500000,0.558942,0.058942,0.500000,0.780367,0.280367,0.500000,0.468932,-0.031068,0.500000,0.402679,-0.097321,0.500000,0.453154,-0.046846,0.500000,0.485858,-0.014142,0.500000,0.544339,0.044339
168site,contest-off,115,12305878777307626695,0.842956,48,false,false,149,113,160,1478,19,0.500000,0.604941,0.104941,0.500000,0.528535,0.028535,0.500000,0.397753,-0.102247,0.500000,0.388230,-0.111771,0.500000,0.532753,0.032753,0.500000,0.668282,0.168282,0.500000,0.641471,0.141471,0.500000,0.484505,-0.015495,0.500000,0.334974,-0.165026,0.500000,0.451552,-0.048448,0.500000,0.575957,0.075957
168site,contest-off,116,8098535817381409402,0.845982,47,false,false,171,136,161,1493,20,0.500000,0.608161,0.108161,0.500000,0.561696,0.061696,0.500000,0.437290,-0.062710,0.500000,0.399335,-0.100665,0.500000,0.486940,-0.013060,0.500000,0.688706,0.188706,0.500000,0.680680,0.180680,0.500000,0.522483,0.022483,0.500000,0.361540,-0.138460,0.500000,0.335728,-0.164272,0.500000,0.533711,0.033711
168site,contest-off,117,7873515838716970542,0.840724,48,false,false,165,129,156,1468,20,0.500000,0.620804,0.120804,0.500000,0.429089,-0.070911,0.500000,0.463775,-0.036225,0.500000,0.400227,-0.099773,0.500000,0.560193,0.060193,0.500000,0.691098,0.191098,0.500000,0.589502,0.089502,0.500000,0.358654,-0.141346,0.500000,0.378309,-0.121691,0.500000,0.358610,-0.141390,0.500000,0.436186,-0.063814
168site,contest-off,118,14781209777624874056,0.838294,48,false,false,146,110,158,1427,20,0.500000,0.644397,0.144397,0.500000,0.549718,0.049718,0.500000,0.426112,-0.073888,0.500000,0.331600,-0.168400,0.500000,0.490295,-0.009705,0.500000,0.690868,0.190868,0.500000,0.641328,0.141328,0.500000,0.514199,0.014199,0.500000,0.341034,-0.158966,0.500000,0.383011,-0.116989,0.500000,0.521551,0.021551
168site,contest-off,119,14093834674377409791,0.833432,48,false,false,159,123,158,1391,19,0.500000,0.538516,0.038516,0.500000,0.582369,0.082369,0.500000,0.473575,-0.026425,0.500000,0.464262,-0.035738,0.500000,0.424140,-0.075860,0.500000,0.585047,0.085047,0.500000,0.582484,0.082484,0.500000,0.620083,0.120083,0.500000,0.473796,-0.026204,0.500000,0.418513,-0.081487,0.500000,0.462061,-0.037939
168site,contest-off,120,12566379655009838986,0.843948,47,false,false,158,123,159,1413,19,0.500000,0.475121,-0.024879,0.500000,0.542163,0.042163,0.500000,0.535355,0.035355,0.500000,0.366466,-0.133534,0.500000,0.506114,0.006114,0.500000,0.633655,0.133655,0.500000,0.515963,0.015963,0.500000,0.540450,0.040450,0.500000,0.495469,-0.004531,0.500000,0.434055,-0.065945,0.500000,0.503956,0.003956
168site,contest-off,121,13737562294707365909,0.834127,48,false,false,144,108,155,1414,18,0.500000,0.588072,0.088072,0.500000,0.531841,0.031841,0.500000,0.374550,-0.125450,0.500000,0.428350,-0.071650,0.500000,0.408112,-0.091888,0.500000,0.639075,0.139075,0.500000,0.547746,0.047746,0.500000,0.479295,-0.020705,0.500000,0.321258,-0.178742,0.500000,0.427525,-0.072475,0.500000,0.507709,0.007709
168site,contest-off,122,4979912338173897212,0.838790,47,false,false,154,119,163,1441,17,0.500000,0.462669,-0.037331,0.500000,0.444755,-0.055245,0.500000,0.453357,-0.046643,0.500000,0.426419,-0.073581,0.500000,0.550636,0.050636,0.500000,0.671295,0.171295,0.500000,0.356931,-0.143069,0.500000,0.420579,-0.079421,0.500000,0.520798,0.020798,0.500000,0.530365,0.030365,0.500000,0.585450,0.085450
168site,contest-off,123,9779742343394580008,0.842262,48,false,false,157,121,160,1453,23,0.500000,0.561333,0.061333,0.500000,0.512515,0.012515,0.500000,0.477904,-0.022096,0.500000,0.372279,-0.127721,0.500000,0.537785,0.037785,0.500000,0.651357,0.151357,0.500000,0.573573,0.073573,0.500000,0.459021,-0.040979,0.500000,0.458907,-0.041093,0.500000,0.443794,-0.056206,0.500000,0.473423,-0.026577
168site,contest-off,124,6448909643609953913,0.842361,48,false,false,140,104,156,1474,19,0.500000,0.554975,0.054975,0.500000,0.447370,-0.052630,0.500000,0.512411,0.012411,0.500000,0.434729,-0.065271,0.500000,0.524072,0.024072,0.500000,0.643804,0.143804,0.500000,0.565943,0.065943,0.500000,0.416205,-0.083795,0.500000,0.503578,0.003578,0.500000,0.459351,-0.040649,0.500000,0.481388,-0.018612
168site,contest-off,125,10903330562638361587,0.841964,48,false,false,137,101,161,1390,19,0.500000,0.513546,0.013546,0.500000,0.639511,0.139511,0.500000,0.329368,-0.170632,0.500000,0.336573,-0.163427,0.500000,0.509396,0.009396,0.500000,0.672270,0.172270,0.500000,0.537121,0.037121,0.500000,0.642455,0.142455,0.500000,0.412340,-0.087660,0.500000,0.431024,-0.068976,0.500000,0.465855,-0.034145
168site,contest-off,126,8179156371128939769,0.843353,48,false,false,134,98,155,1422,18,0.500000,0.560413,0.060413,0.500000,0.523092,0.023092,0.500000,0.455547,-0.044453,0.500000,0.476566,-0.023434,0.500000,0.467140,-0.032860,0.500000,0.595684,0.095684,0.500000,0.602065,0.102065,0.500000,0.509295,0.009295,0.500000,0.427098,-0.072902,0.500000,0.516497,0.016497,0.500000,0.513436,0.013436
168site,contest-off,127,14838765002232347987,0.852480,48,false,false,144,108,163,1506,19,0.500000,0.385100,-0.114900,0.500000,0.490762,-0.009238,0.500000,0.427905,-0.072095,0.500000,0.529918,0.029918,0.500000,0.583377,0.083377,0.500000,0.762419,0.262419,0.500000,0.390509,-0.109491,0.500000,0.432154,-0.067846,0.500000,0.393908,-0.106092,0.500000,0.508566,0.008566,0.500000,0.545718,0.045718
168site,contest-off,128,6872960659747833547,0.844345,48,false,false,137,101,162,1465,18,0.500000,0.596836,0.096836,0.500000,0.542305,0.042305,0.500000,0.369833,-0.130167,0.500000,0.405014,-0.094986,0.500000,0.476749,-0.023251,0.500000,0.715710,0.215710,0.500000,0.600174,0.100174,0.500000,0.467058,-0.032942,0.500000,0.385364,-0.114636,0.500000,0.421866,-0.078134,0.500000,0.520818,0.020818
168site,contest-off,129,10519170966309390915,0.841567,48,false,false,143,107,158,1384,19,0.500000,0.582814,0.082814,0.500000,0.674243,0.174243,0.500000,0.344188,-0.155812,0.500000,0.382751,-0.117249,0.500000,0.383836,-0.116164,0.500000,0.671745,0.171745,0.500000,0.613183,0.113183,0.500000,0.636728,0.136728,0.500000,0.437360,-0.062640,0.500000,0.449993,-0.050007,0.500000,0.506360,0.006360
168site,contest-off,130,8408192068849868375,0.844147,48,false,false,136,100,154,1424,19,0.500000,0.575635,0.075635,0.500000,0.592076,0.092076,0.500000,0.328584,-0.171416,0.500000,0.315755,-0.184245,0.500000,0.526286,0.026286,0.500000,0.690135,0.190135,0.500000,0.551747,0.051747,0.500000,0.594446,0.094446,0.500000,0.292866,-0.207134,0.500000,0.414933,-0.085067,0.500000,0.410806,-0.089194
168site,contest-off,131,15579425843042685056,0.845883,48,false,false,161,125,163,1403,19,0.500000,0.480097,-0.019903,0.500000,0.581978,0.081978,0.500000,0.531025,0.031025,0.500000,0.374456,-0.125544,0.500000,0.505329,0.005329,0.500000,0.638721,0.138721,0.500000,0.502789,0.002789,0.500000,0.524593,0.024593,0.500000,0.486663,-0.013337,0.500000,0.459753,-0.040247,0.500000,0.476881,-0.023119
168site,contest-off,132,8385143498405751805,0.835665,48,false,false,138,102,155,1470,19,0.500000,0.624409,0.124409,0.500000,0.617336,0.117336,0.500000,0.321679,-0.178321,0.500000,0.450182,-0.049818,0.500000,0.521302,0.021302,0.500000,0.605400,0.105400,0.500000,0.655035,0.155035,0.500000,0.616315,0.116315,0.500000,0.390344,-0.109656,0.500000,0.393502,-0.106498,0.500000,0.518164,0.018164
168site,contest-off,133,7966461914150696532,0.841815,48,false,false,145,109,158,1413,23,0.500000,0.602587,0.102587,0.500000,0.692174,0.192174,0.500000,0.382327,-0.117673,0.500000,0.352718,-0.147282,0.500000,0.417245,-0.082755,0.500000,0.638646,0.138646,0.500000,0.541866,0.041866,0.500000,0.652957,0.152957,0.500000,0.374584,-0.125416,0.500000,0.417614,-0.082386,0.500000,0.457096,-0.042904
168site,contest-off,134,11254406309474574789,0.839682,48,false,false,146,110,152,1411,23,0.500000,0.595773,0.095773,0.500000,0.561780,0.061780,0.500000,0.462586,-0.037414,0.500000,0.377734,-0.122266,0.500000,0.436052,-0.063948,0.500000,0.572052,0.072052,0.500000,0.600856,0.100856,0.500000,0.611774,0.111774,0.500000,0.490760,-0.009240,0.500000,0.345983,-0.154017,0.500000,0.430212,-0.069788
168site,contest-off,135,14201266318529206344,0.842609,48,false,false,142,106,160,1513,20,0.500000,0.549840,0.049840,0.500000,0.609986,0.109986,0.500000,0.424798,-0.075202,0.500000,0.407537,-0.092463,0.500000,0.501322,0.001322,0.500000,0.697462,0.197462,0.500000,0.507163,0.007163,0.500000,0.609116,0.109116,0.500000,0.327201,-0.172799,0.500000,0.435642,-0.064358,0.500000,0.529067,0.029067
168site,contest-off,136,7056002760152950094,0.825298,48,false,false,149,113,157,1362,19,0.500000,0.610783,0.110783,0.500000,0.669694,0.169694,0.500000,0.385208,-0.114792,0.500000,0.421706,-0.078294,0.500000,0.492826,-0.007174,0.500000,0.646465,0.146465,0.500000,0.630785,0.130785,0.500000,0.565267,0.065267,0.500000,0.398340,-0.101660,0.500000,0.411797,-0.088203,0.500000,0.516949,0.016949
168site,contest-off,137,13293171979662538567,0.845982,48,false,false,150,114,160,1470,21,0.500000,0.602923,0.102923,0.500000,0.447644,-0.052356,0.500000,0.399244,-0.100756,0.500000,0.494577,-0.005423,0.500000,0.483840,-0.016160,0.500000,0.662543,0.162543,0.500000,0.626242,0.126242,0.500000,0.359590,-0.140410,0.500000,0.368764,-0.131236,0.500000,0.352442,-0.147558,0.500000,0.535582,0.035582
168site,contest-off,138,5786308756378622463,0.840576,48,false,false,148,112,162,1406,22,0.500000,0.648037,0.148037,0.500000,0.625820,0.125820,0.500000,0.367091,-0.132909,0.500000,0.445084,-0.054916,0.500000,0.505113,0.005113,0.500000,0.635521,0.135521,0.500000,0.679064,0.179064,0.500000,0.581353,0.081353,0.500000,0.266068,-0.233932,0.500000,0.307756,-0.192244,0.500000,0.471896,-0.028104
168site,contest-off,139,8006726100178952692,0.843105,48,false,false,148,112,158,1382,25,0.500000,0.566100,0.066100,0.500000,0.699375,0.199375,0.500000,0.412839,-0.087161,0.500000,0.453637,-0.046363,0.500000,0.391421,-0.108579,0.500000,0.611549,0.111549,0.500000,0.543391,0.043391,0.500000,0.548585,0.048585,0.500000,0.420866,-0.079134,0.500000,0.380330,-0.119670,0.500000,0.440541,-0.059459
168site,contest-off,140,10181252713738035053,0.848214,48,false,false,158,122,159,1527,21,0.500000,0.521052,0.021052,0.500000,0.408769,-0.091231,0.500000,0.439429,-0.060571,0.500000,0.445682,-0.054318,0.500000,0.452902,-0.047098,0.500000,0.713962,0.213962,0.500000,0.589327,0.089327,0.500000,0.425733,-0.074267,0.500000,0.410068,-0.089932,0.500000,0.473499,-0.026501,0.500000,0.543930,0.043930
168site,contest-off,141,2058580037566763056,0.831846,48,false,false,145,109,155,1418,19,0.500000,0.578324,0.078324,0.500000,0.539324,0.039324,0.500000,0.484396,-0.015604,0.500000,0.365341,-0.134659,0.500000,0.456537,-0.043463,0.500000,0.606212,0.106212,0.500000,0.555515,0.055515,0.500000,0.595921,0.095921,0.500000,0.484024,-0.015976,0.500000,0.385098,-0.114902,0.500000,0.466676,-0.033324
168site,contest-off,142,11303951491245233037,0.839931,48,false,false,138,102,159,1431,19,0.500000,0.548583,0.048583,0.500000,0.605902,0.105902,0.500000,0.373823,-0.126177,0.500000,0.422752,-0.077248,0.500000,0.561139,0.061139,0.500000,0.638538,0.138538,0.500000,0.541259,0.041259,0.500000,0.581126,0.081126,0.500000,0.343572,-0.156428,0.500000,0.401167,-0.098833,0.500000,0.492889,-0.007111
168site,contest-off,143,12249915464321596547,0.841716,48,false,false,145,109,163,1469,18,0.500000,0.548064,0.048064,0.500000,0.554597,0.054597,0.500000,0.463772,-0.036228,0.500000,0.396459,-0.103541,0.500000,0.532186,0.032186,0.500000,0.663881,0.163881,0.500000,0.592606,0.092606,0.500000,0.504410,0.004410,0.500000,0.461868,-0.038132,0.500000,0.404660,-0.095340,0.500000,0.443130,-0.056870
168site,contest-off,144,14253238481568119016,0.840526,48,false,false,144,108,155,1424,19,0.500000,0.600169,0.100169,0.500000,0.668328,0.168328,0.500000,0.303582,-0.196418,0.500000,0.389676,-0.110324,0.500000,0.476050,-0.023950,0.500000,0.669064,0.169064,0.500000,0.491048,-0.008952,0.500000,0.602553,0.102553,0.500000,0.335878,-0.164122,0.500000,0.444022,-0.055978,0.500000,0.514309,0.014309
168site,contest-off,145,14913370081204485529,0.808631,48,false,false,137,101,157,1347,18,0.500000,0.590303,0.090303,0.500000,0.529836,0.029836,0.500000,0.398714,-0.101286,0.500000,0.431485,-0.068515,0.500000,0.485518,-0.014482,0.500000,0.633039,0.133039,0.500000,0.688715,0.188715,0.500000,0.526447,0.026447,0.500000,0.356314,-0.143686,0.500000,0.413217,-0.086783,0.500000,0.499345,-0.000655
168site,contest-off,146,1948726033814089034,0.830952,48,false,false,162,126,161,1383,21,0.500000,0.648428,0.148428,0.500000,0.537238,0.037238,0.500000,0.551246,0.051246,0.500000,0.401426,-0.098574,0.500000,0.500626,0.000626,0.500000,0.623127,0.123127,0.500000,0.617384,0.117384,0.500000,0.464620,-0.035380,0.500000,0.448931,-0.051069,0.500000,0.426460,-0.073540,0.500000,0.472515,-0.027485
168site,contest-off,147,6717432832362388904,0.826389,48,false,false,177,141,157,1468,21,0.500000,0.517056,0.017056,0.500000,0.488709,-0.011291,0.500000,0.400644,-0.099356,0.500000,0.464545,-0.035455,0.500000,0.532939,0.032939,0.500000,0.653602,0.153602,0.500000,0.587959,0.087959,0.500000,0.453740,-0.046260,0.500000,0.403557,-0.096443,0.500000,0.481473,-0.018527,0.500000,0.527823,0.027823
168site,contest-off,148,12044625429222068376,0.846677,48,false,false,139,103,155,1477,22,0.500000,0.611811,0.111811,0.500000,0.712190,0.212190,0.500000,0.298440,-0.201560,0.500000,0.364399,-0.135601,0.500000,0.460258,-0.039742,0.500000,0.741811,0.241811,0.500000,0.668869,0.168869,0.500000,0.621908,0.121908,0.500000,0.329584,-0.170416,0.500000,0.442932,-0.057068,0.500000,0.467158,-0.032842
168site,contest-off,149,2923864275043849703,0.830208,48,false,false,151,115,158,1369,18,0.500000,0.540791,0.040791,0.500000,0.674634,0.174634,0.500000,0.354403,-0.145597,0.500000,0.288554,-0.211446,0.500000,0.468501,-0.031499,0.500000,0.628584,0.128584,0.500000,0.538003,0.038003,0.500000,0.631974,0.131974,0.500000,0.440213,-0.059787,0.500000,0.359861,-0.140139,0.500000,0.422856,-0.077144
168site,contest-off,150,10772078164246883776,0.842659,48,false,false,144,108,157,1437,19,0.500000,0.589472,0.089472,0.500000,0.665981,0.165981,0.500000,0.376511,-0.123489,0.500000,0.327157,-0.172843,0.500000,0.398119,-0.101881,0.500000,0.657691,0.157691,0.500000,0.643735,0.143735,0.500000,0.675265,0.175265,0.500000,0.391056,-0.108944,0.500000,0.431341,-0.068659,0.500000,0.496602,-0.003398
