arm,seed,sample,sample_count,tick,population,extinct_at_end,at_cap,peak_population,starvation_deaths,dehydration_deaths,age_deaths,health_deaths,predation_deaths,starvation_deaths_interval,total_deaths_interval,plant_patches,seed_eligible_patches,plant_biomass,plant_growth_cumulative,plant_offtake_cumulative,plant_mortality_cumulative,mean_energy_fraction,behavior_hash
control,47,8,9,21333,224,1,0,390,356,2,517,11,0,242,366,6,0,1.5349,40185.6602,28441.0215,12175.8408,0.0472,6104742523117379831
control,47,9,9,24000,0,1,0,390,563,2,534,11,0,207,224,0,0,0,40274.3047,28525.4473,12181.54,,17918654282816075477
control,48,1,9,2666,39,1,0,370,0,0,2,0,0,0,2,20,17,1273.4894,2756.4688,479.6932,1435.2875,0.8089,6927021895797304218
control,48,2,9,5333,90,1,0,370,0,0,23,0,0,0,21,21,20,1402.1676,6201.8506,1873.8837,3357.8091,0.7818,13821519949924346671
control,48,3,9,8000,250,1,0,370,0,0,70,0,0,0,47,22,20,1445.731,11471.9717,5282.5127,5176.0825,0.7956,6251029351096048937
control,48,4,9,10666,370,1,0,370,1,0,184,0,0,1,115,13,0,3.6437,17308.1973,11390.3438,6346.1582,0.2557,17401552643300047826
control,48,5,9,13333,0,1,0,370,308,0,247,0,0,307,370,0,0,0,17589.1504,11665.4844,6355.5264,,18273226729764498413
control,48,6,9,16000,0,1,0,370,308,0,247,0,0,0,0,0,0,0,17589.1504,11665.4844,6355.5264,,7101071733951262166
control,48,7,9,18666,0,1,0,370,308,0,247,0,0,0,0,0,0,0,17589.1504,11665.4844,6355.5264,,13968104457810534552
control,48,8,9,21333,0,1,0,370,308,0,247,0,0,0,0,0,0,0,17589.1504,11665.4844,6355.5264,,14515152890418736173
control,48,9,9,24000,0,1,0,370,308,0,247,0,0,0,0,0,0,0,17589.1504,11665.4844,6355.5264,,14891761687537099286
control,49,1,9,2666,40,1,0,476,0,0,1,0,0,0,1,22,20,1442.661,2788.9995,489.5832,1288.7462,0.7442,5732087710656240680
control,49,2,9,5333,71,1,0,476,0,0,34,0,0,0,33,24,24,1705.36,6184.2104,1695.5844,3215.2183,0.8202,16772449711908625291
control,49,3,9,8000,201,1,0,476,0,0,81,0,0,0,47,19,17,1199.3894,10554.9775,4375.1802,5411.9033,0.7882,12072395691490314403
control,49,4,9,10666,476,1,0,476,0,0,196,0,0,0,115,21,10,776.6646,18880.0508,11131.7363,7401.8989,0.7783,807126091641574382
control,49,5,9,13333,28,1,0,476,362,0,374,0,0,362,540,0,0,0,21930.5664,14615.8252,7743.7134,0.0012,4167287043623089099
control,49,6,9,16000,0,1,0,476,390,0,374,0,0,28,28,0,0,0,21930.5664,14615.8252,7743.7134,,3427158340622039047
control,49,7,9,18666,0,1,0,476,390,0,374,0,0,0,0,0,0,0,21930.5664,14615.8252,7743.7134,,6175144922666025813
control,49,8,9,21333,0,1,0,476,390,0,374,0,0,0,0,0,0,0,21930.5664,14615.8252,7743.7134,,7089041626491147200
control,49,9,9,24000,0,1,0,476,390,0,374,0,0,0,0,0,0,0,21930.5664,14615.8252,7743.7134,,17204287184030993479
control,50,1,9,2666,33,1,0,327,0,0,4,0,0,0,4,23,23,1652.4102,2938.1877,429.4335,1288.3521,0.7837,15614546844402867085
control,50,2,9,5333,46,1,0,327,0,0,30,0,0,0,26,23,23,1635.1929,5749.8667,1323.1261,3223.5217,0.7464,10618093979538417450
control,50,3,9,8000,63,1,0,327,0,0,54,5,0,0,29,24,21,1564.5581,8932.293,2571.5601,5228.0767,0.7571,5599250643399385703
control,50,4,9,10666,119,1,0,327,0,0,89,6,0,0,36,22,19,1437.8324,13083.6641,4556.9126,7520.8374,0.7997,1072541349650171411
control,50,5,9,13333,177,1,0,327,0,0,156,6,0,0,67,19,12,853.5558,17797.0801,7954.2236,9421.082,0.6482,10656350101880514508
control,50,6,9,16000,312,1,0,327,3,0,280,7,0,3,128,20,14,1008.6853,24590.1699,13279.125,10734.4932,0.7448,12077767102267356082
control,50,7,9,18666,327,1,0,327,39,0,441,7,0,36,197,9,0,4.0069,30641.2715,19623.3672,11448.7959,0.053,1562691577992776906
control,50,8,9,21333,0,1,0,327,327,1,479,7,0,288,327,0,0,0,30875.8184,19850.7715,11459.5947,,7815444925936236438
control,50,9,9,24000,0,1,0,327,327,1,479,7,0,0,0,0,0,0,30875.8184,19850.7715,11459.5947,,1435980186456369009
control,51,1,9,2666,34,1,0,434,0,0,4,0,0,0,4,22,19,1418.4508,2855.1226,441.915,1426.7611,0.7791,2750436830623438523
control,51,2,9,5333,66,1,0,434,0,0,27,0,0,0,23,23,23,1641.0623,6048.3311,1476.7321,3362.4438,0.8037,4063463983912907108
control,51,3,9,8000,211,1,0,434,0,0,60,0,0,0,33,22,21,1498.4452,10709.7402,4203.2285,5439.7876,0.7996,13515196341387582672
control,51,4,9,10666,434,1,0,434,5,0,131,1,0,5,77,16,3,282.9784,18059.6465,11108.8398,7100.3896,0.6865,4530939368589531861
control,51,5,9,13333,0,1,0,434,371,1,225,2,0,366,462,0,0,0,19574.0215,12861.2773,7145.8926,,8861707821083068537
control,51,6,9,16000,0,1,0,434,371,1,225,2,0,0,0,0,0,0,19574.0215,12861.2773,7145.8926,,4022506327050213030
control,51,7,9,18666,0,1,0,434,371,1,225,2,0,0,0,0,0,0,19574.0215,12861.2773,7145.8926,,2901167733480176148
control,51,8,9,21333,0,1,0,434,371,1,225,2,0,0,0,0,0,0,19574.0215,12861.2773,7145.8926,,12653685408295806777
control,51,9,9,24000,0,1,0,434,371,1,225,2,0,0,0,0,0,0,19574.0215,12861.2773,7145.8926,,1165912393872851302
control,52,1,9,2666,41,1,0,468,0,0,1,0,0,0,1,20,19,1347.2836,2808.2583,457.3251,1435.6603,0.7908,5536607464080470353
control,52,2,9,5333,84,1,0,468,0,0,20,0,0,0,19,21,18,1315.9108,5922.4668,1746.0544,3292.3667,0.7656,12423303977058334570
control,52,3,9,8000,174,1,0,468,0,0,58,4,0,0,42,18,18,1280.6271,10363.3516,4087.8584,5426.5044,0.7749,8710851752042851390
control,52,4,9,10666,395,1,0,468,0,0,127,4,0,0,69,20,16,1222.616,17926.7441,9611.0498,7524.4507,0.7875,15438544095580382673
control,52,5,9,13333,468,1,0,468,36,0,282,4,0,36,191,13,0,110.5868,25753.6602,17271.1465,8805.4707,0.3187,18162792449613126287
control,52,6,9,16000,120,1,0,468,289,1,424,6,0,253,398,3,0,3.3881,28711.3066,20163.2793,8976.5898,0.0152,15576978747936452741
control,52,7,9,18666,0,1,0,468,397,1,436,6,0,108,120,0,0,0,28747.8887,20199.7559,8980.21,,18389762991872809089
control,52,8,9,21333,0,1,0,468,397,1,436,6,0,0,0,0,0,0,28747.8887,20199.7559,8980.21,,12029031587505092204
control,52,9,9,24000,0,1,0,468,397,1,436,6,0,0,0,0,0,0,28747.8887,20199.7559,8980.21,,1307896754058856055
control,53,1,9,2666,31,1,0,35,0,0,3,0,0,0,3,19,18,1296.0575,2627.8572,401.0364,1362.7733,0.6152,14815699845783461986
control,53,2,9,5333,35,1,0,35,0,0,24,1,0,0,22,23,18,1390.569,5429.4619,1105.9275,3364.9646,0.6391,2213322211113292729
control,53,3,9,8000,25,1,0,35,0,0,45,3,0,0,23,24,22,1614.8643,7939.02,1594.994,5161.1323,0.6459,15177227213750674449
control,53,4,9,10666,29,1,0,35,0,0,64,3,0,0,19,23,22,1585.5574,10683.1494,2068.8008,7460.7793,0.7176,5172813419421656722
control,53,5,9,13333,8,1,0,35,0,0,84,5,0,0,22,23,22,1595.332,13397.9814,2401.1243,9833.6055,0.806,14658717423807722225
control,53,6,9,16000,0,1,0,35,0,0,91,6,0,0,8,24,21,1580.454,15715.3867,2429.8428,12137.1768,,582841172786153409
control,53,7,9,18666,0,1,0,35,0,0,91,6,0,0,0,23,23,1655.3105,18093.4043,2429.8428,14440.3359,,13092942987694055876
control,53,8,9,21333,0,1,0,35,0,0,91,6,0,0,0,22,21,1522.3678,20335.791,2429.8428,16815.6738,,9301352721358291020
control,53,9,9,24000,0,1,0,35,0,0,91,6,0,0,0,24,23,1685.1339,22944.1797,2429.8428,19261.2949,,11653841521272157464
control,54,1,9,2666,31,1,0,380,0,0,5,0,0,0,5,20,17,1254.5663,2876.6934,475.0576,1579.0706,0.6558,14427589428050865433
control,54,2,9,5333,20,1,0,380,0,0,30,0,0,0,25,23,21,1547.5591,5532.2949,1117.9084,3298.8181,0.804,16629144746468877576
control,54,3,9,8000,32,1,0,380,0,0,41,0,0,0,11,22,22,1565.379,7917.8125,1619.1302,5165.3433,0.7998,18031904955695140522
control,54,4,9,10666,89,1,0,380,0,0,52,0,0,0,11,21,19,1407.0298,11416.0586,2846.093,7595.144,0.8195,3498525826031443912
control,54,5,9,13333,219,1,0,380,0,0,78,0,0,0,26,19,13,919.019,16417.4805,6145.627,9785.2861,0.7628,13521091593606853908
control,54,6,9,16000,380,1,0,380,1,0,150,0,0,1,73,13,1,143.7505,22630.082,12183.3516,10733.6357,0.4867,6774337683668798313
control,54,7,9,18666,0,1,0,380,327,0,211,0,0,326,387,0,0,0,23042.5508,12725.8496,10747.3672,,522552062189345089
control,54,8,9,21333,0,1,0,380,327,0,211,0,0,0,0,0,0,0,23042.5508,12725.8496,10747.3672,,14553288043031669936
control,54,9,9,24000,0,1,0,380,327,0,211,0,0,0,0,0,0,0,23042.5508,12725.8496,10747.3672,,12745859681469789187
control,55,1,9,2666,34,1,0,411,0,0,1,0,0,0,1,22,19,1428.7238,2812.2239,459.5623,1355.938,0.655,7891121101871731828
control,55,2,9,5333,31,1,0,411,0,0,22,2,0,0,23,22,22,1570.9956,5661.9746,1231.7501,3291.2312,0.733,5261989981318542912
control,55,3,9,8000,36,1,0,411,0,0,42,2,0,0,20,23,23,1638.2769,8254.7637,1893.1942,5155.1152,0.7821,1948332594139326719
control,55,4,9,10666,106,1,0,411,0,0,57,2,0,0,15,21,18,1328.0444,11986.8584,3310.6389,7779.98,0.7793,8332139080377105401
control,55,5,9,13333,272,1,0,411,1,0,81,2,0,1,25,18,13,953.4952,16644.8984,6476.8599,9646.2285,0.7718,13598981671781720129
control,55,6,9,16000,411,1,0,411,75,3,149,2,0,74,145,10,0,5.001,21409.293,11177.7656,10657.5361,0.2696,4833672623206602790
control,55,7,9,18666,0,1,0,411,458,3,177,2,0,383,411,0,0,0,21591.0723,11358.668,10663.46,,8604377589159552617
control,55,8,9,21333,0,1,0,411,458,3,177,2,0,0,0,0,0,0,21591.0723,11358.668,10663.46,,2444466238521052528
control,55,9,9,24000,0,1,0,411,458,3,177,2,0,0,0,0,0,0,21591.0723,11358.668,10663.46,,7072944525398333007
control,56,1,9,2666,32,1,0,456,0,0,6,0,0,0,6,21,17,1237.1455,2775.0359,472.0078,1497.8751,0.7355,1094804836437976116
control,56,2,9,5333,59,1,0,456,0,0,38,0,0,0,32,22,21,1496.0603,5890.5063,1543.4259,3282.9866,0.7954,16406731249741043335
control,56,3,9,8000,136,1,0,456,0,0,74,0,0,0,36,22,20,1485.2444,9829.7813,3738.1565,5038.2275,0.7795,10309705015095478103
control,56,4,9,10666,336,1,0,456,0,0,152,0,0,0,78,20,16,1091.198,16953.4531,9114.9189,7178.9819,0.7821,18273817475843490428
control,56,5,9,13333,456,1,0,456,2,0,311,0,0,2,161,11,0,2.468,24591.9375,16872.832,8150.3589,0.0496,17400916824985051786
control,56,6,9,16000,0,1,0,456,412,0,357,0,0,410,456,0,0,0,24803.1895,17076.7715,8159.9331,,17627354846593632264
control,56,7,9,18666,0,1,0,456,412,0,357,0,0,0,0,0,0,0,24803.1895,17076.7715,8159.9331,,10837319375671075350
control,56,8,9,21333,0,1,0,456,412,0,357,0,0,0,0,0,0,0,24803.1895,17076.7715,8159.9331,,8867112151428360015
control,56,9,9,24000,0,1,0,456,412,0,357,0,0,0,0,0,0,0,24803.1895,17076.7715,8159.9331,,2603838928600243400
control,57,1,9,2666,36,1,0,499,0,0,3,0,0,0,3,21,18,1307.9641,2786.1711,485.1766,1425.0209,0.7179,8580184581010590841
control,57,2,9,5333,64,1,0,499,0,0,28,0,0,0,25,24,22,1610.5068,6137.3667,1668.2839,3290.55,0.7913,17691581024228890757
control,57,3,9,8000,122,1,0,499,0,0,73,0,0,0,45,23,19,1449.7054,10075.1768,3546.8574,5510.5225,0.7887,4550768367329043127
control,57,4,9,10666,272,1,0,499,0,0,149,0,0,0,76,19,16,1184.5079,16034.875,7427.8838,7854.1685,0.8005,1940553469745231644
control,57,5,9,13333,499,1,0,499,0,0,303,0,0,0,154,18,12,848.2167,25883.2227,15893.5137,9571.9082,0.7564,8137049313785255441
control,57,6,9,16000,2,1,0,499,353,0,539,0,0,353,589,0,0,0,28545.3848,18924.3867,10051.293,0.0068,18302196147779687571
control,57,7,9,18666,0,1,0,499,355,0,539,0,0,2,2,0,0,0,28545.3848,18924.3867,10051.293,,6734985554385393309
control,57,8,9,21333,0,1,0,499,355,0,539,0,0,0,0,0,0,0,28545.3848,18924.3867,10051.293,,3441919321791040148
control,57,9,9,24000,0,1,0,499,355,0,539,0,0,0,0,0,0,0,28545.3848,18924.3867,10051.293,,2598687847027677215
control,58,1,9,2666,43,1,0,358,0,0,5,0,0,0,5,21,19,1415.4646,2607.7087,477.3275,1146.9181,0.8046,1253555320679425580
control,58,2,9,5333,99,1,0,358,0,0,30,0,0,0,25,21,16,1233.261,6071.3413,1854.9054,3415.1782,0.8107,3883036533937303790
control,58,3,9,8000,175,1,0,358,0,0,95,0,0,0,65,19,17,1248.5598,10245.9453,4329.0161,5100.1958,0.7979,17826633525497210908
control,58,4,9,10666,358,1,0,358,0,0,190,1,0,0,96,21,11,842.8566,16080.3613,9037.1055,6632.2261,0.7761,7915620130689230746
control,58,5,9,13333,87,1,0,358,306,0,338,3,0,306,456,1,0,0.0511,19138.0137,12519.3838,7050.1455,0.0035,17762065734803892980
control,58,6,9,16000,0,1,0,358,391,0,340,3,0,85,87,0,0,0,19146.623,12527.5088,7050.6499,,8004647896702159557
control,58,7,9,18666,0,1,0,358,391,0,340,3,0,0,0,0,0,0,19146.623,12527.5088,7050.6499,,11128675581341320411
control,58,8,9,21333,0,1,0,358,391,0,340,3,0,0,0,0,0,0,19146.623,12527.5088,7050.6499,,11778250040931743898
control,58,9,9,24000,0,1,0,358,391,0,340,3,0,0,0,0,0,0,19146.623,12527.5088,7050.6499,,17976594709980308229
control,59,1,9,2666,37,1,0,358,0,0,2,0,0,0,2,18,16,1143.0675,2682.2087,474.3214,1496.8114,0.7123,11221429358755966710
control,59,2,9,5333,61,1,0,358,0,0,22,2,0,0,22,23,21,1521.6859,5900.3105,1522.9232,3287.7224,0.791,7757722580375074086
control,59,3,9,8000,172,1,0,358,0,0,49,2,0,0,27,22,21,1499.2687,10083.0313,3869.6694,5146.0537,0.7828,7164636473126030078
control,59,4,9,10666,358,1,0,358,0,0,117,2,0,0,68,18,9,654.6057,16860.0645,9609.8008,7027.0259,0.7773,15941174187624177891
control,59,5,9,13333,287,1,0,358,107,0,292,3,0,107,283,9,0,1.0558,22925.8379,15622.8613,7733.1372,0.0826,11136926052538685306
control,59,6,9,16000,0,1,0,358,367,0,319,3,0,260,287,0,0,0,23039.2402,15730.9141,7739.4463,,13958202813962321960
control,59,7,9,18666,0,1,0,358,367,0,319,3,0,0,0,0,0,0,23039.2402,15730.9141,7739.4463,,14149369107319961266
control,59,8,9,21333,0,1,0,358,367,0,319,3,0,0,0,0,0,0,23039.2402,15730.9141,7739.4463,,2428955610761013779
control,59,9,9,24000,0,1,0,358,367,0,319,3,0,0,0,0,0,0,23039.2402,15730.9141,7739.4463,,8050201465630662504
control,60,1,9,2666,39,1,0,338,0,0,2,0,0,0,2,20,18,1280.0656,2705.8608,494.7482,1363.0415,0.7844,14735474029382801918
control,60,2,9,5333,75,1,0,338,0,0,28,0,0,0,26,22,22,1561.3413,5939.3491,1661.2708,3148.7273,0.8011,11915879112936414253
control,60,3,9,8000,150,1,0,338,0,0,73,0,0,0,45,23,20,1419.8092,10216.0547,4069.1912,5159.1309,0.781,8475274730214646671
control,60,4,9,10666,305,1,0,338,0,0,166,1,0,0,94,22,17,1214.2375,17021.3926,9085.9473,7152.9751,0.8073,9898482224522369222
control,60,5,9,13333,338,1,0,338,20,0,337,1,0,20,191,15,0,4.3339,23420.3027,15793.7021,8052.3628,0.0748,6078743822018372073
control,60,6,9,16000,0,1,0,338,304,1,390,1,0,284,338,0,0,0,23732.8926,16096.1436,8066.7451,,12006881580329126669
control,60,7,9,18666,0,1,0,338,304,1,390,1,0,0,0,0,0,0,23732.8926,16096.1436,8066.7451,,358621613765035999
control,60,8,9,21333,0,1,0,338,304,1,390,1,0,0,0,0,0,0,23732.8926,16096.1436,8066.7451,,15066468108740516010
control,60,9,9,24000,0,1,0,338,304,1,390,1,0,0,0,0,0,0,23732.8926,16096.1436,8066.7451,,11421085076304963789
control,61,1,9,2666,41,1,0,463,0,0,1,0,0,0,1,21,19,1347.1732,2642.2805,507.0688,1220.0433,0.743,14787577401604403480
control,61,2,9,5333,75,1,0,463,0,0,20,1,0,0,20,23,21,1512.7664,5888.1836,1722.1001,3085.2827,0.7911,7810971600609153365
control,61,3,9,8000,202,1,0,463,0,0,51,3,0,0,33,23,22,1561.6682,10685.2803,4490.8882,5064.6763,0.7873,4419431525724748282
control,61,4,9,10666,463,1,0,463,0,0,117,3,0,0,66,20,6,515.2426,19049.3262,12198.3438,6768.4053,0.7489,5369071195301377289
control,61,5,9,13333,3,1,0,463,433,0,189,4,0,433,506,0,0,0,20833.0273,14292.0156,6973.9355,0,9009633944068616628
control,61,6,9,16000,0,1,0,463,436,0,189,4,0,3,3,0,0,0,20833.0273,14292.0156,6973.9355,,5250231096488030268
control,61,7,9,18666,0,1,0,463,436,0,189,4,0,0,0,0,0,0,20833.0273,14292.0156,6973.9355,,17460063142766657234
control,61,8,9,21333,0,1,0,463,436,0,189,4,0,0,0,0,0,0,20833.0273,14292.0156,6973.9355,,10808424888341255667
control,61,9,9,24000,0,1,0,463,436,0,189,4,0,0,0,0,0,0,20833.0273,14292.0156,6973.9355,,7226183695054521340
control,62,1,9,2666,37,1,0,473,0,0,2,0,0,0,2,21,17,1266.646,2653.6035,474.2115,1344.752,0.676,9946659506818726595
control,62,2,9,5333,53,1,0,473,0,0,23,0,0,0,21,23,22,1553.01,5787.3174,1384.0879,3282.2603,0.7377,14951074840526945575
control,62,3,9,8000,76,1,0,473,0,0,54,3,0,0,34,23,21,1510.3121,8817.5342,2666.3591,5073.124,0.7897,12604581800267440910
control,62,4,9,10666,202,1,0,473,0,0,95,3,0,0,41,21,20,1413.2527,13805.8672,5483.9365,7340.6597,0.7931,17192044134364011320
control,62,5,9,13333,473,1,0,473,0,0,208,3,0,0,113,14,2,203.2347,21309.0332,12467.0254,9070.7402,0.5992,16748039124641950735
control,62,6,9,16000,0,1,0,473,413,0,296,5,0,413,503,0,0,0,22067.252,13404.5439,9094.9395,,4539700070696909089
control,62,7,9,18666,0,1,0,473,413,0,296,5,0,0,0,0,0,0,22067.252,13404.5439,9094.9395,,2557479630258917303
control,62,8,9,21333,0,1,0,473,413,0,296,5,0,0,0,0,0,0,22067.252,13404.5439,9094.9395,,3096746724951707842
control,62,9,9,24000,0,1,0,473,413,0,296,5,0,0,0,0,0,0,22067.252,13404.5439,9094.9395,,4236374868242498145
control,63,1,9,2666,32,1,0,317,0,0,7,0,0,0,7,20,18,1300.0332,2644.3262,497.837,1278.457,0.7357,13408970858539468921
control,63,2,9,5333,51,1,0,317,0,0,34,0,0,0,27,21,21,1489.7588,5703.4893,1440.498,3205.2324,0.7966,9705143093098280838
control,63,3,9,8000,112,1,0,317,0,0,68,0,0,0,34,23,20,1428.0441,9590.5859,3323.125,5271.3521,0.7967,16638769630518988115
control,63,4,9,10666,243,1,0,317,0,0,136,0,0,0,68,24,20,1478.2094,15984.7119,7486.207,7452.2695,0.8035,8155291572200434982
control,63,5,9,13333,317,1,0,317,6,0,281,0,0,6,151,12,0,1.3908,21616.7051,13207.8818,8838.8281,0.198,13832525536794557092
control,63,6,9,16000,0,1,0,317,274,1,329,0,0,268,317,0,0,0,21799.3164,13384.9053,8845.7002,,11446991271805249339
