schema=1
code_revision=0914369
scenario_id=p6-defense-calibration-regen2.00
scenario_layout_fingerprint=13576515063262381010
scenario_resource_count=30
first_seed=42
seed_count=30
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=500
FounderProfile=PredationVariation
DecisionPolicyVersion=IntentUtilityV1
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=true
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
TerrainDrivenTemperatureEnabled=false
MetabolicIngestionEnabled=false
HealthRecoveryEnabled=false
MetabolicHealingEnabled=false
GradedFertilityEnabled=true
GradedFertilityStrength=1.5
ReproductionNeedFraction=0.55
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,attack,defense,aggression,diet_specialization,neutral_marker
slope-on,120,8063161294595939207,260,0,0.6928,3.2919,0.5231,0.4919,0.5276,0.5399,0.5380,0.4958,0.6001,0.5404,0.5564,0.5306,0.4754,0.4677,0.4632,0.1685,0.8332,0.4686,0.3711,0.5014
slope-on,128,4486042377087229936,46,0,0.7085,15.9193,0.5262,0.4831,0.4967,0.5148,0.4440,0.5075,0.4811,0.5088,0.5194,0.5604,0.4868,0.5162,0.4912,0.2742,0.8523,0.4279,0.4139,0.5552
slope-on,135,17091760742415199078,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,147,11010578982063963642,14,0,0.6593,11.1604,0.2795,0.5470,0.4450,0.5700,0.5571,0.4052,0.4114,0.4805,0.5245,0.6485,0.4652,0.4518,0.5335,0.3673,0.6545,0.6271,0.7296,0.4928
slope-on,148,15847211304341072149,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,150,10861306827194414017,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,152,5733777229998492659,27,0,0.6904,0.6361,0.1842,0.5120,0.5246,0.5123,0.4508,0.4758,0.5134,0.5176,0.5064,0.5013,0.4837,0.4989,0.5190,0.3175,0.8260,0.5942,0.2454,0.5195
slope-on,153,8137539399623081657,125,0,0.6843,0.3869,0.1491,0.5443,0.5239,0.4299,0.4355,0.5084,0.5486,0.4583,0.5678,0.5086,0.4632,0.5020,0.4329,0.1446,0.9474,0.3554,0.4091,0.4363
slope-on,167,12802268033467863962,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,176,11131215624352111544,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,187,3899288058309637103,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,193,7812771917528053257,15,0,0.6217,10.8580,0.4256,0.4771,0.5794,0.5312,0.4783,0.5496,0.5151,0.5228,0.4368,0.5099,0.4607,0.5091,0.4656,0.4253,0.5585,0.4673,0.7338,0.5781
slope-on,221,14221744922020528326,122,0,0.6162,3.5770,0.4868,0.5505,0.4938,0.4386,0.4809,0.5303,0.4901,0.5643,0.4828,0.4889,0.5280,0.4735,0.4902,0.2290,0.5668,0.0992,0.7105,0.5479
slope-on,228,14676803646100329767,213,0,0.6572,22.3598,0.4395,0.5088,0.4771,0.5239,0.5016,0.5037,0.5309,0.5016,0.4974,0.5108,0.5110,0.5103,0.4929,0.2659,0.6232,0.1387,0.2239,0.5249
slope-on,229,15394986516861191191,5,0,0.6609,16.6667,0.4739,0.5255,0.4657,0.4894,0.4918,0.3519,0.4020,0.4942,0.4847,0.4499,0.5445,0.5477,0.4431,0.5703,0.5078,0.0498,0.5909,0.6022
slope-on,238,7242570360284572036,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,243,4433766856493398884,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
