schema=1
code_revision=0914369
scenario_id=p6-defense-calibration-regen2.00
scenario_layout_fingerprint=13576515063262381010
scenario_resource_count=30
first_seed=42
seed_count=30
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=500
FounderProfile=PredationVariation
DecisionPolicyVersion=IntentUtilityV1
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=true
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
TerrainDrivenTemperatureEnabled=false
MetabolicIngestionEnabled=false
HealthRecoveryEnabled=false
MetabolicHealingEnabled=false
GradedFertilityEnabled=true
GradedFertilityStrength=1.5
ReproductionNeedFraction=0.35
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,attack,defense,aggression,diet_specialization,neutral_marker
slope-off,152,16331572754359278940,340,0,0.0913,0.7618,0.1053,0.4916,0.5081,0.4969,0.4654,0.4742,0.4978,0.5073,0.5207,0.5187,0.4903,0.5158,0.5151,0.2266,0.7265,0.3120,0.4524,0.5043
slope-off,153,17601384813259931203,31,0,0.5508,0.5497,0.1105,0.5326,0.5205,0.3836,0.4268,0.5021,0.4988,0.5108,0.4914,0.5681,0.4958,0.4706,0.4694,0.8459,0.8214,0.4128,0.1786,0.5298
slope-off,167,1391229352716850147,28,0,0.5517,4.3400,0.3734,0.5390,0.4887,0.4987,0.4724,0.5410,0.4521,0.4618,0.5039,0.5252,0.5032,0.5516,0.4566,0.9362,0.5967,0.2323,0.6214,0.5088
slope-off,176,10476265004011274919,205,0,0.0588,7.5398,0.4438,0.5191,0.5154,0.5230,0.4874,0.4969,0.4674,0.4909,0.5201,0.4911,0.4480,0.5243,0.4733,0.1572,0.8717,0.3780,0.4757,0.4821
slope-off,187,16266998441432069209,100,0,0.5757,4.7900,0.3743,0.4750,0.4965,0.4867,0.5417,0.5542,0.4951,0.5274,0.5187,0.4368,0.4749,0.4873,0.5129,0.2918,0.3096,0.2592,0.5572,0.4864
slope-off,193,1219434509051072527,95,0,0.6194,8.3445,0.6744,0.4750,0.6158,0.5301,0.4746,0.5498,0.5122,0.5339,0.4033,0.5087,0.4473,0.4567,0.4758,0.2224,0.3880,0.4718,0.5457,0.5750
slope-off,221,2366291385496686262,464,0,0.4121,6.6246,0.5208,0.5430,0.5155,0.4976,0.4799,0.5295,0.4947,0.5269,0.5040,0.4846,0.4843,0.4839,0.4751,0.1773,0.5302,0.6273,0.5042,0.5167
slope-off,228,10000325941169455775,220,0,0.4805,22.4782,0.4340,0.5133,0.4960,0.5168,0.5095,0.5068,0.5138,0.4914,0.4757,0.5155,0.4605,0.5198,0.4625,0.3725,0.5352,0.3381,0.4775,0.5043
slope-off,229,7445595616920976536,56,0,0.6029,17.7779,0.4050,0.5407,0.4970,0.4644,0.4531,0.4280,0.5275,0.4344,0.4766,0.5053,0.4795,0.5816,0.3956,0.5585,0.9590,0.3349,0.5394,0.4441
slope-off,238,12347262578648237721,33,0,0.5927,5.4395,0.3499,0.5261,0.4570,0.4842,0.4856,0.4689,0.5096,0.5801,0.4920,0.3839,0.5113,0.5010,0.5478,0.5792,0.3939,0.5220,0.1350,0.5130
slope-off,243,17061103051894783377,48,0,0.6098,16.9907,0.6752,0.4736,0.5423,0.5937,0.4815,0.4894,0.4622,0.5498,0.5027,0.5147,0.4730,0.4942,0.4769,0.4796,0.6776,0.3225,0.6597,0.4763
slope-on,42,10124242105188543510,134,0,0.6493,7.5946,0.6687,0.4958,0.4819,0.4562,0.4971,0.5236,0.5178,0.5186,0.4768,0.5124,0.5191,0.4902,0.4333,0.3257,0.5239,0.3524,0.4638,0.4792
slope-on,52,1367949676224488576,184,0,0.6555,4.3145,0.3947,0.4512,0.4925,0.4820,0.4984,0.5383,0.4784,0.5110,0.5349,0.5786,0.4759,0.4894,0.5097,0.3494,0.6396,0.1095,0.3499,0.4908
slope-on,53,5695230454641333218,264,0,0.6983,13.6676,0.4537,0.4809,0.5400,0.4890,0.4697,0.4163,0.4897,0.5388,0.5341,0.5151,0.4976,0.5134,0.5287,0.2322,0.7896,0.1117,0.4068,0.5015
slope-on,55,10223682590760502143,357,0,0.5354,7.9702,0.5983,0.5125,0.5147,0.4932,0.5012,0.5177,0.4720,0.5124,0.5283,0.5164,0.4576,0.5078,0.4853,0.2378,0.6296,0.2378,0.7254,0.5536
slope-on,58,7885870600943896740,113,0,0.5910,15.5451,0.5216,0.5014,0.5672,0.4839,0.4454,0.5205,0.4707,0.5050,0.4547,0.4984,0.4793,0.4779,0.4918,0.0836,0.4120,0.3204,0.6859,0.4911
slope-on,69,2532077525415568552,22,0,0.6254,1.8478,0.3970,0.5399,0.5057,0.4832,0.5240,0.4817,0.4921,0.4913,0.5154,0.5251,0.4664,0.4572,0.4313,0.4576,0.8065,0.2502,0.7263,0.5285
slope-on,74,17877470840606553079,236,0,0.5985,4.1733,0.4917,0.5306,0.4992,0.4358,0.4964,0.5261,0.5048,0.4743,0.5082,0.4987,0.5154,0.5494,0.4398,0.3614,0.8403,0.3635,0.3226,0.4980
slope-on,80,12123604127999324508,225,0,0.5501,10.4787,0.8070,0.4879,0.5158,0.5219,0.5007,0.5125,0.4833,0.4880,0.4958,0.5234,0.4697,0.5236,0.4580,0.3579,0.8714,0.3576,0.8559,0.5467
slope-on,98,14909964940203451022,118,0,0.5795,3.0819,0.2796,0.5310,0.4910,0.4857,0.4875,0.5358,0.4970,0.4801,0.5210,0.4716,0.4909,0.5253,0.4963,0.4556,0.8902,0.3904,0.3146,0.4958
slope-on,101,17334631578846940386,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,107,5164635076406519587,48,0,0.6605,15.8573,0.6494,0.4490,0.4786,0.6125,0.4923,0.5645,0.5304,0.4516,0.5422,0.4534,0.4875,0.5294,0.3732,0.0957,0.2723,0.9222,0.1624,0.5190
slope-on,114,9365788365771721819,266,0,0.0873,23.4038,0.3661,0.5000,0.4776,0.4826,0.4666,0.4467,0.5237,0.5109,0.5450,0.5428,0.5088,0.5010,0.4794,0.1454,0.5386,0.7355,0.4404,0.5569
slope-on,118,501342215942450236,398,0,0.6305,6.9041,0.3058,0.4917,0.5220,0.4827,0.4900,0.4650,0.4955,0.4687,0.5629,0.5189,0.4665,0.4441,0.4986,0.2074,0.9019,0.5497,0.3147,0.5027
slope-on,120,13834336531913841747,205,0,0.5758,5.8142,0.4907,0.5179,0.5197,0.5381,0.5647,0.5050,0.5346,0.5372,0.5554,0.5809,0.4989,0.4578,0.4828,0.3481,0.7642,0.5112,0.4741,0.5043
slope-on,128,8092571988890455889,96,0,0.0151,8.4197,0.8140,0.4883,0.5133,0.5037,0.4814,0.4878,0.5135,0.5190,0.5246,0.4976,0.5193,0.5247,0.4770,0.3046,0.7809,0.1853,0.6096,0.5214
slope-on,135,17091760742415199078,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,147,15772477745283320515,245,0,0.6735,11.1096,0.3337,0.5063,0.4915,0.5354,0.5326,0.4872,0.5037,0.5068,0.4834,0.4836,0.4097,0.4737,0.4414,0.2528,0.8000,0.4460,0.8724,0.5239
slope-on,148,14256665984455060541,391,0,0.6407,11.4361,0.3175,0.5514,0.4895,0.4849,0.4439,0.5304,0.5335,0.4503,0.5076,0.5008,0.4977,0.5369,0.5045,0.1161,0.8213,0.8685,0.4981,0.4710
slope-on,150,8791188050757840301,76,0,0.6559,5.3063,0.3774,0.4762,0.5110,0.5287,0.5262,0.5217,0.4619,0.5274,0.5059,0.4841,0.5667,0.5002,0.5866,0.1932,0.4347,0.6945,0.5485,0.4917
slope-on,152,11918177058399094750,14,0,0.2053,0.2325,0.0771,0.4910,0.5213,0.5092,0.4598,0.4940,0.5195,0.5148,0.4755,0.5077,0.4805,0.4953,0.4392,0.3104,0.7829,0.5095,0.5243,0.5018
slope-on,153,17060001070053051078,42,0,0.4764,0.7295,0.1292,0.5066,0.5341,0.4139,0.4902,0.5441,0.5160,0.5169,0.5406,0.5027,0.4884,0.4903,0.4553,0.6886,0.8529,0.2581,0.3230,0.4495
slope-on,167,11576960017572826461,46,0,0.5841,4.8778,0.4206,0.4935,0.4737,0.4747,0.4847,0.5196,0.4646,0.4818,0.5454,0.5147,0.5222,0.4934,0.5284,0.6128,0.6417,0.2287,0.2414,0.4859
slope-on,176,5228849741987056939,69,0,0.5415,10.0368,0.3368,0.5304,0.4826,0.5297,0.4855,0.4494,0.4837,0.5004,0.5254,0.4873,0.4186,0.5137,0.4982,0.5350,0.8358,0.2706,0.3558,0.5021
slope-on,187,16863786823241027924,79,0,0.6763,1.7111,0.1748,0.5654,0.5029,0.5074,0.5161,0.5090,0.4794,0.5342,0.5184,0.4875,0.5123,0.5054,0.4786,0.3309,0.2801,0.1313,0.6478,0.4573
slope-on,193,14495394063527179185,26,0,0.4744,9.9441,0.5338,0.4687,0.6290,0.5104,0.4400,0.4918,0.5219,0.5615,0.4310,0.4845,0.4600,0.4604,0.4927,0.5970,0.5092,0.7197,0.5115,0.5420
slope-on,221,5345122225637415619,213,0,0.2850,8.0061,0.6038,0.5400,0.5032,0.4786,0.4110,0.5234,0.5080,0.5140,0.4928,0.4669,0.4562,0.4809,0.4584,0.3432,0.8679,0.2941,0.6176,0.5412
slope-on,228,6216888300740609620,3,0,0.0000,16.2731,0.3880,0.3938,0.4346,0.5342,0.5185,0.4877,0.6186,0.4147,0.4533,0.5223,0.4339,0.5446,0.3498,0.2553,0.9194,0.1699,0.3308,0.4674
slope-on,229,13942659927662269055,24,0,0.5752,17.0047,0.4565,0.5176,0.5118,0.5051,0.4761,0.4482,0.4335,0.4533,0.4188,0.4949,0.4678,0.5073,0.4158,0.5112,0.5113,0.6942,0.3120,0.5184
slope-on,238,15282576558693644666,157,0,0.6579,2.2334,0.1697,0.5248,0.4790,0.4917,0.4746,0.5240,0.5060,0.4705,0.4981,0.4610,0.5096,0.5114,0.4494,0.4014,0.8928,0.3336,0.5888,0.5025
slope-on,243,13091521673628835165,91,0,0.6374,17.3965,0.6581,0.4486,0.5121,0.5362,0.5256,0.5129,0.4799,0.5183,0.5400,0.4696,0.5032,0.4752,0.4890,0.3449,0.6515,0.1360,0.1847,0.5989
