schema=1
code_revision=0914369
scenario_id=p6-defense-calibration-regen1.75
scenario_layout_fingerprint=3109172337936597970
scenario_resource_count=30
first_seed=42
seed_count=30
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=500
FounderProfile=PredationVariation
DecisionPolicyVersion=IntentUtilityV1
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=true
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
TerrainDrivenTemperatureEnabled=false
MetabolicIngestionEnabled=false
HealthRecoveryEnabled=false
MetabolicHealingEnabled=false
GradedFertilityEnabled=true
GradedFertilityStrength=1.5
ReproductionNeedFraction=0.45
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,attack,defense,aggression,diet_specialization,neutral_marker
slope-off,107,2179323264640371972,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-off,114,6652894445960258756,190,0,0.6541,24.3060,0.3299,0.5144,0.4397,0.5028,0.5021,0.5356,0.4709,0.5073,0.4888,0.5975,0.5219,0.5187,0.3982,0.3699,0.8074,0.3340,0.3262,0.5883
slope-off,118,17126969477746693147,353,0,0.6845,6.6483,0.3478,0.4797,0.5139,0.4679,0.5041,0.5032,0.4857,0.4955,0.5271,0.5017,0.4629,0.4550,0.4909,0.1604,0.7802,0.6114,0.4841,0.4992
slope-off,120,12873064863220346685,466,0,0.4845,7.0118,0.7185,0.4595,0.5309,0.5326,0.5324,0.4924,0.5599,0.5253,0.5227,0.5323,0.4778,0.5073,0.4717,0.1913,0.7857,0.4395,0.2485,0.5164
slope-off,128,3197447735759297834,181,0,0.6705,13.8822,0.8119,0.4939,0.4901,0.4906,0.4819,0.5072,0.5309,0.4914,0.4629,0.5559,0.4768,0.4962,0.4793,0.3649,0.8141,0.1693,0.3791,0.5055
slope-off,135,17863070991445114539,288,0,0.1887,4.4155,0.3662,0.4821,0.4737,0.4959,0.4833,0.4704,0.4652,0.5091,0.4634,0.5139,0.5146,0.4933,0.4551,0.1828,0.7335,0.2163,0.5745,0.4806
slope-off,147,9633228468671651636,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-off,148,9256634728901837061,141,0,0.6580,12.4766,0.3045,0.4839,0.4992,0.4406,0.3856,0.5472,0.4994,0.4455,0.5213,0.4843,0.4864,0.5099,0.5050,0.4415,0.9054,0.2143,0.2968,0.4669
slope-off,150,11141716163472608655,40,0,0.6433,4.4621,0.4760,0.4504,0.5191,0.5144,0.4742,0.4312,0.5225,0.4767,0.5301,0.4689,0.5393,0.5096,0.5266,0.2314,0.7956,0.7582,0.4967,0.4894
slope-off,152,7842799211385894481,160,0,0.6537,1.2232,0.1921,0.5373,0.4683,0.4943,0.4522,0.4892,0.5107,0.5257,0.5333,0.5020,0.5047,0.5171,0.4995,0.1950,0.8477,0.5623,0.0730,0.4864
slope-off,153,4344538393065742553,30,0,0.5679,1.1509,0.1998,0.4767,0.5895,0.4019,0.4642,0.5065,0.4709,0.4725,0.4098,0.5248,0.4739,0.5171,0.4846,0.8395,0.9300,0.2139,0.4031,0.4786
slope-off,167,15500073379173240223,13,0,0.6239,4.7833,0.3394,0.5376,0.4806,0.4445,0.4808,0.3981,0.4468,0.4808,0.5581,0.3831,0.5585,0.5930,0.5587,0.5353,0.7299,0.6835,0.0584,0.5184
slope-off,176,967902643447904226,53,0,0.7338,10.4834,0.2873,0.5190,0.4746,0.4955,0.5034,0.4460,0.4854,0.5219,0.4846,0.5310,0.3924,0.5766,0.4265,0.2275,0.9737,0.9467,0.7628,0.5774
slope-off,187,6489827070771379369,25,0,0.6352,1.3521,0.2754,0.4895,0.5290,0.4645,0.4723,0.5216,0.4670,0.5032,0.5045,0.4984,0.4751,0.4669,0.5869,0.3494,0.2764,0.5138,0.7421,0.4537
slope-off,193,1309196137549918180,100,0,0.6159,10.0871,0.4931,0.4874,0.5699,0.5380,0.4868,0.5544,0.5049,0.5360,0.4495,0.5460,0.4311,0.5210,0.4919,0.2298,0.6129,0.7537,0.5806,0.5522
slope-off,221,1071400661806013231,343,0,0.1418,7.9988,0.6479,0.5341,0.4842,0.4867,0.4989,0.4942,0.4858,0.5245,0.5027,0.4856,0.5267,0.4542,0.4612,0.1616,0.7320,0.4706,0.4872,0.5274
slope-off,228,11855139529686672192,6,0,0.2090,22.0304,0.2657,0.5229,0.4733,0.4976,0.5000,0.5440,0.5696,0.5746,0.4517,0.5043,0.5039,0.5645,0.4677,0.2553,0.5985,0.3908,0.3066,0.4955
slope-off,229,14951077335859597299,25,0,0.6255,16.0939,0.6928,0.5148,0.4573,0.4844,0.4364,0.4353,0.5252,0.4797,0.4759,0.4928,0.5213,0.5422,0.4706,0.5211,0.9653,0.6303,0.1987,0.5112
slope-off,238,12078547453274071395,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-off,243,6089328930367913049,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,42,7928783119610364811,98,0,0.6748,4.0650,0.5714,0.4608,0.4710,0.4777,0.4745,0.4549,0.5229,0.5313,0.4740,0.5229,0.4973,0.5169,0.4529,0.3298,0.6744,0.2950,0.4719,0.4658
slope-on,52,11288644924778568771,38,0,0.6412,8.0321,0.4156,0.4589,0.5193,0.4893,0.5123,0.5539,0.4914,0.5569,0.5014,0.6078,0.4847,0.5095,0.4766,0.3533,0.6458,0.4656,0.7392,0.5113
slope-on,53,7863039179567269960,92,0,0.7366,12.9194,0.3063,0.5330,0.5259,0.4860,0.4475,0.4703,0.5681,0.5122,0.4718,0.5296,0.5075,0.5387,0.4603,0.2072,0.7924,0.0878,0.5577,0.5199
slope-on,55,7807609440587747868,41,0,0.5755,8.0576,0.5853,0.5363,0.5074,0.4670,0.5279,0.4782,0.4547,0.5491,0.5440,0.5028,0.4895,0.4801,0.4626,0.6085,0.5408,0.0702,0.4205,0.4914
slope-on,58,17636489589114882066,246,0,0.5354,14.9340,0.5262,0.5153,0.5715,0.5105,0.5196,0.5396,0.5712,0.4726,0.4363,0.5309,0.5052,0.5162,0.5057,0.1000,0.6717,0.0752,0.7503,0.4803
slope-on,69,16906962429982904612,152,0,0.6359,2.3902,0.2776,0.5429,0.5239,0.5051,0.5446,0.5230,0.4509,0.4867,0.4660,0.5208,0.4842,0.4683,0.4926,0.3623,0.7971,0.1503,0.8309,0.4826
slope-on,74,7877453269886749441,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,80,6201270445278598134,28,0,0.5274,18.7533,0.6764,0.5590,0.5028,0.5182,0.4956,0.5164,0.4906,0.5343,0.4457,0.5076,0.4911,0.5556,0.4973,0.7208,0.7873,0.2317,0.5302,0.5043
slope-on,98,2215729513611839825,391,0,0.6954,2.2016,0.2903,0.4907,0.4863,0.4432,0.4917,0.5536,0.4613,0.4918,0.5179,0.4829,0.4770,0.5133,0.4968,0.2299,0.8364,0.3087,0.1877,0.4856
slope-on,101,16617447920675673573,16,0,0.5695,1.5925,0.2501,0.5503,0.4833,0.5039,0.5215,0.4092,0.4557,0.5036,0.5022,0.5477,0.5024,0.4647,0.4892,0.9841,0.3317,0.6938,0.9191,0.5280
slope-on,107,13393426575855188289,401,0,0.6654,15.7252,0.6401,0.4654,0.5080,0.5283,0.4906,0.4905,0.5602,0.5453,0.5541,0.4487,0.4834,0.5222,0.4356,0.1336,0.5163,0.6936,0.1984,0.4785
slope-on,114,8731589336463970439,157,0,0.6418,24.3529,0.3455,0.5160,0.4964,0.4833,0.4672,0.4846,0.5058,0.5202,0.5317,0.5531,0.4300,0.5198,0.4574,0.3009,0.8177,0.5890,0.5626,0.5171
slope-on,118,1519834621548896027,34,0,0.0841,7.8485,0.2362,0.4818,0.5342,0.4828,0.5193,0.4747,0.5370,0.5068,0.5046,0.5223,0.4640,0.4810,0.4381,0.2195,0.8465,0.5309,0.4191,0.5128
slope-on,120,4234227382063348688,150,0,0.1048,4.8621,0.4106,0.4812,0.5259,0.5171,0.5323,0.5018,0.5474,0.5232,0.5074,0.5214,0.4738,0.4953,0.4673,0.2086,0.8576,0.4803,0.4667,0.5008
slope-on,128,9612089404396241645,66,0,0.6049,11.6045,0.8115,0.5132,0.4941,0.5190,0.4540,0.4971,0.5087,0.4922,0.5288,0.5148,0.5065,0.5047,0.4836,0.4116,0.6762,0.2421,0.5802,0.5144
slope-on,135,3905821558137503407,17,0,0.6758,4.1108,0.2576,0.5091,0.4976,0.4799,0.4870,0.4878,0.4931,0.4850,0.4163,0.5032,0.4962,0.4722,0.4516,0.4334,0.7623,0.3207,0.5436,0.5385
slope-on,147,13084014984222545488,238,0,0.3566,11.2318,0.3177,0.5510,0.4959,0.5309,0.5315,0.4607,0.4544,0.5583,0.5053,0.5377,0.4772,0.4960,0.4560,0.0854,0.3306,0.3660,0.7607,0.5293
slope-on,148,13235801587606648962,52,0,0.6606,11.5845,0.2873,0.5428,0.5453,0.4723,0.3987,0.5631,0.4467,0.4172,0.4957,0.4948,0.4982,0.5964,0.5329,0.1802,0.7938,0.8847,0.5103,0.4593
slope-on,150,16219156462935584471,63,0,0.6880,3.7613,0.4739,0.4556,0.5366,0.5070,0.5622,0.5152,0.4890,0.4300,0.5556,0.4769,0.5860,0.5198,0.5525,0.1058,0.5197,0.7522,0.2543,0.5453
slope-on,152,14501347134968849564,31,0,0.6115,1.6061,0.2838,0.5216,0.4799,0.5039,0.4555,0.4913,0.4983,0.5186,0.5118,0.4758,0.4876,0.5111,0.5356,0.3922,0.5786,0.4851,0.0492,0.4530
slope-on,153,13604996733595571860,44,0,0.6170,0.4723,0.1213,0.5018,0.5544,0.5181,0.4241,0.5301,0.5312,0.5180,0.5575,0.5736,0.4870,0.4864,0.4555,0.5494,0.8810,0.3315,0.4810,0.4750
slope-on,167,14685368649537409698,107,0,0.5916,3.9676,0.3151,0.4814,0.5060,0.5128,0.4292,0.4865,0.4556,0.5194,0.4946,0.5065,0.5548,0.5295,0.4853,0.1818,0.4843,0.2938,0.2103,0.5702
slope-on,176,14377942888273309225,18,0,0.6290,10.0301,0.2817,0.5788,0.4617,0.4733,0.4609,0.4842,0.4347,0.4069,0.5479,0.5273,0.4331,0.4756,0.5084,0.6842,0.5610,0.2880,0.3650,0.4850
slope-on,187,9009210812443914637,44,0,0.6878,2.3997,0.3727,0.5770,0.5051,0.4555,0.4548,0.5940,0.4514,0.5721,0.4430,0.4289,0.5137,0.5255,0.4824,0.3547,0.2432,0.0465,0.7145,0.4527
slope-on,193,15922692097902436779,40,0,0.5497,9.8306,0.5725,0.5206,0.4999,0.5078,0.4700,0.5439,0.5072,0.5514,0.4449,0.5169,0.5147,0.4827,0.4797,0.4062,0.6111,0.5831,0.6873,0.5339
slope-on,221,12267134945856836938,250,0,0.2261,7.0679,0.5763,0.5229,0.4958,0.4693,0.5019,0.5125,0.4957,0.5433,0.5004,0.4992,0.5202,0.5028,0.4996,0.1855,0.6949,0.4204,0.6997,0.4901
slope-on,228,15728857236447962724,1,0,0.4778,21.4130,0.5090,0.3826,0.3877,0.3992,0.5019,0.6862,0.5813,0.5348,0.5548,0.4858,0.4737,0.5514,0.4921,0.4524,0.9726,0.2738,0.7355,0.5081
slope-on,229,15600808215277831864,0,1,0.0000,NaN,NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
slope-on,238,17847733982090256265,6,0,0.7761,0.0000,0.0000,0.5192,0.4858,0.4447,0.5748,0.5447,0.4914,0.5973,0.4721,0.4327,0.5291,0.5713,0.5575,0.3252,0.8679,0.8917,0.2997,0.4734
slope-on,243,8483390720285275054,82,0,0.7339,17.4023,0.6238,0.3974,0.5615,0.5905,0.5504,0.4990,0.4315,0.5114,0.5475,0.5352,0.4837,0.4346,0.4840,0.2420,0.3354,0.0304,0.2744,0.5936
