arm,seed,hash,occupancy,realized_grazing_pressure,final_population,extinct,frozen,births,deaths,plant_count,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seed_investment_founder,seed_investment_final,seed_investment_delta,water_efficiency_founder,water_efficiency_final,water_efficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisture_tolerance_founder,moisture_tolerance_final,moisture_tolerance_delta,temperature_tolerance_founder,temperature_tolerance_final,temperature_tolerance_delta,nutrient_uptake_founder,nutrient_uptake_final,nutrient_uptake_delta,seedling_resilience_founder,seedling_resilience_final,seedling_resilience_delta,seed_production_rate_founder,seed_production_rate_final,seed_production_rate_delta
base,116,10191239546820705455,0.3623016,0.0019904992,48,false,false,160,124,116,479,16,0.50000006,0.57528704,0.075286984,0.5,0.58955383,0.08955383,0.5,0.45028132,-0.049718678,0.5,0.35912177,-0.14087823,0.49999997,0.36976984,-0.13023013,0.5,0.60430545,0.104305446,0.50000006,0.67432857,0.1743285,0.5,0.5700649,0.0700649,0.5,0.4316511,-0.068348914,0.5,0.2967434,-0.2032566,0.49999997,0.46694693,-0.03305304
seedprod-on,116,3177493999821291962,0.38045636,0.0019131984,48,false,false,162,126,112,494,18,0.50000006,0.602099,0.10209894,0.5,0.66450274,0.16450274,0.5,0.3786226,-0.12137741,0.5,0.42982635,-0.07017365,0.49999997,0.4112307,-0.08876926,0.5,0.66202885,0.16202885,0.50000006,0.6936317,0.19363165,0.5,0.6211795,0.12117952,0.5,0.4208603,-0.07913971,0.5,0.31338233,-0.18661767,0.49999997,0.49513522,-0.0048647523
contest-on,116,2057650738037258294,0.34637898,0.002422762,48,false,false,162,126,114,443,17,0.50000006,0.64646095,0.14646089,0.5,0.44275653,-0.057243466,0.5,0.4535783,-0.046421707,0.5,0.41512677,-0.08487323,0.49999997,0.42939147,-0.0706085,0.5,0.6394221,0.13942212,0.50000006,0.67644006,0.17644,0.5,0.45710146,-0.042898536,0.5,0.38557893,-0.11442107,0.5,0.4166138,-0.08338621,0.49999997,0.5396191,0.039619118
mortality-off,116,2709589683229027676,0.6235119,0.0011207425,48,false,false,162,126,167,184,11,0.50000006,0.5808656,0.08086556,0.5,0.4733562,-0.026643813,0.5,0.533931,0.033931017,0.5,0.39405307,-0.10594693,0.49999997,0.43854395,-0.061456025,0.5,0.57020444,0.07020444,0.50000006,0.5686732,0.068673134,0.5,0.47017026,-0.02982974,0.5,0.47520098,-0.02479902,0.5,0.4060394,-0.09396061,0.49999997,0.52670956,0.026709586
base,117,17470358287989851678,0.39007935,0.0026382087,48,false,false,153,117,106,503,16,0.50000006,0.54173213,0.041732073,0.5,0.46173668,-0.03826332,0.5,0.48720908,-0.012790918,0.5,0.42136008,-0.078639925,0.49999997,0.48353475,-0.016465217,0.5,0.6340824,0.13408238,0.50000006,0.5562022,0.056202114,0.5,0.42938244,-0.07061756,0.5,0.4465614,-0.053438604,0.5,0.43046147,-0.06953853,0.49999997,0.5290527,0.029052705
seedprod-on,117,10208179944277692594,0.3127976,0.0026603905,48,false,false,183,147,89,414,20,0.50000006,0.58724236,0.087242305,0.5,0.38946193,-0.110538065,0.5,0.3943336,-0.1056664,0.5,0.46348238,-0.03651762,0.49999997,0.49524882,-0.004751146,0.5,0.64743114,0.14743114,0.50000006,0.527205,0.02720493,0.5,0.38280937,-0.11719063,0.5,0.33837518,-0.16162482,0.5,0.5325474,0.032547414,0.49999997,0.47669542,-0.023304552
contest-on,117,18414377264952837572,0.36016867,0.0022194898,48,false,false,163,127,111,427,18,0.50000006,0.43531135,-0.06468871,0.5,0.30479288,-0.19520712,0.5,0.40649912,-0.09350088,0.5,0.58985156,0.08985156,0.49999997,0.5076446,0.0076446235,0.5,0.69842136,0.19842136,0.50000006,0.45840424,-0.041595817,0.5,0.27903956,-0.22096044,0.5,0.40722796,-0.09277204,0.5,0.5301808,0.030180812,0.49999997,0.6049471,0.10494712
mortality-off,117,13618889922086339368,0.5778274,0.0014504394,48,false,false,159,123,168,177,13,0.50000006,0.5302087,0.030208647,0.5,0.44712517,-0.052874833,0.5,0.5540225,0.05402249,0.5,0.38915333,-0.11084667,0.49999997,0.5211658,0.021165818,0.5,0.5604739,0.06047392,0.50000006,0.5692995,0.06929946,0.5,0.40189093,-0.09810907,0.5,0.47315565,-0.026844352,0.5,0.3922108,-0.10778919,0.49999997,0.46158004,-0.038419932
base,118,299982603741092130,0.32103175,0.0024384505,48,false,false,146,110,126,415,19,0.50000006,0.51327413,0.013274074,0.5,0.37537697,-0.12462303,0.5,0.4663544,-0.0336456,0.5,0.48233125,-0.017668754,0.49999997,0.5541133,0.05411336,0.5,0.73524576,0.23524576,0.50000006,0.45866996,-0.0413301,0.5,0.37245288,-0.12754712,0.5,0.41036358,-0.089636415,0.5,0.41117653,-0.08882347,0.49999997,0.59133583,0.09133586
seedprod-on,118,3293372218041737501,0.3875,0.002639246,48,false,false,137,101,122,488,15,0.50000006,0.41258684,-0.08741322,0.5,0.4073815,-0.092618495,0.5,0.52123535,0.021235347,0.5,0.55242723,0.052427232,0.49999997,0.6211228,0.12112281,0.5,0.7134445,0.21344447,0.50000006,0.33134475,-0.1686553,0.5,0.41566154,-0.08433846,0.5,0.47731853,-0.022681475,0.5,0.4558455,-0.044154495,0.49999997,0.6175769,0.11757693
contest-on,118,2981370594420379312,0.39766866,0.0003215908,0,true,false,38,50,102,502,18,0.50000006,0.6669356,0.16693556,0.5,0.56582075,0.06582075,0.5,0.38904595,-0.110954046,0.5,0.39574152,-0.10425848,0.49999997,0.49299884,-0.007001132,0.5,0.65967727,0.15967727,0.50000006,0.6238887,0.12388861,0.5,0.61377376,0.11377376,0.5,0.36822852,-0.13177148,0.5,0.30124038,-0.19875962,0.49999997,0.52734494,0.027344972
mortality-off,118,7657794710526143337,0.5587302,0.0017779974,48,false,false,137,101,168,209,14,0.50000006,0.5556919,0.05569184,0.5,0.42210737,-0.07789263,0.5,0.48590064,-0.0140993595,0.5,0.48183483,-0.018165171,0.49999997,0.5304049,0.030404955,0.5,0.6283332,0.12833321,0.50000006,0.54029864,0.04029858,0.5,0.407582,-0.092417985,0.5,0.48422477,-0.015775234,0.5,0.4305981,-0.06940189,0.49999997,0.53894365,0.03894368
base,119,13811549360910561772,0.4420139,0.0019311808,48,false,false,153,117,120,521,17,0.50000006,0.38505524,-0.114944816,0.5,0.34443194,-0.15556806,0.5,0.38365233,-0.11634767,0.5,0.51254267,0.012542665,0.49999997,0.5825679,0.0825679,0.5,0.66265583,0.16265583,0.50000006,0.39110482,-0.10889524,0.5,0.4571407,-0.042859286,0.5,0.38563013,-0.11436987,0.5,0.5287689,0.028768897,0.49999997,0.61846614,0.11846617
seedprod-on,119,9532664865539055285,0.39479166,0.0022919101,48,false,false,151,115,115,511,19,0.50000006,0.529615,0.029614925,0.5,0.6468799,0.14687991,0.5,0.33574748,-0.16425252,0.5,0.41959372,-0.08040628,0.49999997,0.52440333,0.024403363,0.5,0.7212584,0.2212584,0.50000006,0.6163518,0.11635172,0.5,0.6567538,0.15675378,0.5,0.3723779,-0.1276221,0.5,0.43688962,-0.06311038,0.49999997,0.5245841,0.024584144
contest-on,119,10656932029565791072,0.2298115,0.0032078484,44,false,false,164,132,87,271,15,0.50000006,0.35244405,-0.147556,0.5,0.4253747,-0.07462531,0.5,0.53497106,0.03497106,0.5,0.48303086,-0.016969144,0.49999997,0.6067932,0.106793255,0.5,0.69706565,0.19706565,0.50000006,0.41580713,-0.08419293,0.5,0.46473724,-0.035262764,0.5,0.564754,0.06475401,0.5,0.48601237,-0.013987631,0.49999997,0.53240675,0.032406777
mortality-off,119,9082999151853376956,0.48958334,0.0014928,48,false,false,144,108,155,164,14,0.50000006,0.46369573,-0.036304325,0.5,0.4556658,-0.044334203,0.5,0.46407515,-0.035924852,0.5,0.45882198,-0.041178018,0.49999997,0.53865075,0.03865078,0.5,0.5903607,0.0903607,0.50000006,0.4801292,-0.019870847,0.5,0.49794528,-0.0020547211,0.5,0.45418796,-0.04581204,0.5,0.43206176,-0.06793824,0.49999997,0.5365752,0.036575228
base,120,2190052908498484891,0.36294642,0.0026212195,48,false,false,150,114,120,531,17,0.50000006,0.7179045,0.21790445,0.5,0.2507396,-0.2492604,0.5,0.43335444,-0.06664556,0.5,0.4612773,-0.038722694,0.49999997,0.5243936,0.024393648,0.5,0.7324478,0.2324478,0.50000006,0.70452696,0.2045269,0.5,0.37276042,-0.12723958,0.5,0.50337636,0.0033763647,0.5,0.45339292,-0.046607077,0.49999997,0.50738823,0.007388264
seedprod-on,120,349233024545964560,0.1968254,0.004727064,48,false,false,161,125,81,272,18,0.50000006,0.6521935,0.15219343,0.5,0.2456138,-0.2543862,0.5,0.37689608,-0.12310392,0.5,0.5261062,0.026106179,0.49999997,0.49608946,-0.0039105117,0.5,0.67021817,0.17021817,0.50000006,0.6642824,0.16428232,0.5,0.29872832,-0.20127168,0.5,0.39695603,-0.10304397,0.5,0.52013314,0.020133138,0.49999997,0.57077914,0.070779175
contest-on,120,15474042192910359166,0.2781746,0.0037911271,48,false,false,157,121,103,376,17,0.50000006,0.7023885,0.20238847,0.5,0.3590636,-0.1409364,0.5,0.33539745,-0.16460255,0.5,0.43030164,-0.06969836,0.49999997,0.55892813,0.05892816,0.5,0.6959851,0.19598508,0.50000006,0.67470026,0.1747002,0.5,0.4384578,-0.061542213,0.5,0.402775,-0.09722501,0.5,0.45328617,-0.04671383,0.49999997,0.5870275,0.08702752
mortality-off,120,13782243059495433616,0.49300596,0.0016793588,48,false,false,144,108,149,149,12,0.50000006,0.59276533,0.09276527,0.5,0.45886216,-0.041137844,0.5,0.57012427,0.07012427,0.5,0.41604275,-0.083957255,0.49999997,0.4598677,-0.040132284,0.5,0.5351899,0.035189927,0.50000006,0.56544,0.06543994,0.5,0.47867885,-0.021321148,0.5,0.61253303,0.11253303,0.5,0.4546131,-0.04538691,0.49999997,0.45514214,-0.04485783
base,121,1438808929559531531,0.2999504,0.0031535965,48,false,false,149,113,91,384,14,0.50000006,0.4571725,-0.042827547,0.5,0.48090908,-0.01909092,0.5,0.4116545,-0.0883455,0.5,0.48822063,-0.011779368,0.49999997,0.5429855,0.04298553,0.5,0.6598441,0.1598441,0.50000006,0.46770343,-0.032296628,0.5,0.49537286,-0.0046271384,0.5,0.35468212,-0.14531788,0.5,0.42401233,-0.07598767,0.49999997,0.57048935,0.07048938
seedprod-on,121,18389182424261856907,0.32862103,0.002999821,47,false,false,150,115,95,422,18,0.50000006,0.6064724,0.10647231,0.5,0.44397908,-0.056020916,0.5,0.381582,-0.11841801,0.5,0.46666867,-0.033331335,0.49999997,0.5344871,0.034487158,0.5,0.6388012,0.13880122,0.50000006,0.6523757,0.15237564,0.5,0.4246485,-0.07535151,0.5,0.34440857,-0.15559143,0.5,0.45707932,-0.04292068,0.49999997,0.44475922,-0.05524075
contest-on,121,6323163812088013943,0.06999008,0.0077601383,0,true,false,101,113,12,72,15,0.50000006,0.52885073,0.028850675,0.5,0.72521186,0.22521186,0.5,0.5948986,0.09489858,0.5,0.38865685,-0.111343145,0.49999997,0.40424693,-0.095753044,0.5,0.5219815,0.021981478,0.50000006,0.6517742,0.15177417,0.5,0.7636785,0.2636785,0.5,0.6016055,0.101605475,0.5,0.3343964,-0.16560361,0.49999997,0.47702083,-0.02297914
mortality-off,121,8482290489186950054,0.5155754,0.001633971,48,false,false,141,105,164,168,17,0.50000006,0.6176282,0.11762816,0.5,0.5127175,0.012717485,0.5,0.42539358,-0.07460642,0.5,0.43714505,-0.062854946,0.49999997,0.5045577,0.0045577586,0.5,0.553394,0.05339402,0.50000006,0.5655117,0.065511644,0.5,0.52861464,0.02861464,0.5,0.40177304,-0.098226964,0.5,0.391414,-0.10858601,0.49999997,0.47395897,-0.026041001
base,122,5337186971037198267,0.1844742,0.0045462935,48,false,false,169,133,69,243,18,0.50000006,0.6120055,0.11200541,0.5,0.4923277,-0.00767231,0.5,0.5320651,0.032065094,0.5,0.38949138,-0.11050862,0.49999997,0.49909875,-0.0009012222,0.5,0.59838337,0.09838337,0.50000006,0.57103515,0.07103509,0.5,0.44013965,-0.05986035,0.5,0.520164,0.020164013,0.5,0.45627102,-0.043728977,0.49999997,0.4769928,-0.023007184
seedprod-on,122,8685742092857445886,0.16215278,0.005166935,48,false,false,175,139,63,209,17,0.50000006,0.6742913,0.17429125,0.5,0.3355246,-0.16447541,0.5,0.44468045,-0.055319548,0.5,0.47590664,-0.02409336,0.49999997,0.54673207,0.046732098,0.5,0.5778622,0.0778622,0.50000006,0.6137596,0.11375952,0.5,0.35345012,-0.14654988,0.5,0.3898565,-0.11014351,0.5,0.4767416,-0.023258388,0.49999997,0.5414668,0.041466802
contest-on,122,1826319458672763313,0.16656746,0.0008761468,0,true,false,61,73,76,214,15,0.50000006,0.5876836,0.08768356,0.5,0.78119886,0.28119886,0.5,0.36319327,-0.13680673,0.5,0.45225042,-0.04774958,0.49999997,0.5201523,0.0201523,0.5,0.66320485,0.16320485,0.50000006,0.69440746,0.1944074,0.5,0.68552595,0.18552595,0.5,0.28679764,-0.21320236,0.5,0.39320728,-0.10679272,0.49999997,0.5150294,0.015029401
mortality-off,122,12759997497790863720,0.47762898,0.001806958,48,false,false,165,129,155,156,14,0.50000006,0.5170407,0.01704067,0.5,0.44414106,-0.05585894,0.5,0.5512459,0.051245928,0.5,0.44556648,-0.054433525,0.49999997,0.48702812,-0.012971848,0.5,0.55345416,0.05345416,0.50000006,0.54052263,0.040522575,0.5,0.4461477,-0.05385229,0.5,0.49637982,-0.0036201775,0.5,0.46612096,-0.03387904,0.49999997,0.48976958,-0.010230392
base,123,5852828823815647869,0.39117062,0.0016130628,47,false,false,160,125,110,525,18,0.50000006,0.6588874,0.15888733,0.5,0.2901083,-0.2098917,0.5,0.39731342,-0.102686584,0.5,0.48432964,-0.01567036,0.49999997,0.57603383,0.07603386,0.5,0.6899699,0.1899699,0.50000006,0.64097136,0.1409713,0.5,0.3303202,-0.16967979,0.5,0.32663414,-0.17336586,0.5,0.45967457,-0.040325433,0.49999997,0.5751728,0.07517281
seedprod-on,123,1861264197855850775,0.36190477,0.001871944,48,false,false,160,124,116,502,19,0.50000006,0.6558338,0.15583372,0.5,0.361811,-0.13818899,0.5,0.39765128,-0.102348715,0.5,0.5105945,0.010594487,0.49999997,0.61580724,0.115807265,0.5,0.72022784,0.22022784,0.50000006,0.631753,0.13175297,0.5,0.3732593,-0.1267407,0.5,0.32981873,-0.17018127,0.5,0.4761879,-0.023812085,0.49999997,0.5736746,0.07367465
contest-on,123,8050809238081693151,0.25530753,0.0032532732,48,false,false,160,124,105,326,19,0.50000006,0.5234988,0.023498714,0.5,0.52108157,0.021081567,0.5,0.5385965,0.03859651,0.5,0.43144098,-0.06855902,0.49999997,0.543884,0.04388401,0.5,0.6672738,0.16727382,0.50000006,0.6276152,0.12761515,0.5,0.4550078,-0.04499221,0.5,0.54620343,0.046203434,0.5,0.38377434,-0.11622566,0.49999997,0.37148517,-0.1285148
mortality-off,123,7677169995912944797,0.62261903,0.0011071054,48,false,false,151,115,168,172,11,0.50000006,0.60926646,0.1092664,0.5,0.52259433,0.022594333,0.5,0.38105512,-0.11894488,0.5,0.46988878,-0.030111223,0.49999997,0.5383602,0.03836021,0.5,0.59411496,0.09411496,0.50000006,0.64291596,0.1429159,0.5,0.5168996,0.016899586,0.5,0.33145,-0.16855001,0.5,0.40311933,-0.096880674,0.49999997,0.48094958,-0.01905039
base,124,16809607971711264462,0.3623016,0.002791544,48,false,false,157,121,110,500,18,0.50000006,0.6300248,0.13002473,0.5,0.4360807,-0.063919306,0.5,0.41701362,-0.082986385,0.5,0.4506669,-0.049333096,0.49999997,0.6043332,0.10433325,0.5,0.69804645,0.19804645,0.50000006,0.63871294,0.13871288,0.5,0.39870858,-0.10129142,0.5,0.4446422,-0.055357814,0.5,0.4900161,-0.009983897,0.49999997,0.5414206,0.04142061
seedprod-on,124,13331902501663406593,0.38685516,0.0029949008,48,false,false,161,125,112,528,19,0.50000006,0.6995285,0.19952846,0.5,0.5078752,0.007875204,0.5,0.40291277,-0.097087234,0.5,0.35292906,-0.14707094,0.49999997,0.5329254,0.032925457,0.5,0.6849242,0.18492419,0.50000006,0.6049648,0.10496473,0.5,0.5387734,0.038773417,0.5,0.37791842,-0.12208158,0.5,0.40647095,-0.093529046,0.49999997,0.48202375,-0.017976224
contest-on,124,6149868560842382319,0.17951389,0.002762619,0,true,false,121,133,59,215,16,0.50000006,0.5370075,0.03700745,0.5,0.5735352,0.073535204,0.5,0.5375116,0.037511587,0.5,0.33649907,-0.16350093,0.49999997,0.35382575,-0.14617422,0.5,0.5855512,0.0855512,0.50000006,0.5191087,0.019108653,0.5,0.72661185,0.22661185,0.5,0.5036124,0.003612399,0.5,0.36578855,-0.13421145,0.49999997,0.37526634,-0.12473363
mortality-off,124,4664538152229845828,0.5857639,0.0015442997,48,false,false,146,110,161,176,11,0.50000006,0.63107926,0.1310792,0.5,0.47606242,-0.023937583,0.5,0.47804222,-0.021957785,0.5,0.43766883,-0.06233117,0.49999997,0.48404086,-0.015959114,0.5,0.5531341,0.053134084,0.50000006,0.5893479,0.08934784,0.5,0.50792885,0.007928848,0.5,0.46764773,-0.03235227,0.5,0.45699698,-0.043003023,0.49999997,0.45853382,-0.041466147
base,125,11579670799069222564,0.21706349,0.0037107195,46,false,false,155,121,98,275,14,0.50000006,0.29749262,-0.20250744,0.5,0.42664883,-0.073351175,0.5,0.4011134,-0.09888661,0.5,0.42722437,-0.07277563,0.49999997,0.6486672,0.14866725,0.5,0.721584,0.22158402,0.50000006,0.34854543,-0.15145463,0.5,0.44971094,-0.050289065,0.5,0.4551248,-0.044875205,0.5,0.4947197,-0.005280286,0.49999997,0.4983748,-0.0016251802
seedprod-on,125,2101560507650352721,0.2670635,0.0030881194,47,false,false,162,127,124,332,18,0.50000006,0.38890165,-0.11109841,0.5,0.5609814,0.060981393,0.5,0.34176886,-0.15823114,0.5,0.47307897,-0.026921034,0.49999997,0.58083785,0.080837876,0.5,0.6916845,0.19168448,0.50000006,0.4707034,-0.029296666,0.5,0.56739944,0.06739944,0.5,0.42808834,-0.07191166,0.5,0.44945264,-0.05054736,0.49999997,0.506961,0.006961018
contest-on,125,8151707237922776873,0.2391369,0.0034252245,48,false,false,154,118,93,286,15,0.50000006,0.44060907,-0.059390992,0.5,0.4961412,-0.0038588047,0.5,0.39977998,-0.100220025,0.5,0.3862032,-0.1137968,0.49999997,0.59249556,0.09249559,0.5,0.6224562,0.12245619,0.50000006,0.43751365,-0.06248641,0.5,0.5935309,0.09353089,0.5,0.51571846,0.01571846,0.5,0.44482854,-0.05517146,0.49999997,0.47720796,-0.022792011
mortality-off,125,15705415236270567118,0.45679563,0.0017356185,48,false,false,144,108,145,154,15,0.50000006,0.41285202,-0.08714804,0.5,0.48265398,-0.017346025,0.5,0.44714954,-0.052850455,0.5,0.4784809,-0.021519095,0.49999997,0.5412626,0.041262656,0.5,0.60722107,0.10722107,0.50000006,0.42645752,-0.073542535,0.5,0.5276309,0.027630925,0.5,0.4960747,-0.0039252937,0.5,0.50634474,0.0063447356,0.49999997,0.48863652,-0.011363447
base,126,14173308296054557050,0.3529762,0.0025750767,48,false,false,141,105,115,473,19,0.50000006,0.6396471,0.13964707,0.5,0.5771204,0.07712042,0.5,0.3175083,-0.18249169,0.5,0.44202393,-0.057976067,0.49999997,0.5214809,0.021480948,0.5,0.6327512,0.13275123,0.50000006,0.5741966,0.07419652,0.5,0.54206103,0.04206103,0.5,0.37440404,-0.12559596,0.5,0.45402813,-0.04597187,0.49999997,0.5936094,0.09360942
seedprod-on,126,9629301366581647829,0.39811507,0.002330007,47,false,false,137,102,127,529,17,0.50000006,0.5421576,0.04215753,0.5,0.54532427,0.045324266,0.5,0.34605867,-0.15394133,0.5,0.5094434,0.009443402,0.49999997,0.55102295,0.051022977,0.5,0.7027349,0.20273489,0.50000006,0.47004685,-0.029953212,0.5,0.51803076,0.018030763,0.5,0.42295676,-0.077043235,0.5,0.45746043,-0.042539567,0.49999997,0.6040914,0.104091436
contest-on,126,12124460224614522934,0.34077382,0.0026970692,48,false,false,149,113,123,440,18,0.50000006,0.62759525,0.12759519,0.5,0.41003117,-0.08996883,0.5,0.42335734,-0.07664266,0.5,0.45628497,-0.04371503,0.49999997,0.5506429,0.050642937,0.5,0.72657007,0.22657007,0.50000006,0.45769495,-0.042305112,0.5,0.4170282,-0.08297181,0.5,0.51669776,0.016697764,0.5,0.448234,-0.05176601,0.49999997,0.52154094,0.02154097
mortality-off,126,13964419260820248009,0.6038691,0.0013827969,48,false,false,134,98,168,178,18,0.50000006,0.6142846,0.114284515,0.5,0.50137585,0.001375854,0.5,0.36888167,-0.13111833,0.5,0.47682536,-0.023174644,0.49999997,0.5071671,0.0071671307,0.5,0.60982275,0.10982275,0.50000006,0.52734977,0.02734971,0.5,0.509092,0.009091973,0.5,0.43254584,-0.06745416,0.5,0.4370169,-0.062983096,0.49999997,0.55247825,0.052478284
base,127,12077003362697469613,0.41140872,0.002228891,48,false,false,166,130,137,547,17,0.50000006,0.5107926,0.010792553,0.5,0.44577897,-0.054221034,0.5,0.4502143,-0.049785703,0.5,0.37602288,-0.123977125,0.49999997,0.5533347,0.053334743,0.5,0.71278566,0.21278566,0.50000006,0.48802716,-0.011972904,0.5,0.41378468,-0.08621532,0.5,0.5025342,0.0025342107,0.5,0.503981,0.003980994,0.49999997,0.583761,0.08376101
seedprod-on,127,15189210708874137301,0.30386904,0.0032566239,48,false,false,168,132,90,389,19,0.50000006,0.56822836,0.068228304,0.5,0.3770267,-0.12297329,0.5,0.4469983,-0.0530017,0.5,0.4348439,-0.0651561,0.49999997,0.52008384,0.020083874,0.5,0.67991287,0.17991287,0.50000006,0.4788465,-0.02115357,0.5,0.30684552,-0.19315448,0.5,0.5280604,0.028060377,0.5,0.4887333,-0.011266708,0.49999997,0.638322,0.13832203
contest-on,127,11936303194661144358,0.18472223,0.0018688033,0,true,false,79,91,94,244,19,0.50000006,0.57261086,0.072610795,0.5,0.42148432,-0.07851568,0.5,0.4016644,-0.098335594,0.5,0.46157256,-0.038427442,0.49999997,0.59072936,0.090729386,0.5,0.79349196,0.29349196,0.50000006,0.5435095,0.043509424,0.5,0.27143145,-0.22856855,0.5,0.4526311,-0.047368914,0.5,0.49637556,-0.0036244392,0.49999997,0.5949951,0.09499511
mortality-off,127,15531605609444098275,0.5733631,0.0016063266,48,false,false,148,112,168,175,17,0.50000006,0.5530232,0.05302316,0.5,0.40543818,-0.094561815,0.5,0.45147052,-0.048529476,0.5,0.44650736,-0.053492635,0.49999997,0.5358733,0.035873324,0.5,0.641382,0.14138198,0.50000006,0.5053713,0.005371213,0.5,0.37533727,-0.12466273,0.5,0.46305388,-0.036946118,0.5,0.44955269,-0.050447315,0.49999997,0.5941172,0.094117254
base,128,13329239474315814864,0.43487102,0.001911619,48,false,false,157,121,116,589,18,0.50000006,0.6832082,0.18320817,0.5,0.37377125,-0.12622875,0.5,0.41064242,-0.089357585,0.5,0.47330317,-0.026696831,0.49999997,0.54771256,0.047712594,0.5,0.6733343,0.1733343,0.50000006,0.7032557,0.20325565,0.5,0.3801382,-0.11986181,0.5,0.42150328,-0.078496724,0.5,0.4515776,-0.048422396,0.49999997,0.55349344,0.05349347
seedprod-on,128,10606436237337959423,0.43392858,0.0018400892,47,false,false,161,126,115,563,18,0.50000006,0.60282236,0.102822304,0.5,0.45173368,-0.04826632,0.5,0.41362906,-0.086370945,0.5,0.5035473,0.0035473108,0.49999997,0.46855655,-0.031443417,0.5,0.67279464,0.17279464,0.50000006,0.6135878,0.11358774,0.5,0.4213598,-0.07864019,0.5,0.43720624,-0.06279376,0.5,0.4199702,-0.080029786,0.49999997,0.45817605,-0.041823924
contest-on,128,492729773093734464,0.24856152,0.0033604382,48,false,false,153,117,105,341,18,0.50000006,0.701964,0.20196396,0.5,0.49317217,-0.0068278313,0.5,0.3071257,-0.19287431,0.5,0.4285482,-0.07145181,0.49999997,0.4646182,-0.035381764,0.5,0.65746766,0.15746766,0.50000006,0.6489257,0.14892566,0.5,0.42170745,-0.07829255,0.5,0.4610878,-0.038912207,0.5,0.46965438,-0.030345619,0.49999997,0.49951738,-0.000482589
mortality-off,128,14143496701400389218,0.6127976,0.0012237924,48,false,false,148,112,168,181,15,0.50000006,0.6415776,0.14157754,0.5,0.4776771,-0.022322893,0.5,0.42534074,-0.07465926,0.5,0.40799004,-0.09200996,0.49999997,0.49266267,-0.007337302,0.5,0.5887475,0.0887475,0.50000006,0.6754136,0.17541355,0.5,0.51365167,0.013651669,0.5,0.4512341,-0.048765898,0.5,0.412048,-0.08795199,0.49999997,0.49153113,-0.008468837
