seed,id,generation,parentId,birthTick,endTick,endReason,lifeTicks,eligibleTicks,births,meanBiomassFraction,growth,seedInvestment,waterEfficiency,nutrition,defense,dispersal,moistureTolerance,temperatureTolerance,nutrientUptake
69,138,13,126,11260,12000,alive,740,25,0,0.7445,0.68708,0.57398,0.63828,0.58631,0.19458,0.56138,0.44886,0.64753,0.50951
69,129,10,131,11400,12000,alive,600,24,0,0.8677,0.48077,0.56333,0.42437,0.66219,0.22614,0.50045,0.47492,0.48882,0.39027
69,137,11,136,11400,12000,alive,600,18,0,0.7186,0.50632,0.62206,0.35407,0.64066,0.25924,0.64864,0.53334,0.55014,0.41979
69,139,16,135,11460,12000,alive,540,16,0,0.6960,0.47935,0.29646,0.48944,0.68119,0.18659,0.85843,0.34616,0.36713,0.48601
69,140,10,123,11540,12000,alive,460,12,0,0.6553,0.42167,0.44326,0.55129,0.63304,0.21183,0.50419,0.40916,0.48822,0.48698
69,141,11,119,11540,12000,alive,460,8,1,0.7158,0.48975,0.64585,0.37393,0.56605,0.33871,0.72929,0.55284,0.50048,0.41719
69,142,13,133,11560,11600,takenOver,40,0,0,0.1038,0.58704,0.63489,0.64806,0.57019,0.29084,0.40867,0.42056,0.54569,0.49280
69,142,13,120,11600,12000,alive,400,11,1,0.8305,0.52848,0.62496,0.66956,0.59856,0.27705,0.42316,0.36215,0.58314,0.54102
69,143,10,128,11860,11880,takenOver,20,0,0,0.0915,0.53142,0.73781,0.47248,0.51834,0.24735,0.53185,0.46591,0.55392,0.38899
69,143,12,141,11880,12000,alive,120,0,0,0.3555,0.50047,0.58050,0.40217,0.60224,0.32564,0.74912,0.55884,0.47782,0.38858
69,144,14,142,11920,12000,alive,80,0,0,0.1453,0.48190,0.59961,0.63256,0.66442,0.28328,0.44372,0.38595,0.59572,0.51152
70,1,0,0,0,1960,aged,1960,14,2,0.7331,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
70,2,0,0,0,1960,aged,1960,60,2,0.9966,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
70,3,0,0,0,1960,aged,1960,60,2,0.9966,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
70,4,0,0,0,1960,aged,1960,41,3,0.9938,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
70,5,0,0,0,1960,aged,1960,60,2,0.9897,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
70,6,0,0,0,1960,aged,1960,79,1,0.9981,0.55000,0.50000,0.50000,0.65000,0.30000,0.50000,0.50000,0.50000,0.50000
70,7,1,1,20,2020,aged,2000,89,0,0.9231,0.51211,0.43256,0.46508,0.67967,0.34429,0.49082,0.46367,0.53455,0.48419
70,8,1,2,20,1980,aged,1960,50,2,0.9239,0.53355,0.51163,0.46704,0.66651,0.21180,0.49758,0.48371,0.50429,0.56222
70,9,1,3,20,1980,aged,1960,69,2,0.9254,0.53685,0.46449,0.48658,0.70065,0.29487,0.54286,0.48086,0.51024,0.55196
70,10,1,4,40,2000,aged,1960,67,2,0.9186,0.53773,0.43495,0.41354,0.57275,0.25467,0.50184,0.56837,0.51884,0.44758
70,11,1,5,60,2040,aged,1980,69,1,0.9180,0.53014,0.49166,0.51798,0.67760,0.32597,0.48446,0.54526,0.49351,0.52300
70,12,1,6,120,2080,aged,1960,83,1,0.9199,0.54536,0.52450,0.51860,0.64549,0.30506,0.53295,0.48087,0.49269,0.49593
70,13,2,8,320,2260,aged,1940,57,2,0.9245,0.55276,0.52212,0.48797,0.67758,0.23164,0.50692,0.46376,0.50588,0.58623
70,14,2,9,360,2260,aged,1900,72,1,0.9248,0.58438,0.50545,0.47210,0.70611,0.26872,0.53566,0.48753,0.49402,0.54769
70,15,1,1,420,460,takenOver,40,0,0,0.0794,0.52539,0.47556,0.53164,0.65852,0.30617,0.51022,0.48408,0.49214,0.49411
70,16,1,3,420,2300,aged,1880,86,0,0.9356,0.59858,0.51740,0.45798,0.65168,0.30974,0.53067,0.44302,0.46262,0.57114
70,17,1,4,440,2420,aged,1980,69,1,0.9156,0.52811,0.49255,0.50658,0.66276,0.32924,0.46935,0.46522,0.48365,0.47817
70,15,1,5,460,2280,aged,1820,50,2,0.9204,0.60831,0.52247,0.46579,0.67635,0.29889,0.53471,0.49878,0.47708,0.51296
70,18,2,11,500,2520,aged,2020,67,1,0.8853,0.50048,0.49944,0.54041,0.64396,0.32825,0.50174,0.55062,0.45064,0.51352
70,19,1,2,520,2440,aged,1920,68,1,0.9323,0.57710,0.48623,0.51523,0.64854,0.27582,0.46079,0.48237,0.46904,0.47791
70,20,3,13,560,600,takenOver,40,0,0,0.0810,0.53146,0.55721,0.50878,0.69485,0.25121,0.54665,0.51067,0.52340,0.57700
70,20,2,10,600,2520,aged,1920,70,1,0.9490,0.53538,0.43728,0.44250,0.57011,0.24365,0.49775,0.56447,0.52542,0.37259
70,21,2,8,720,2680,aged,1960,55,2,0.9290,0.53398,0.52789,0.47395,0.65355,0.23606,0.45192,0.50996,0.50912,0.53636
70,22,2,19,840,2760,aged,1920,58,1,0.9312,0.56545,0.48557,0.50344,0.64275,0.26063,0.41556,0.51633,0.50297,0.51215
70,23,1,4,880,2840,aged,1960,86,0,0.9131,0.54493,0.44362,0.49786,0.61084,0.28383,0.52213,0.46359,0.46693,0.51073
70,24,2,15,900,2800,aged,1900,59,1,0.8841,0.58281,0.52910,0.44987,0.69323,0.26798,0.53731,0.51628,0.49471,0.54759
70,27,2,10,1980,4000,aged,2020,70,1,0.9070,0.49913,0.43628,0.41602,0.57056,0.26094,0.51363,0.52984,0.52034,0.40918
70,28,2,15,1980,2000,takenOver,20,0,0,0.0000,0.60119,0.50420,0.39019,0.70227,0.28962,0.50359,0.44831,0.46383,0.50784
70,25,3,21,1980,3960,aged,1980,71,1,0.9317,0.52730,0.50432,0.47822,0.61719,0.27979,0.49387,0.47757,0.51098,0.45800
70,26,2,9,1980,2000,takenOver,20,0,0,0.0664,0.54254,0.43665,0.47825,0.64835,0.29169,0.54609,0.52440,0.50570,0.62845
70,28,3,14,2000,2260,takenOver,260,0,0,0.0069,0.54302,0.52758,0.44739,0.69925,0.29276,0.54998,0.46828,0.48058,0.54060
70,26,2,12,2000,4020,aged,2020,55,2,0.9413,0.47805,0.49809,0.48276,0.62996,0.33327,0.52927,0.45251,0.49376,0.48503
70,29,2,17,2020,2040,takenOver,20,0,0,0.0693,0.49812,0.50709,0.54636,0.68455,0.33162,0.48205,0.47334,0.45273,0.48613
70,29,3,20,2040,4020,aged,1980,53,2,0.9413,0.51097,0.42744,0.45218,0.54091,0.26332,0.53097,0.58106,0.54070,0.45341
70,30,3,13,2040,3980,aged,1940,69,1,0.9089,0.54855,0.52084,0.46962,0.67339,0.17699,0.46733,0.47042,0.50472,0.54898
70,31,3,22,2060,4020,aged,1960,70,1,0.9271,0.54539,0.55516,0.46805,0.61228,0.28527,0.43981,0.50055,0.50636,0.52448
70,32,3,18,2060,4040,aged,1980,49,1,0.8813,0.52602,0.52446,0.53294,0.64783,0.30488,0.50720,0.50021,0.39814,0.47181
70,33,3,26,2180,4260,aged,2080,68,2,0.9171,0.45694,0.49737,0.49398,0.61876,0.30367,0.52897,0.44843,0.52420,0.49855
70,28,3,24,2260,2740,takenOver,480,0,0,0.0066,0.58889,0.51216,0.48400,0.70625,0.24602,0.53746,0.53426,0.53515,0.54561
70,34,4,25,2280,4280,aged,2000,71,1,0.9250,0.50911,0.51778,0.47458,0.59904,0.32269,0.43021,0.44890,0.50399,0.48799
70,35,4,32,2300,4240,aged,1940,6,2,0.6195,0.54225,0.51235,0.55874,0.61965,0.26728,0.56605,0.49847,0.39865,0.47891
70,36,3,21,2380,4320,aged,1940,69,1,0.9335,0.55941,0.51118,0.45537,0.72527,0.23302,0.41328,0.53258,0.49534,0.53544
70,37,4,29,2440,4460,aged,2020,56,2,0.9105,0.49506,0.39552,0.45279,0.52969,0.25510,0.58626,0.58210,0.49569,0.43911
70,38,4,33,2460,4560,aged,2100,32,3,0.9115,0.43271,0.48733,0.48328,0.61876,0.28316,0.56058,0.47570,0.51927,0.44591
70,39,4,31,2560,4560,aged,2000,74,1,0.9493,0.51607,0.56692,0.40805,0.58510,0.22914,0.41513,0.54221,0.47396,0.56271
70,40,3,27,2580,4580,aged,2000,50,2,0.9059,0.50749,0.44585,0.41924,0.58623,0.26043,0.48906,0.54696,0.53307,0.39669
70,41,4,30,2700,4720,aged,2020,51,2,0.7507,0.49519,0.47379,0.43656,0.71089,0.17889,0.46374,0.45261,0.52227,0.57099
70,42,4,36,2700,2740,takenOver,40,0,0,0.0882,0.58094,0.43896,0.44001,0.70183,0.18549,0.38125,0.53054,0.46574,0.56356
70,43,3,26,2720,4760,aged,2040,33,3,0.9105,0.48551,0.48665,0.50230,0.64847,0.29302,0.54685,0.40260,0.50103,0.48431
70,28,5,38,2740,3400,takenOver,660,0,0,0.0122,0.42587,0.47693,0.52189,0.61164,0.28292,0.51583,0.44089,0.55554,0.50957
70,42,5,34,2740,4780,aged,2040,66,2,0.9560,0.45460,0.48135,0.47450,0.63609,0.33173,0.43891,0.48790,0.48882,0.49486
70,44,5,39,2860,4860,aged,2000,58,1,0.9317,0.51461,0.55184,0.42276,0.55866,0.29203,0.39633,0.56256,0.46635,0.64926
70,45,4,40,2940,3000,takenOver,60,0,0,0.0924,0.49147,0.43493,0.41709,0.58574,0.24942,0.44730,0.54954,0.48740,0.40230
70,45,4,29,3000,4900,aged,1900,63,2,0.9560,0.53568,0.44190,0.47372,0.53557,0.29735,0.51786,0.57769,0.49983,0.45231
70,46,5,35,3040,4940,aged,1900,22,4,0.8785,0.57959,0.52648,0.57163,0.59514,0.28730,0.51669,0.48615,0.40838,0.49104
70,47,5,37,3080,5040,aged,1960,47,2,0.9021,0.53379,0.35529,0.39945,0.52243,0.26246,0.58767,0.59982,0.49157,0.42627
70,28,6,46,3400,3440,takenOver,40,0,0,0.0706,0.57986,0.47097,0.58389,0.63629,0.33114,0.49410,0.50712,0.38479,0.50614
70,28,5,35,3440,3880,takenOver,440,0,0,0.0225,0.54889,0.50306,0.61052,0.60266,0.30422,0.48238,0.48016,0.40964,0.50798
70,28,6,46,3880,3900,takenOver,20,0,0,0.0603,0.56862,0.54520,0.57498,0.55959,0.29123,0.53999,0.49666,0.43011,0.53136
70,28,4,43,3900,3920,aged,20,0,0,0.0899,0.43186,0.48122,0.48982,0.69722,0.24129,0.55732,0.41148,0.47317,0.53993
70,48,5,41,4020,4040,takenOver,20,0,0,0.0538,0.49015,0.47240,0.44582,0.71728,0.21288,0.46070,0.44583,0.55649,0.60884
70,48,4,40,4040,5960,aged,1920,34,3,0.8604,0.55007,0.40069,0.43864,0.59161,0.28066,0.47881,0.52683,0.55299,0.40289
70,49,5,38,4060,6140,aged,2080,54,2,0.8993,0.44697,0.46778,0.46713,0.64040,0.27012,0.50668,0.52001,0.47492,0.43855
70,50,6,42,4080,4140,takenOver,60,0,0,0.0976,0.42429,0.51008,0.45434,0.64515,0.35626,0.43982,0.47151,0.50918,0.48178
70,50,4,33,4140,6120,aged,1980,55,2,0.9563,0.47976,0.48385,0.48855,0.63689,0.27280,0.49231,0.44771,0.53480,0.49638
70,51,5,45,4160,6100,aged,1940,71,1,0.9345,0.55909,0.46837,0.46951,0.50375,0.30548,0.52382,0.55786,0.53834,0.43569
70,52,6,47,4160,6140,aged,1980,30,3,0.8941,0.52515,0.40269,0.32701,0.53686,0.24976,0.60510,0.56914,0.47788,0.39284
70,53,5,37,4180,6220,aged,2040,49,3,0.9101,0.48398,0.37650,0.41431,0.54319,0.22471,0.53994,0.56674,0.48035,0.43438
70,55,4,43,4320,4460,takenOver,140,0,0,0.0583,0.44291,0.45814,0.51193,0.67733,0.33952,0.51799,0.48152,0.46993,0.47508
70,54,6,46,4320,6240,aged,1920,31,3,0.8977,0.57664,0.53821,0.54006,0.60905,0.30479,0.53330,0.43511,0.38988,0.51001
70,56,5,50,4340,4400,takenOver,60,0,0,0.0963,0.48468,0.51055,0.45002,0.60817,0.28231,0.49728,0.43758,0.50074,0.51882
70,56,6,49,4400,6420,aged,2020,62,1,0.9520,0.44947,0.48212,0.45745,0.58277,0.27365,0.51625,0.54908,0.45757,0.39897
70,55,5,38,4460,4760,takenOver,300,0,0,0.0125,0.43255,0.50647,0.54048,0.56965,0.24121,0.55845,0.48917,0.50721,0.41919
70,57,5,41,4520,4560,takenOver,40,0,0,0.0679,0.48937,0.50431,0.40749,0.73560,0.16882,0.52908,0.44614,0.45931,0.57777
70,58,7,52,4520,6540,aged,2020,51,1,0.8920,0.48918,0.37346,0.32323,0.53915,0.28709,0.62440,0.53911,0.45608,0.42256
70,59,6,53,4520,4620,takenOver,100,0,0,0.1090,0.45642,0.33826,0.43124,0.49239,0.28115,0.53259,0.54960,0.46519,0.46793
70,57,6,42,4560,6580,aged,2020,75,1,0.9557,0.46562,0.53869,0.42265,0.61518,0.28980,0.37220,0.45474,0.50305,0.51569
70,61,7,54,4580,6500,aged,1920,55,2,0.9233,0.56598,0.57888,0.52739,0.61677,0.33095,0.45077,0.45308,0.37103,0.59106
70,60,6,44,4580,6600,aged,2020,73,1,0.9312,0.49095,0.58732,0.43799,0.55351,0.30106,0.39552,0.53843,0.50251,0.67164
70,59,6,47,4620,6500,aged,1880,52,1,0.9544,0.52844,0.37470,0.38775,0.50730,0.28031,0.61591,0.62493,0.46424,0.43393
70,62,5,48,4700,4760,takenOver,60,0,0,0.0911,0.58142,0.38679,0.48590,0.55478,0.25340,0.53446,0.49403,0.53957,0.36498
70,62,5,45,4760,6660,aged,1900,22,4,0.9443,0.54137,0.43586,0.46446,0.56264,0.26304,0.48008,0.57740,0.42099,0.46997
70,55,4,43,4760,4780,takenOver,20,0,0,0.0692,0.48463,0.47389,0.48649,0.63393,0.25599,0.56208,0.41698,0.51440,0.49004
70,55,8,58,4780,5120,takenOver,340,0,0,0.0697,0.49622,0.40224,0.33802,0.49722,0.23728,0.66475,0.53346,0.48132,0.40597
70,63,6,49,4800,6860,aged,2060,76,1,0.9156,0.46215,0.44372,0.47451,0.62665,0.23505,0.50454,0.53112,0.45306,0.39934
70,64,6,51,4820,6720,aged,1900,51,2,0.9298,0.58545,0.45326,0.48066,0.50775,0.33321,0.54054,0.55999,0.51642,0.46563
70,65,5,50,4840,6860,aged,2020,89,1,0.9294,0.49747,0.54939,0.47316,0.67095,0.27655,0.43381,0.43110,0.53093,0.46570
70,66,6,46,4860,6780,aged,1920,50,1,0.9071,0.57570,0.45681,0.54327,0.63919,0.34964,0.53354,0.47218,0.37773,0.47715
70,67,6,62,4940,5000,takenOver,60,0,0,0.0854,0.53710,0.41828,0.48949,0.51737,0.28332,0.47565,0.55752,0.43648,0.47761
70,68,7,52,4960,6960,aged,2000,36,3,0.8817,0.51460,0.39620,0.29357,0.52214,0.30058,0.64483,0.52958,0.48594,0.39537
70,69,7,60,4980,7060,aged,2080,95,0,0.9317,0.45299,0.54678,0.41759,0.55471,0.31268,0.42586,0.54216,0.42905,0.70614
70,67,6,53,5000,6920,aged,1920,52,2,0.9529,0.52308,0.36862,0.41424,0.53373,0.21634,0.50684,0.56732,0.48148,0.43086
70,70,5,48,5100,5260,takenOver,160,0,0,0.0081,0.52116,0.35240,0.39413,0.55915,0.23543,0.48754,0.51653,0.52101,0.40453
70,55,7,54,5120,5160,takenOver,40,0,0,0.0641,0.56675,0.52838,0.58192,0.66554,0.30931,0.50104,0.46480,0.40123,0.47661
70,55,8,61,5160,6260,aged,1100,40,0,0.7579,0.55441,0.54504,0.55996,0.64655,0.34041,0.48300,0.39984,0.36150,0.61350
70,71,7,59,5160,7140,aged,1980,67,1,0.9037,0.52709,0.33328,0.38925,0.49219,0.28651,0.60434,0.64354,0.47156,0.46007
70,70,8,68,5260,5280,takenOver,20,0,0,0.0406,0.51922,0.38601,0.27845,0.50076,0.34183,0.64540,0.53881,0.43680,0.34941
70,70,7,67,5280,5380,takenOver,100,0,0,0.0122,0.53226,0.42726,0.40853,0.56899,0.24957,0.47292,0.61269,0.50665,0.44611
70,70,7,52,5380,5400,takenOver,20,0,0,0.0194,0.52409,0.40483,0.33624,0.50530,0.31398,0.62883,0.58567,0.50540,0.42124
70,70,6,62,5400,5640,takenOver,240,0,0,0.0060,0.57627,0.40624,0.46777,0.60142,0.28613,0.51427,0.56455,0.41338,0.46954
70,70,5,48,5640,5880,takenOver,240,0,0,0.0085,0.56735,0.39562,0.43345,0.60338,0.25264,0.44089,0.49975,0.51782,0.36188
70,70,7,64,5880,5900,takenOver,20,0,0,0.0628,0.57592,0.43560,0.50840,0.51304,0.37032,0.53468,0.57519,0.46816,0.39867
70,70,7,67,5900,5920,takenOver,20,0,0,0.1154,0.52799,0.38979,0.38852,0.57103,0.18774,0.50199,0.57849,0.45854,0.44494
70,70,7,54,5920,6960,aged,1040,24,1,0.7252,0.61376,0.52632,0.59219,0.58805,0.30932,0.53182,0.39469,0.39800,0.50389
70,72,6,62,5980,8000,aged,2020,52,2,0.8833,0.50141,0.42388,0.38140,0.53638,0.29102,0.50845,0.61389,0.42279,0.47691
70,73,7,57,6140,6260,takenOver,120,0,0,0.0781,0.44568,0.57301,0.37810,0.62485,0.26636,0.34728,0.44551,0.46554,0.50954
70,74,7,56,6160,8240,aged,2080,55,2,0.9133,0.45548,0.48582,0.48901,0.59581,0.32804,0.50250,0.49375,0.43129,0.38773
70,75,6,53,6160,6200,takenOver,40,0,0,0.1259,0.42331,0.34744,0.40257,0.61017,0.22418,0.51902,0.59364,0.53699,0.46294
70,75,8,71,6200,8180,aged,1980,35,3,0.9333,0.49516,0.29535,0.41330,0.48553,0.28898,0.63419,0.68428,0.45907,0.45022
70,73,8,61,6260,8080,aged,1820,47,2,0.9507,0.54997,0.56875,0.53063,0.59307,0.31880,0.43143,0.49577,0.40575,0.56396
70,76,8,68,6320,8260,aged,1940,46,2,0.8911,0.54997,0.40745,0.35898,0.55864,0.26610,0.67301,0.53872,0.47233,0.42394
70,77,7,64,6400,6480,takenOver,80,0,0,0.1062,0.53888,0.45701,0.45952,0.45771,0.34899,0.53139,0.59895,0.57105,0.48549
70,78,7,66,6460,6560,takenOver,100,0,0,0.0931,0.57863,0.45878,0.55574,0.64011,0.36296,0.57186,0.48929,0.39808,0.51067
70,77,6,62,6480,8320,aged,1840,49,2,0.9507,0.57082,0.48167,0.49225,0.56702,0.27987,0.52050,0.56327,0.41125,0.49566
70,79,9,75,6480,8460,aged,1980,38,2,0.9070,0.52478,0.30898,0.39077,0.47068,0.32618,0.64137,0.69924,0.47368,0.48124
70,80,8,74,6500,8560,aged,2060,92,0,0.9233,0.46674,0.49537,0.43611,0.59853,0.37626,0.46968,0.51283,0.38546,0.42917
70,78,7,63,6560,8560,aged,2000,58,2,0.8776,0.44219,0.44468,0.48960,0.65549,0.23495,0.51946,0.51964,0.46214,0.32477
70,81,7,77,6620,8560,aged,1940,59,2,0.9245,0.55470,0.47122,0.46131,0.53309,0.25772,0.50513,0.53603,0.44610,0.53165
70,82,9,76,6620,8620,aged,2000,32,2,0.9124,0.51131,0.40947,0.34005,0.53226,0.31700,0.61763,0.48256,0.50812,0.43261
70,83,7,72,6680,6740,takenOver,60,0,0,0.0909,0.50528,0.46193,0.40723,0.55728,0.29016,0.49982,0.65033,0.37222,0.46870
70,85,8,70,6720,8620,aged,1900,47,2,0.9206,0.58862,0.45996,0.57466,0.53156,0.27816,0.49179,0.45820,0.40368,0.54643
70,84,8,68,6720,8720,aged,2000,32,3,0.9164,0.50586,0.37331,0.28840,0.53618,0.33815,0.67281,0.51864,0.48058,0.40383
70,83,10,79,6740,8720,aged,1980,48,3,0.9446,0.48540,0.32457,0.43131,0.46536,0.23362,0.64099,0.63997,0.52577,0.50243
70,86,6,65,6800,6820,takenOver,20,0,0,0.0749,0.44347,0.57850,0.48072,0.70551,0.29607,0.45995,0.41098,0.53753,0.47901
70,86,9,73,6820,8760,aged,1940,53,2,0.9534,0.53941,0.56063,0.54335,0.52735,0.37394,0.42280,0.52438,0.38399,0.52710
70,87,9,75,6900,8960,aged,2060,52,2,0.9055,0.46562,0.26449,0.43209,0.48123,0.28860,0.59976,0.69408,0.42935,0.43687
70,88,8,78,6920,9040,aged,2120,91,0,0.8988,0.42692,0.46359,0.44818,0.68552,0.22123,0.47241,0.49269,0.51163,0.33127
70,89,10,82,6940,7020,takenOver,80,0,0,0.0972,0.50252,0.34493,0.30454,0.53918,0.35164,0.60913,0.52211,0.55466,0.41881
70,90,8,81,6960,8820,aged,1860,72,1,0.9274,0.61370,0.45075,0.49386,0.54556,0.25264,0.47805,0.49441,0.47970,0.53493
70,91,11,83,7000,7040,takenOver,40,0,0,0.0549,0.49696,0.35495,0.39569,0.45583,0.26193,0.67203,0.65467,0.56118,0.52550
70,89,8,74,7020,8960,aged,1940,75,1,0.9537,0.49234,0.48804,0.47276,0.62085,0.36462,0.47410,0.48164,0.43697,0.36678
70,92,9,84,7020,9040,aged,2020,50,1,0.8992,0.49331,0.37666,0.31818,0.51154,0.36861,0.66537,0.54867,0.49500,0.35211
70,91,9,76,7040,7060,takenOver,20,0,0,0.0117,0.62587,0.38510,0.32791,0.60423,0.26500,0.66806,0.53880,0.44472,0.42226
70,91,9,85,7060,7100,takenOver,40,0,0,0.0778,0.57873,0.51129,0.58100,0.55113,0.25650,0.48824,0.41523,0.43342,0.51645
70,93,7,77,7080,8960,aged,1880,67,0,0.9339,0.59519,0.43073,0.47577,0.54912,0.25138,0.53458,0.53343,0.43719,0.48721
70,91,7,72,7100,7280,takenOver,180,0,0,0.0713,0.48052,0.39991,0.36766,0.52375,0.28164,0.49235,0.57743,0.46738,0.51470
70,94,9,73,7260,9200,aged,1940,51,2,0.9350,0.55554,0.52837,0.52120,0.56947,0.32797,0.44036,0.44904,0.38663,0.56003
70,91,10,92,7280,7340,takenOver,60,0,0,0.0040,0.46868,0.33742,0.31192,0.51863,0.33314,0.65615,0.62692,0.45373,0.33297
70,91,10,79,7340,7440,takenOver,100,0,0,0.0026,0.50824,0.25912,0.38502,0.44319,0.34372,0.64700,0.64707,0.49366,0.43993
70,95,9,75,7340,7440,takenOver,100,0,0,0.0935,0.47742,0.29466,0.41557,0.45982,0.28315,0.60991,0.67343,0.46204,0.44926
70,91,9,84,7440,7500,takenOver,60,0,0,0.0154,0.57716,0.35807,0.28543,0.55200,0.32203,0.63917,0.54867,0.49059,0.43924
70,95,10,87,7440,9420,aged,1980,78,1,0.9477,0.45273,0.31779,0.41028,0.46014,0.27146,0.59072,0.66860,0.45165,0.45881
70,91,10,86,7500,7520,takenOver,20,0,0,0.1287,0.53439,0.60710,0.56042,0.49330,0.38294,0.42633,0.50313,0.42772,0.51440
70,91,11,83,7520,9000,aged,1480,28,2,0.7539,0.50777,0.32299,0.41840,0.49633,0.22380,0.64642,0.61848,0.57918,0.52578
70,96,10,86,8020,9960,aged,1940,50,2,0.9041,0.56222,0.59798,0.53342,0.44580,0.36776,0.41967,0.52483,0.42476,0.55317
70,97,10,94,8100,8140,takenOver,40,0,0,0.0769,0.54070,0.52860,0.48490,0.57359,0.34919,0.44946,0.50650,0.35903,0.59250
70,97,10,82,8140,10100,aged,1960,53,2,0.9452,0.51822,0.42311,0.31440,0.53283,0.30011,0.63111,0.53902,0.50654,0.38185
70,98,9,85,8240,10200,aged,1960,50,2,0.9091,0.53951,0.46454,0.54650,0.50851,0.26640,0.50405,0.49629,0.39319,0.52721
70,99,12,91,8300,8320,takenOver,20,0,0,0.0494,0.49834,0.31460,0.45828,0.44183,0.19610,0.61206,0.60721,0.57439,0.62204
70,100,9,84,8320,10400,aged,2080,73,1,0.9060,0.45922,0.37010,0.26302,0.52489,0.34301,0.62822,0.59595,0.47443,0.39857
70,99,8,78,8320,10380,aged,2060,55,1,0.9108,0.45429,0.48856,0.53124,0.63548,0.20397,0.49881,0.51337,0.46671,0.32408
70,101,11,96,8340,8360,takenOver,20,0,0,0.1264,0.53618,0.62126,0.54667,0.46745,0.36291,0.43237,0.54927,0.43652,0.54492
70,101,8,81,8360,10260,aged,1900,70,1,0.9227,0.57417,0.44519,0.44674,0.54380,0.25810,0.51457,0.51284,0.49703,0.53770
70,102,10,87,8520,8580,takenOver,60,0,0,0.0661,0.43739,0.23059,0.43852,0.48921,0.27509,0.61226,0.70338,0.42323,0.44358
70,102,9,90,8580,8600,takenOver,20,0,0,0.1830,0.58786,0.48905,0.53137,0.53335,0.21749,0.50389,0.60410,0.49302,0.55403
70,102,11,83,8600,10500,aged,1900,56,2,0.9569,0.53130,0.33504,0.44970,0.50783,0.26718,0.66916,0.71455,0.50887,0.48140
70,103,9,101,8600,10540,aged,1940,69,1,0.9294,0.55562,0.45721,0.49276,0.55100,0.29455,0.50851,0.45976,0.49277,0.55424
70,104,9,89,8660,10720,aged,2060,75,1,0.8754,0.46175,0.51997,0.48577,0.62568,0.37407,0.51266,0.48503,0.42729,0.37199
70,105,11,97,8660,10680,aged,2020,71,1,0.9203,0.49237,0.41840,0.32125,0.55334,0.31473,0.63081,0.53257,0.53386,0.34842
70,106,10,100,8680,10760,aged,2080,54,2,0.9099,0.44564,0.31982,0.27375,0.57195,0.33789,0.61854,0.61056,0.45946,0.39731
70,107,12,91,8780,10760,aged,1980,44,2,0.8976,0.52621,0.31072,0.38479,0.46476,0.21032,0.70718,0.59796,0.58331,0.59673
70,108,10,94,8800,10720,aged,1920,68,1,0.9337,0.56525,0.54815,0.49643,0.56208,0.32269,0.45080,0.47696,0.36045,0.56753
70,109,10,98,8900,10840,aged,1940,49,1,0.9209,0.55257,0.43308,0.55790,0.47743,0.24461,0.49381,0.46083,0.42229,0.50685
70,110,11,106,8940,8960,takenOver,20,0,0,0.0432,0.42590,0.33197,0.26552,0.50302,0.32396,0.66700,0.62695,0.46529,0.45134
70,111,11,96,8940,10980,aged,2040,74,1,0.9303,0.48348,0.61851,0.57257,0.43008,0.36306,0.44026,0.53395,0.41113,0.53883
70,110,12,105,8960,10920,aged,1960,71,1,0.9362,0.52395,0.36971,0.31633,0.54774,0.32669,0.63963,0.51754,0.57445,0.33229
70,112,10,103,9000,10900,aged,1900,58,2,0.9298,0.59154,0.48498,0.50144,0.55097,0.31438,0.49301,0.43441,0.49412,0.54549
70,113,13,107,9100,9140,takenOver,40,0,0,0.0578,0.45368,0.33265,0.37605,0.46573,0.22567,0.69367,0.59841,0.57152,0.65091
70,114,10,104,9100,11240,aged,2140,58,2,0.9087,0.40368,0.53170,0.53391,0.62070,0.38960,0.48389,0.50846,0.42444,0.40348
70,115,12,111,9120,9220,takenOver,100,0,0,0.1023,0.52045,0.61852,0.58474,0.46419,0.35954,0.42073,0.54656,0.40986,0.55273
70,113,11,109,9140,9160,takenOver,20,0,0,0.1471,0.55880,0.47575,0.50623,0.43116,0.15874,0.50845,0.47540,0.41557,0.48531
70,113,11,95,9160,11180,aged,2020,56,2,0.9507,0.45397,0.30349,0.42967,0.45241,0.30748,0.57755,0.69994,0.48484,0.45389
70,115,9,99,9220,11200,aged,1980,38,3,0.8217,0.45312,0.47552,0.53256,0.67840,0.22114,0.54062,0.49119,0.47374,0.28385
70,116,11,97,9260,9300,takenOver,40,0,0,0.0768,0.51118,0.42455,0.29152,0.54117,0.32311,0.62594,0.54111,0.50797,0.43206
70,116,11,108,9300,11140,aged,1840,68,1,0.9570,0.59499,0.51839,0.43876,0.52619,0.31568,0.46788,0.53611,0.38392,0.58832
70,117,10,98,9300,9380,takenOver,80,0,0,0.1150,0.55406,0.52938,0.55106,0.51551,0.31048,0.54921,0.51142,0.38319,0.52113
