schema=1
code_revision=64648d9
scenario_id=p6-defense-calibration-regen2.00
scenario_layout_fingerprint=13576515063262381010
scenario_resource_count=30
first_seed=42
seed_count=40
ticks=12000
WorldSeed=42
InitialPopulation=12
MaximumPopulation=500
FounderProfile=PhysiologyVariation
DecisionPolicyVersion=IntentUtilityV1
BaseFrequencyHz=20
CognitionEnabled=true
PhysiologyEnabled=true
PlantCohortsEnabled=true
PredationEconomicsEnabled=true
ForagingEconomicsEnabled=true
DecisionStaggerEnabled=true
MultiThreatPerceptionEnabled=true
RestBehaviorEnabled=true
JuvenileCapabilityEnabled=true
ParentalFollowingEnabled=true
KinRecognitionEnabled=true
LearnedResourceQualityEnabled=true
MateSelectionEnabled=true
PlantSiteCompetitionEnabled=true
PlantMortalityEnabled=true
PlantDefenseDeterrenceEnabled=true
PlantQualityPreferenceEnabled=true
PlantTemperatureAdaptationEnabled=true
PlantFertilityAdaptationEnabled=true
ProceduralEnvironmentFieldsEnabled=true
ElevationFieldEnabled=true
TerrainDrivenEnvironmentEnabled=true
TerrainDrivenTemperatureEnabled=false
MetabolicIngestionEnabled=false
HealthRecoveryEnabled=true
MetabolicHealingEnabled=false
GradedFertilityEnabled=true
GradedFertilityStrength=1.5
ReproductionNeedFraction=0.7
SlopeMovementCostEnabled=true
PlantEstablishmentContestEnabled=true
PlantInvaderEstablishmentContestEnabled=true
PlantSeedProductionRateEnabled=true
SafetyGatedMateRendezvousEnabled=false
HomeRangeAffinityEnabled=false
PlantSeedProductionRateDispersalCharge=2
PlantDefenseDeterrenceStrength=0.75
ThreatFalloffDistance=10

arm,seed,hash,population,extinct,energy,occupied_elevation,occupied_slope,body_size,movement_speed,metabolic_pace,vision_range,water_efficiency,food_efficiency,temperature_tolerance,fertility_investment,lifespan_tendency,urgency_exponent,travel_sensitivity,risk_aversion,neutral_marker
slope-on,176,14836610154187048566,1,0,0.0000,11.5912,0.0843,0.6994,0.7335,0.5841,0.3280,0.4343,0.6702,0.8359,0.7619,0.8360,0.4783,0.4845,0.5180,0.5559
slope-on,187,8098471555680754575,409,0,0.7550,2.6280,0.4120,0.5008,0.5358,0.4604,0.5113,0.4527,0.4858,0.6783,0.5790,0.6667,0.4517,0.5179,0.5393,0.4737
slope-on,193,9860969095308006944,34,0,0.0063,15.2738,0.3950,0.6529,0.4774,0.4989,0.4734,0.5088,0.5249,0.7549,0.5160,0.7391,0.4135,0.5054,0.4854,0.4896
slope-on,221,14221379658101369502,321,0,0.7869,6.8584,0.5287,0.5045,0.6477,0.6257,0.4071,0.5617,0.6023,0.8367,0.6330,0.6972,0.4317,0.4712,0.4882,0.5205
slope-on,228,9037726201283100531,92,0,0.7431,21.2855,0.3863,0.4576,0.4683,0.5035,0.4130,0.4298,0.5166,0.6709,0.4668,0.7613,0.4820,0.5023,0.5224,0.5193
slope-on,229,12012248522465270597,232,0,0.6895,16.4425,0.4547,0.5084,0.5112,0.4653,0.4632,0.4400,0.5062,0.8217,0.6386,0.7394,0.4645,0.5120,0.4734,0.4791
slope-on,238,2129344640682508569,292,0,0.7587,6.3756,0.3191,0.4755,0.4306,0.4928,0.5454,0.4397,0.6221,0.7323,0.5072,0.7681,0.4827,0.5194,0.5331,0.5137
slope-on,243,13059765716952187167,33,0,0.0004,24.3499,0.3897,0.5194,0.5330,0.4642,0.6025,0.5286,0.4901,0.7217,0.7958,0.7601,0.4513,0.4750,0.4900,0.5052
slope-on,262,10906769086292760688,320,0,0.6142,7.5863,0.4723,0.4565,0.4642,0.4804,0.4644,0.6152,0.5720,0.7535,0.5385,0.8331,0.4716,0.4517,0.4737,0.5007
slope-on,283,11924726714791146970,380,0,0.6144,2.1759,0.3745,0.4685,0.5289,0.6851,0.5014,0.5151,0.5189,0.7194,0.7665,0.6972,0.4552,0.4462,0.4651,0.5141
slope-on,284,14780439581128838779,201,0,0.7012,0.3970,0.1415,0.4307,0.5577,0.5444,0.4561,0.4509,0.5352,0.6226,0.8214,0.3630,0.3943,0.5042,0.4821,0.5230
slope-on,304,15121527635822615293,331,0,0.7746,14.1483,0.3881,0.4408,0.4630,0.5192,0.4558,0.5205,0.5417,0.8916,0.4079,0.7558,0.4641,0.4648,0.4478,0.5151
slope-on,311,9593633472819114929,316,0,0.2919,0.3584,0.1777,0.5644,0.5531,0.5953,0.4570,0.4638,0.5526,0.6342,0.6773,0.8359,0.4452,0.5109,0.5146,0.5116
slope-on,313,11933635676185404057,158,0,0.7843,12.4789,0.3170,0.4836,0.6136,0.4975,0.5954,0.4208,0.4796,0.6133,0.5490,0.6143,0.4878,0.4873,0.5230,0.4859
slope-on,316,7223349414593090330,325,0,0.6113,20.8676,0.4448,0.4804,0.5000,0.4895,0.5474,0.4925,0.4717,0.6773,0.4705,0.8302,0.4653,0.5023,0.4833,0.5009
slope-on,325,15949213400626937787,316,0,0.6749,1.0081,0.2148,0.5194,0.4437,0.5531,0.4328,0.4714,0.4556,0.7854,0.7056,0.7159,0.4453,0.4979,0.5105,0.4843
slope-on,328,13442909830758600971,303,0,0.7885,20.9165,0.3159,0.4940,0.5323,0.5713,0.4621,0.4700,0.5229,0.7237,0.7969,0.7118,0.4604,0.5016,0.5384,0.5136
slope-on,330,3555300877447956971,98,0,0.5339,3.0318,0.4547,0.3888,0.5591,0.4179,0.5125,0.5085,0.4761,0.6404,0.3942,0.7774,0.4786,0.4927,0.4670,0.5155
