arm,seed,sample,sample_count,tick,population,extinct_at_end,at_cap,peak_population,starvation_deaths,dehydration_deaths,age_deaths,health_deaths,predation_deaths,starvation_deaths_interval,total_deaths_interval,plant_patches,seed_eligible_patches,plant_biomass,plant_growth_cumulative,plant_offtake_cumulative,plant_mortality_cumulative,mean_energy_fraction,behavior_hash
graded-seeding,44,6,9,16000,58,0,0,405,196,0,352,0,0,79,178,22,17,1281.5934,27738.6055,17773.1875,9118.4629,0.7793,9754829615656682357
graded-seeding,44,7,9,18666,60,0,0,405,196,0,394,0,0,0,42,23,22,1586.4889,31178.4941,18971.0488,11050.9658,0.8153,5888130015830781828
graded-seeding,44,8,9,21333,193,0,0,405,196,0,414,0,0,0,20,23,18,1293.2196,35902.9492,22140.6738,12899.3086,0.7747,13577312337949925094
graded-seeding,44,9,9,24000,405,0,0,405,196,0,476,0,0,0,62,24,9,631.9209,43668.875,29230.2148,14237.5059,0.6075,9886724693786294418
graded-seeding,45,1,9,2666,34,0,0,433,0,0,3,0,0,0,3,21,17,1283.2379,2823.9702,399.7832,1572.9497,0.7194,12240021375181747224
graded-seeding,45,2,9,5333,63,0,0,433,0,0,27,0,0,0,24,24,23,1641.5726,5832.1689,1257.6411,3364.9475,0.818,8930286882221448034
graded-seeding,45,3,9,8000,169,0,0,433,0,0,59,0,0,0,32,23,20,1479.6193,9656.8994,3182.927,5426.4116,0.8261,4676677837289358914
graded-seeding,45,4,9,10666,433,0,0,433,0,0,143,0,0,0,84,24,5,468.4035,16286.5098,8673.8623,7576.0605,0.7702,11560438788199082062
graded-seeding,45,5,9,13333,144,0,0,433,225,1,323,0,0,225,406,23,0,5.8196,19215.0195,11939.0889,7703.1094,0.1065,6401011394408951147
graded-seeding,45,6,9,16000,18,0,0,433,288,1,389,1,0,63,130,22,22,1574.438,22538.8066,12984.7061,8412.876,0.8467,13752660289304162574
graded-seeding,45,7,9,18666,27,0,0,433,288,1,403,1,0,0,14,23,21,1498.9202,25054.3184,13285.0938,10703.5537,0.853,2224643682560301892
graded-seeding,45,8,9,21333,148,0,0,433,288,1,408,1,0,0,5,24,20,1560.7346,28483.5879,14797.2021,12558.6191,0.843,7798684733439644399
graded-seeding,45,9,9,24000,411,0,0,433,305,1,432,1,0,17,41,24,0,4.6367,31833.0488,18735.4688,13525.6602,0.1606,2593829630279262956
graded-seeding,46,1,9,2666,38,0,0,360,0,0,1,0,0,0,1,19,16,1165.3975,2684.4988,443.9628,1507.1267,0.6788,5436041487961288545
graded-seeding,46,2,9,5333,57,0,0,360,0,0,23,1,0,0,23,23,21,1516.5107,5939.0767,1416.8563,3437.6021,0.7688,15398650661144508586
graded-seeding,46,3,9,8000,145,0,0,360,0,0,50,1,0,0,27,24,22,1603.7402,10043.1367,3583.4172,5288.0088,0.7855,11535302755502762195
graded-seeding,46,4,9,10666,360,0,0,360,0,0,105,1,0,0,55,23,15,1153.4363,17332.1211,9395.2559,7215.5522,0.7841,9536459057233223209
graded-seeding,46,5,9,13333,134,0,0,360,199,0,230,3,0,199,326,24,0,211.4172,21793.834,13902.8477,8110.6841,0.1511,12932667569869994807
graded-seeding,46,6,9,16000,30,0,0,360,233,0,306,4,0,34,111,22,20,1431.8457,26553.7871,15725.8076,9825.9326,0.7452,13673870892852792212
graded-seeding,46,7,9,18666,26,0,0,360,233,0,329,4,0,0,23,24,23,1677.1329,28929.9824,16140.1289,11542.6904,0.7507,268070520982307026
graded-seeding,46,8,9,21333,68,0,0,360,233,0,337,4,0,0,8,22,21,1487.5297,31892.7012,17003.668,13831.751,0.7627,13310690871133695257
graded-seeding,46,9,9,24000,236,0,0,360,233,0,356,4,0,0,19,23,19,1430.5596,36529.0156,19510.0703,16017.0215,0.7804,7827358199678071067
graded-seeding,47,1,9,2666,39,0,0,450,0,0,3,0,0,0,3,23,22,1568.2325,2986.5881,503.9002,1346.4512,0.6942,16168586171726458792
graded-seeding,47,2,9,5333,56,0,0,450,0,0,33,1,0,0,31,24,23,1672.2214,6140.3105,1474.5309,3425.6743,0.7987,12268326133988566770
graded-seeding,47,3,9,8000,131,0,0,450,0,0,69,1,0,0,36,23,19,1386.6533,9735.4326,3295.3308,5486.04,0.7726,13528181512264403243
graded-seeding,47,4,9,10666,378,0,0,450,0,0,138,1,0,0,69,20,13,964.1138,16403.9941,8255.3672,7617.6104,0.8048,11776505990794908925
graded-seeding,47,5,9,13333,450,0,0,450,23,0,314,1,0,23,199,21,0,3.9699,24008.8516,15863.7656,8574.3428,0.3179,9530872757020547802
graded-seeding,47,6,9,16000,59,0,0,450,269,2,471,2,0,246,406,24,23,1649.9537,27934.6348,18071.3301,8646.3428,0.8046,17683529645530004273
graded-seeding,47,7,9,18666,97,0,0,450,269,2,515,3,0,0,45,21,19,1382.7401,31516.1523,19270.5,11295.709,0.8174,10707563071598778655
graded-seeding,47,8,9,21333,349,0,0,450,269,2,542,3,0,0,27,24,11,797.0806,36776.4961,22899.625,13508.9941,0.7785,16717774351687985582
graded-seeding,47,9,9,24000,209,0,0,450,540,3,646,3,0,271,376,24,0,16.7713,41017.0469,27323.4316,14105.6504,0.0823,17050407643130454615
graded-seeding,48,1,9,2666,37,0,0,500,0,0,2,0,0,0,2,22,19,1423.036,2911.3635,492.4318,1427.8925,0.7455,14446912455728438393
graded-seeding,48,2,9,5333,86,0,0,500,0,0,21,0,0,0,19,23,19,1396.2216,6201.2695,1875.566,3361.437,0.8011,12321021765483592850
graded-seeding,48,3,9,8000,288,0,0,500,0,0,55,0,0,0,34,23,22,1562.7449,12311.9072,5620.5059,5561.0679,0.8002,8539978804461234000
graded-seeding,48,4,9,10666,499,0,0,500,0,0,168,0,0,0,113,24,5,383.3184,21784.5605,14870.8037,6962.916,0.6594,17181691902809322001
graded-seeding,48,5,9,13333,101,0,0,500,221,0,377,4,0,221,434,24,24,1693.7563,26867.248,18597.9531,7008.3057,0.8403,11634934509235682236
graded-seeding,48,6,9,16000,108,0,0,500,221,0,458,5,0,0,82,23,23,1641.2184,30170.2461,20090.0957,8872.1943,0.8366,16359701962696281403
graded-seeding,48,7,9,18666,474,0,0,500,221,0,487,5,0,0,29,24,20,1459.0721,36455.6484,24652.2676,10777.4512,0.8387,2042217632092072864
graded-seeding,48,8,9,21333,500,0,1,500,221,0,611,5,0,0,124,23,14,1044.8744,45351.8672,32083.3242,12656.1172,0.8148,502134227898276105
graded-seeding,48,9,9,24000,500,0,1,500,221,0,990,5,0,0,379,24,10,775.8165,54253.043,40224.0586,13688.3311,0.7661,11656173567983339679
graded-seeding,49,1,9,2666,41,0,0,453,0,0,1,0,0,0,1,18,16,1175.0593,2943.5247,479.7149,1720.7391,0.797,1175606071790820465
graded-seeding,49,2,9,5333,73,0,0,453,0,0,32,0,0,0,31,22,21,1491.8546,6062.1006,1639.4192,3362.8035,0.7852,14578533300397055345
graded-seeding,49,3,9,8000,141,0,0,453,0,0,82,0,0,0,50,21,19,1348.2906,9918.9932,3791.0225,5211.501,0.7853,15372262653623751923
graded-seeding,49,4,9,10666,320,0,0,453,0,0,162,1,0,0,81,20,16,1134.6902,16358.793,8378.7832,7277.3271,0.7925,8922560494834716436
graded-seeding,49,5,9,13333,453,0,0,453,5,0,319,1,0,5,162,22,0,1.62,23278.2012,15576.4971,8130.0161,0.1604,7997151266413993207
graded-seeding,49,6,9,16000,20,0,0,453,318,0,444,1,0,313,438,23,23,1654.3914,26339.998,16843.0195,8273.6729,0.7955,11370417613104470936
graded-seeding,49,7,9,18666,23,0,0,453,318,0,459,1,0,0,15,24,24,1708.7319,28960.8691,17183.2363,10500.0576,0.8768,7380967313552900859
graded-seeding,49,8,9,21333,91,0,0,453,318,0,469,1,0,0,10,24,21,1555.0867,31995.0664,18217.9297,12653.6191,0.8302,9049762600582950335
graded-seeding,49,9,9,24000,317,0,0,453,318,0,499,1,0,0,30,22,6,418.457,36591.5938,21936.1992,14667.1797,0.5729,5008896713862862208
graded-seeding,50,1,9,2666,33,1,0,425,0,0,4,0,0,0,4,20,18,1372.7677,2923.0117,407.9778,1574.2737,0.7775,553787569925028725
graded-seeding,50,2,9,5333,46,1,0,425,0,0,28,0,0,0,24,22,21,1528.2465,5788.9038,1260.1536,3432.4788,0.713,13800809216766809288
graded-seeding,50,3,9,8000,74,1,0,425,0,0,50,8,0,0,30,21,19,1354.9955,8804.0928,2441.1355,5439.8491,0.7755,8137336469779908409
graded-seeding,50,4,9,10666,149,1,0,425,0,0,89,11,0,0,42,21,20,1378.9305,13632.0693,4981.5054,7703.2412,0.8034,16291510907127166372
graded-seeding,50,5,9,13333,425,1,0,425,0,0,171,11,0,0,82,24,20,1398.5566,21496.1621,10806.3818,9723.0771,0.8127,17453820334529779300
graded-seeding,50,6,9,16000,308,1,0,425,106,0,384,11,0,106,319,24,0,17.4508,27449.0527,17160.707,10700.9902,0.058,804037276367016715
graded-seeding,50,7,9,18666,17,1,0,425,296,0,484,13,0,190,292,24,21,1533.0475,30855.9336,18331.4609,11419.6426,0.8296,4702513503495261591
graded-seeding,50,8,9,21333,0,1,0,425,296,0,500,14,0,0,17,21,19,1381.7705,33519.3477,18426.6875,14139.2754,,16259868005005348308
graded-seeding,50,9,9,24000,0,1,0,425,296,0,500,14,0,0,0,23,22,1583.994,35591.0547,18426.6875,16008.7627,,3860171323442256319
graded-seeding,51,1,9,2666,33,0,0,391,0,0,4,0,0,0,4,22,21,1558.0962,2938.3433,452.5725,1359.6669,0.7934,3703626131881134245
graded-seeding,51,2,9,5333,50,0,0,391,0,0,27,1,0,0,24,22,21,1504.5929,5789.3687,1423.5242,3293.2617,0.7646,2756881333425757459
graded-seeding,51,3,9,8000,78,0,0,391,0,0,61,1,0,0,34,22,20,1489.4749,9198.1279,2913.886,5226.9746,0.7885,10823981635439185132
graded-seeding,51,4,9,10666,206,0,0,391,0,0,101,1,0,0,40,21,21,1493.5223,14652.6592,6088.6992,7502.0532,0.8032,1365071567404042629
graded-seeding,51,5,9,13333,360,0,0,391,0,0,187,1,0,0,86,22,10,746.9666,23673.7871,14047.4814,9310.9268,0.7191,17682773683139104370
graded-seeding,51,6,9,16000,233,0,0,391,62,0,352,2,0,62,228,23,5,371.9073,31897.3926,21933.0449,10026.3174,0.5692,4466058530140639074
graded-seeding,51,7,9,18666,206,0,0,391,69,1,508,3,0,7,165,23,17,1291.537,40005.9453,28013.7617,11140.2822,0.792,8140716743764222990
graded-seeding,51,8,9,21333,391,0,0,391,69,1,586,4,0,0,79,24,7,591.6133,49429.0703,36425.2188,12853.2051,0.6805,13168311327192924994
graded-seeding,51,9,9,24000,87,0,0,391,311,1,679,4,0,242,335,24,24,1723.2061,55002.9922,40868.8438,12853.2051,0.7812,15370942310411329463
graded-seeding,52,1,9,2666,42,0,0,500,0,0,1,0,0,0,1,23,18,1401.1049,3009.2009,469.2813,1570.8257,0.8115,6808106974971783767
graded-seeding,52,2,9,5333,98,0,0,500,0,0,21,0,0,0,20,23,22,1573.8352,6358.0552,1858.6626,3357.6208,0.8051,15271913897183613644
graded-seeding,52,3,9,8000,181,0,0,500,0,0,68,0,0,0,47,21,14,1102.7733,10965.0996,4827.0806,5468.2734,0.7678,4231738326854197048
graded-seeding,52,4,9,10666,323,0,0,500,0,0,143,5,0,0,80,21,12,894.7361,18226.7813,10217.9775,7545.938,0.7746,9856111967541492086
graded-seeding,52,5,9,13333,286,0,0,500,59,1,263,5,0,59,180,24,0,6.0015,22872.7266,15067.8955,8231.0078,0.0466,4414427027607142216
graded-seeding,52,6,9,16000,32,0,0,500,265,1,320,7,0,206,265,24,24,1724.2815,25663.2559,16139.957,8231.0078,0.8094,7770316919017104208
graded-seeding,52,7,9,18666,48,0,0,500,265,1,341,7,0,0,21,23,20,1479.6515,27958.6563,16680.8145,10230.5645,0.8388,791250683960246936
graded-seeding,52,8,9,21333,172,0,0,500,265,1,356,7,0,0,15,22,18,1327.615,31920.9805,18513.7637,12509.377,0.8508,15466135849385082422
graded-seeding,52,9,9,24000,500,0,1,500,265,1,399,7,0,0,43,22,1,141.0131,38054.5469,24265.209,14076.7588,0.6095,13280157247263882468
graded-seeding,53,1,9,2666,30,0,0,325,0,0,3,0,0,0,3,18,15,1189.5786,2600.3894,413.6511,1429.1659,0.6572,9436968631448446191
graded-seeding,53,2,9,5333,30,0,0,325,0,0,22,0,0,0,19,22,21,1510.1433,5474.0469,1098.2629,3297.6355,0.7889,1328492127999716337
graded-seeding,53,3,9,8000,41,0,0,325,0,0,45,0,0,0,23,22,19,1386.9772,8023.8408,1764.5428,5304.4419,0.8053,18060987831220113915
graded-seeding,53,4,9,10666,64,0,0,325,0,0,70,1,0,0,26,23,20,1464.0334,11176.291,2619.4072,7524.8032,0.8175,14721395631895913600
graded-seeding,53,5,9,13333,75,0,0,325,0,0,102,6,0,0,37,24,21,1529.2462,14447.7568,3901.3474,9449.124,0.7113,10538827063760408235
graded-seeding,53,6,9,16000,74,0,0,325,0,0,152,9,0,0,53,23,22,1580.1749,17879.8496,5282.6147,11449.1709,0.802,10730902008737498732
graded-seeding,53,7,9,18666,142,0,0,325,0,0,186,9,0,0,34,21,18,1293.5775,22174.7578,7520.9238,13792.0508,0.8085,1273561655955593170
graded-seeding,53,8,9,21333,325,0,0,325,0,0,248,9,0,0,62,21,13,1008.9395,29009.377,12631.8115,15799.5498,0.7969,1337114574821862958
graded-seeding,53,9,9,24000,221,0,0,325,126,0,361,9,0,126,239,24,2,217.5989,33985.8672,17878.3242,16319.5889,0.1501,16902063650541813277
graded-seeding,54,1,9,2666,30,0,0,350,0,0,5,0,0,0,5,21,17,1231.7886,2738.8779,434.0654,1505.0125,0.6924,1018932999124353645
graded-seeding,54,2,9,5333,28,0,0,350,0,0,24,1,0,0,20,23,22,1589.5491,5554.5278,1033.4695,3363.4678,0.8089,9213273546022365247
graded-seeding,54,3,9,8000,24,0,0,350,0,0,49,1,0,0,25,22,22,1582.522,7928.1411,1549.2092,5228.3784,0.8049,5677694078775875605
graded-seeding,54,4,9,10666,41,0,0,350,0,1,65,1,0,0,17,19,19,1362.0164,10990.8672,2171.1409,7889.5459,0.8053,16097433539073298115
graded-seeding,54,5,9,13333,53,0,0,350,0,5,84,1,0,0,23,21,17,1274.4543,14140.3906,3180.8982,10116.7295,0.7373,6070100021240917850
graded-seeding,54,6,9,16000,71,0,0,350,0,6,120,3,0,0,39,24,22,1598.2489,17784.7988,4496.6455,12121.374,0.8141,4436382416701114618
graded-seeding,54,7,9,18666,178,0,0,350,0,10,153,3,0,0,37,23,20,1529.5001,22777.2422,7059.9629,14619.4463,0.824,4655283873317328347
graded-seeding,54,8,9,21333,350,0,0,350,0,13,217,3,0,0,67,23,7,523.9659,29288.6289,12975.4785,16220.1904,0.5839,808355978760784705
graded-seeding,54,9,9,24000,235,0,0,350,119,17,359,5,0,119,267,22,4,309.2421,35746.4727,19032.4063,16836.5996,0.5458,11507222980060007167
graded-seeding,55,1,9,2666,32,1,0,32,0,0,1,0,0,0,1,18,15,1157.964,2718.8621,420.5452,1572.3595,0.5599,4345498814945386941
graded-seeding,55,2,9,5333,18,1,0,32,0,0,23,0,0,0,22,23,22,1579.9156,5419.5171,1055.4067,3216.2163,0.7965,12877609849689573831
graded-seeding,55,3,9,8000,3,1,0,32,0,0,40,0,0,0,17,23,22,1616.8247,7677.6069,1264.7957,5228.0513,0.5522,14047683463986390834
graded-seeding,55,4,9,10666,0,1,0,32,0,0,41,2,0,0,3,23,20,1512.9344,10032.7705,1281.4995,7670.4058,,194475132870924049
graded-seeding,55,5,9,13333,0,1,0,32,0,0,41,2,0,0,0,23,22,1587.4384,12263.209,1281.4995,9826.3398,,16515330565645088473
graded-seeding,55,6,9,16000,0,1,0,32,0,0,41,2,0,0,0,20,19,1371.7856,14563.9756,1281.4995,12342.7598,,16901620822758480948
graded-seeding,55,7,9,18666,0,1,0,32,0,0,41,2,0,0,0,24,21,1571.0574,16844.543,1281.4995,14424.0596,,10877801691243635092
graded-seeding,55,8,9,21333,0,1,0,32,0,0,41,2,0,0,0,23,22,1591.9377,18875.2637,1281.4995,16433.9023,,17641056794697084946
graded-seeding,55,9,9,24000,0,1,0,32,0,0,41,2,0,0,0,23,21,1513.5621,21163.7129,1281.4995,18800.7227,,1099426576226633418
graded-seeding,56,1,9,2666,37,0,0,500,0,0,6,0,0,0,6,19,17,1249.5767,3032.4285,504.031,1710.8129,0.777,9407160299464355362
graded-seeding,56,2,9,5333,78,0,0,500,0,0,36,0,0,0,30,22,22,1559.7542,6276.1138,1719.4635,3428.8599,0.7989,3112436176516479730
graded-seeding,56,3,9,8000,190,0,0,500,0,0,82,0,0,0,46,22,22,1565.3142,10708.1689,4364.332,5210.6987,0.7867,7684031271953843574
graded-seeding,56,4,9,10666,399,0,0,500,0,0,191,0,0,0,109,22,12,967.6196,18224.6133,10480.3037,7209.5718,0.7804,17500992136843024572
graded-seeding,56,5,9,13333,241,0,0,500,144,0,402,0,0,144,355,22,0,4.3914,23760.5527,16456.6348,7732.9829,0.0489,9255848826798062293
graded-seeding,56,6,9,16000,21,0,0,500,287,0,486,1,0,143,228,21,19,1405.3905,27616.2012,17841.0176,8803.5303,0.805,12107710157478591155
graded-seeding,56,7,9,18666,41,0,0,500,287,0,499,1,0,0,13,24,22,1607.8715,30691.8672,18426.6641,11092.2637,0.8272,4334792522668568938
graded-seeding,56,8,9,21333,182,0,0,500,287,0,512,1,0,0,13,22,21,1494.0292,34863.1367,20733.9414,13074.5684,0.8319,8230294930582964088
graded-seeding,56,9,9,24000,500,0,1,500,287,0,558,1,0,0,46,21,7,637.8451,43785.2734,28662.834,14929.5449,0.7992,2990739797607558547
graded-seeding,57,1,9,2666,40,0,0,467,0,0,3,0,0,0,3,23,23,1632.4028,3133.2349,509.0824,1423.7531,0.7954,1027798750811166683
graded-seeding,57,2,9,5333,83,0,0,467,0,0,28,0,0,0,25,22,20,1512.411,6371.7007,1862.4214,3428.8423,0.8117,1971187561161338937
graded-seeding,57,3,9,8000,211,0,0,467,0,0,83,0,0,0,55,24,23,1665.1093,11208.1787,4769.499,5205.5688,0.8008,2563312197653577573
graded-seeding,57,4,9,10666,443,0,0,467,0,0,187,0,0,0,104,24,11,907.7402,18983.3027,11568.2197,6939.4648,0.7907,3963690320626100959
graded-seeding,57,5,9,13333,431,0,0,467,8,0,450,0,0,8,271,24,0,3.2368,26951.8203,19580.6641,7798.5649,0.1939,13572674815349305822
graded-seeding,57,6,9,16000,64,0,0,467,202,0,642,8,0,194,394,24,23,1655.4756,31627.168,22103.9023,8302.0557,0.8056,10187496462412503812
graded-seeding,57,7,9,18666,112,0,0,467,202,0,685,8,0,0,43,22,18,1402.6671,35736.3555,23678.1797,11091.5713,0.8079,16935777355366153014
graded-seeding,57,8,9,21333,320,0,0,467,202,0,734,8,0,0,49,24,17,1273.5215,41827.0234,28129.7754,12860.8164,0.8129,13006026152116087679
graded-seeding,57,9,9,24000,467,0,0,467,203,0,865,8,0,1,132,22,0,20.0268,48972.2266,35789.3789,13599.2939,0.1545,12369450037362456076
graded-seeding,58,1,9,2666,34,0,0,499,0,0,5,0,0,0,5,19,15,1148.9941,2581.8682,430.7952,1434.0771,0.6946,5642608502633028803
graded-seeding,58,2,9,5333,46,0,0,499,0,0,28,0,0,0,23,24,22,1576.3978,5537.165,1178.0864,3214.6575,0.8172,910390036054464127
graded-seeding,58,3,9,8000,121,0,0,499,0,0,55,0,0,0,27,23,21,1514.3336,8888.415,2520.0625,5285.9131,0.7919,5255218361272001741
graded-seeding,58,4,9,10666,279,0,0,499,2,0,111,0,0,2,58,23,12,851.3455,13702.7061,6058.1392,7225.1738,0.7096,9704368608309449806
graded-seeding,58,5,9,13333,194,0,0,499,144,2,227,0,0,142,260,22,1,109.9263,17851.0957,10100.5723,8073.1201,0.6372,15913109164973986691
graded-seeding,58,6,9,16000,174,0,0,499,190,3,315,2,0,46,137,24,21,1505.5906,22318.498,12469.041,8776.541,0.8457,304809077037595642
graded-seeding,58,7,9,18666,499,0,0,499,190,3,388,2,0,0,73,23,9,738.4698,27852.6523,17221.0156,10325.0576,0.7141,14680390346912765616
graded-seeding,58,8,9,21333,53,0,0,499,587,3,486,3,0,397,496,24,3,339.1002,30505.1855,19939.0469,10659.7236,0.7643,14693174605209882023
graded-seeding,58,9,9,24000,32,0,0,499,587,3,536,3,0,0,50,24,19,1422.6028,33934.4453,20565.8359,12378.1445,0.8298,16647766317253207955
graded-seeding,59,1,9,2666,41,0,0,373,0,0,2,0,0,0,2,21,17,1302.5054,2727.6631,497.4659,1359.6799,0.8014,14448109930523573196
graded-seeding,59,2,9,5333,76,0,0,373,0,0,26,0,0,0,24,23,20,1425.4213,5968.1499,1766.6411,3208.1326,0.7462,442486945652750725
graded-seeding,59,3,9,8000,168,0,0,373,0,0,66,1,0,0,41,23,21,1544.7246,10405.2734,4182.6973,5109.6938,0.7889,6334874284554439716
graded-seeding,59,4,9,10666,373,0,0,373,0,0,138,1,0,0,72,20,12,871.4499,17248.8535,9678.7412,7130.3164,0.7782,16167653515292851870
graded-seeding,59,5,9,13333,102,0,0,373,250,0,281,1,0,250,393,24,0,6.0006,21218.6211,14181.4902,7464.2539,0.1277,8386669099286494199
graded-seeding,59,6,9,16000,27,0,0,373,283,0,342,2,0,33,95,22,21,1499.1514,25124.0723,15231.6855,8827.627,0.8371,17351462198827357132
graded-seeding,59,7,9,18666,78,0,0,373,283,0,351,2,0,0,9,23,21,1546.9458,27828.8496,15963.4082,10752.7549,0.8414,14416653092031036427
graded-seeding,59,8,9,21333,193,0,0,373,283,0,377,2,0,0,26,24,20,1444.1031,32124.0801,18689.1484,12424.5215,0.7855,7501685741504964179
graded-seeding,59,9,9,24000,315,0,0,373,283,0,469,2,0,0,92,23,12,839.4452,39147.1055,25244.9941,13495.292,0.6638,15558433023674504792
graded-seeding,60,1,9,2666,34,0,0,483,0,0,2,0,0,0,2,20,17,1310.2627,2820.8049,438.3947,1504.1345,0.7958,2897141843419634486
graded-seeding,60,2,9,5333,47,0,0,483,0,0,24,0,0,0,22,22,20,1464.6111,5764.8516,1288.7566,3443.4651,0.6791,185696046260250508
graded-seeding,60,3,9,8000,69,0,0,483,0,0,59,0,0,0,35,24,23,1673.9546,9034.1572,2414.6853,5377.5244,0.7833,4155343494528043355
graded-seeding,60,4,9,10666,199,0,0,483,0,0,98,0,0,0,39,21,19,1370.9226,13604.3955,5151.1602,7514.04,0.8112,13001809055467895023
graded-seeding,60,5,9,13333,483,0,0,483,0,0,204,0,0,0,106,20,5,499.4706,21830.998,12454.7344,9307.2314,0.6473,9135069021070068967
graded-seeding,60,6,9,16000,152,0,0,483,229,0,416,7,0,229,448,23,19,1406.9349,28804.2578,18224.4258,9603.1777,0.7711,12414894919045676815
graded-seeding,60,7,9,18666,243,0,0,483,229,0,526,7,0,0,110,24,17,1336.703,34770.5078,22779.0527,11087.4453,0.7937,10524432448586138262
graded-seeding,60,8,9,21333,417,0,0,483,239,0,634,7,0,10,118,23,0,5.2907,42242.543,30303.4238,12363.9785,0.2482,9005173856713139928
graded-seeding,60,9,9,24000,63,0,0,483,502,0,747,7,0,263,376,23,22,1589.5342,46384.9375,32499.6445,12722.3418,0.8388,11012575886963025464
graded-seeding,61,1,9,2666,36,0,0,499,0,0,1,0,0,0,1,20,17,1247.3872,2702.9253,454.4255,1433.1206,0.7034,231368323364204341
graded-seeding,61,2,9,5333,73,0,0,499,0,0,22,0,0,0,21,23,20,1478.7029,6039.6201,1701.1686,3291.8584,0.742,805217080426811864
graded-seeding,61,3,9,8000,140,0,0,499,0,0,55,0,0,0,33,24,22,1587.1246,10185.4727,3957.8369,5072.4541,0.766,1262434173365094064
graded-seeding,61,4,9,10666,292,0,0,499,0,0,118,0,0,0,63,19,9,707.2985,15848.2803,8548.7529,7023.7119,0.7476,15780097768945687940
